rule,q,width,depth,exact_decoder_accuracy_estimate,exact_decoder_accuracy_ci_low,exact_decoder_accuracy_ci_high,exact_decoder_accuracy_n_seeds,exact_decoder_accuracy_n_cells,proxy_decoder_accuracy_estimate,proxy_decoder_accuracy_ci_low,proxy_decoder_accuracy_ci_high,proxy_decoder_accuracy_n_seeds,proxy_decoder_accuracy_n_cells,decoder_advantage_estimate,decoder_advantage_ci_low,decoder_advantage_ci_high,decoder_advantage_n_seeds,decoder_advantage_n_cells,rho_y_estimate,rho_y_ci_low,rho_y_ci_high,rho_y_n_seeds,rho_y_n_cells,iid_accuracy_estimate,iid_accuracy_ci_low,iid_accuracy_ci_high,iid_accuracy_n_seeds,iid_accuracy_n_cells,single_channel_bayes_estimate,single_channel_bayes_ci_low,single_channel_bayes_ci_high,single_channel_bayes_n_seeds,single_channel_bayes_n_cells,proxy_flip_rate_estimate,proxy_flip_rate_ci_low,proxy_flip_rate_ci_high,proxy_flip_rate_n_seeds,proxy_flip_rate_n_cells,rule_flip_rate_estimate,rule_flip_rate_ci_low,rule_flip_rate_ci_high,rule_flip_rate_n_seeds,rule_flip_rate_n_cells
multiplexer,0.99,64,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.9380299999999998,0.9185582499999999,0.95692125,10,10,0.999225,0.9988999999999999,0.999475,10,10,0.6281,0.62646,0.6297402500000001,10,10,0.061970000000000004,0.04309,0.08113,10,10,0.9380299999999998,0.91822875,0.9567902500000001,10,10
multiplexer,0.99,64,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.8545100000000001,0.8348094999999999,0.8752905,10,10,0.998225,0.9977750000000001,0.998625,10,10,0.6281,0.6264297499999999,0.6297,10,10,0.14548999999999998,0.124348,0.16453025000000002,10,10,0.8545100000000001,0.834729,0.87562075,10,10
multiplexer,0.99,8,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.78434,0.7355592499999999,0.83148025,10,10,0.9975249999999999,0.9969999999999999,0.9980749999999998,10,10,0.6281,0.62641975,0.62970025,10,10,0.21565999999999996,0.16934925,0.26731025,10,10,0.78434,0.73366825,0.8318517499999999,10,10
multiplexer,0.99,8,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.9086299999999999,0.87819925,0.9342600000000001,10,10,0.9988999999999999,0.9984500000000001,0.9993000000000001,10,10,0.6281,0.6264200000000001,0.62971,10,10,0.09136999999999999,0.06492925,0.12156124999999998,10,10,0.9086299999999999,0.8781377499999999,0.9355905,10,10
parity,0.75,128,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048000000000001,0.50878025,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,128,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048100000000001,0.5087102500000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,16,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048600000000001,0.50883025,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,16,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.50477,0.5087702500000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,32,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.50483975,0.50878,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,32,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048100000000001,0.50876,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,64,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.50477,0.5088100000000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,64,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048800000000001,0.5087599999999999,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.75,8,1,0.9392250000000001,0.9066993750000001,0.9708756249999998,10,10,1.0,1.0,1.0,10,10,-0.060775,-0.09360062499999999,-0.028575000000000007,10,10,0.7287600000000001,0.5320367500000001,0.8967330000000001,10,10,0.9168749999999999,0.8637750000000001,0.9632581250000001,10,10,0.5066900000000001,0.50481,0.5088202500000001,10,10,0.24918000000000004,0.08697999999999999,0.43930100000000005,10,10,0.73471,0.5397475,0.8954690000000001,10,10
parity,0.75,8,2,0.994375,0.986025,1.0,10,10,1.0,1.0,1.0,10,10,-0.005625000000000002,-0.013975000000000005,0.0,10,10,0.89686,0.7087494999999999,0.9966460000000004,10,10,0.968375,0.9181000000000001,1.0,10,10,0.5066900000000001,0.5048,0.50883,10,10,0.09496,0.0,0.27972,10,10,0.8911,0.69524,1.0,10,10
parity,0.9,128,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048597499999999,0.5087407500000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,128,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048000000000001,0.5087502500000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,16,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.8713799999999999,0.6664895,0.98514,10,10,0.986825,0.9664999999999999,0.998325,10,10,0.5066900000000001,0.50481,0.50883,10,10,0.12861,0.01558,0.3278499999999999,10,10,0.8713799999999999,0.66883825,0.9838799999999999,10,10
parity,0.9,16,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.99993,0.99979,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5047699999999999,0.50876,10,10,7e-05,0.0,0.00020999999999999998,10,10,0.99993,0.99979,1.0,10,10
parity,0.9,32,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.50487,0.50877025,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,32,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5047900000000001,0.5088100000000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,64,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.50485,0.5087600000000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,64,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.5066900000000001,0.5048797500000001,0.5087200000000001,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10
parity,0.9,8,1,0.9392250000000001,0.906235,0.9715762499999999,10,10,1.0,1.0,1.0,10,10,-0.060775,-0.09295125,-0.028723749999999996,10,10,0.22378,0.04787,0.42047,10,10,0.9224500000000001,0.9060750000000001,0.9422,10,10,0.5066900000000001,0.5048197499999999,0.50884025,10,10,0.77622,0.5849599999999999,0.94123,10,10,0.22378,0.04787,0.42007550000000005,10,10
parity,0.9,8,2,0.994375,0.986025,1.0,10,10,1.0,1.0,1.0,10,10,-0.005625000000000002,-0.013975000000000005,0.0,10,10,0.94001,0.87127,0.99384,10,10,0.9942499999999999,0.98755,0.9995,10,10,0.5066900000000001,0.5048,0.5086902500000001,10,10,0.05999,0.00663,0.12980175000000002,10,10,0.94001,0.8726955,0.99337,10,10
parity,0.99,128,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.18878999999999999,0.10857675000000001,0.28167325,10,10,0.9917,0.9908250000000001,0.992625,10,10,0.5066900000000001,0.5048397499999999,0.50876,10,10,0.8111200000000001,0.7223170000000001,0.8937415,10,10,0.18878999999999999,0.10769725000000002,0.2807285,10,10
parity,0.99,128,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.13027,0.08333,0.18679074999999998,10,10,0.9911999999999999,0.9906749999999999,0.991825625,10,10,0.5066900000000001,0.5048197499999999,0.5087402500000001,10,10,0.8696999999999999,0.8147997499999999,0.91822375,10,10,0.13030999999999998,0.08205925,0.1870325,10,10
parity,0.99,16,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.00062,0.0,0.0018599999999999999,10,10,0.9900500000000001,0.99,0.9901500000000001,10,10,0.5066900000000001,0.50477975,0.50888025,10,10,0.99938,0.99814,1.0,10,10,0.00062,0.0,0.0018599999999999999,10,10
parity,0.99,16,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.20122999999999996,0.08902699999999998,0.32736025,10,10,0.992,0.9906250000000002,0.9934750000000001,10,10,0.5066900000000001,0.5048199999999999,0.5087400000000001,10,10,0.7986199999999999,0.6739860000000001,0.90949875,10,10,0.20132,0.090097,0.31972125000000007,10,10
parity,0.99,32,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.038829999999999996,0.00506,0.10061075000000001,10,10,0.990325,0.99,0.9909250000000001,10,10,0.5066900000000001,0.50485,0.50876025,10,10,0.96112,0.8994992500000001,0.9949807500000002,10,10,0.038829999999999996,0.00495,0.10118025000000001,10,10
parity,0.99,32,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.17105,0.11541975,0.23301125000000003,10,10,0.9913000000000001,0.9904,0.9920750000000002,10,10,0.5066900000000001,0.5048600000000001,0.50887,10,10,0.82844,0.76854775,0.88240325,10,10,0.17115,0.11452400000000003,0.231063,10,10
parity,0.99,64,1,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.08113999999999999,0.047008249999999994,0.11602099999999999,10,10,0.9908249999999998,0.99045,0.9911750000000001,10,10,0.5066900000000001,0.5048600000000001,0.50878025,10,10,0.9188099999999999,0.8847275,0.9525704999999999,10,10,0.08117999999999999,0.0466485,0.115721,10,10
parity,0.99,64,2,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.14862,0.08194675,0.227992,10,10,0.9914,0.9906000000000003,0.992225,10,10,0.5066900000000001,0.5048100000000001,0.5087502500000001,10,10,0.8512700000000001,0.7723335,0.9175507500000001,10,10,0.14872,0.08091949999999999,0.2295755,10,10
parity,0.99,8,1,0.9392250000000001,0.90564375,0.97112625,10,10,1.0,1.0,1.0,10,10,-0.060775,-0.092775625,-0.028597499999999994,10,10,0.0,0.0,0.0,10,10,0.99,0.99,0.99,10,10,0.5066900000000001,0.5048600000000001,0.5087599999999999,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10
parity,0.99,8,2,0.994375,0.986025,1.0,10,10,1.0,1.0,1.0,10,10,-0.005625000000000002,-0.013975000000000005,0.0,10,10,0.039779999999999996,0.0,0.1193,10,10,0.99045,0.99,0.9913500000000001,10,10,0.5066900000000001,0.5047900000000001,0.50882075,10,10,0.96022,0.8806999999999998,1.0,10,10,0.039779999999999996,0.0,0.1193,10,10
