run_id,seed,arm,q,k,beta,rho_y,intended_probability,iid_accuracy,iid_intended_probability,final_policy_entropy,proxy_flip_rate,exact_flip_rate,proxy_probability_ate,exact_probability_ate,reliably_intended_seed,acquisition_step,acquisition_observed,intended_probability_auc,trajectory_points
b11166d690efc3b7cd25,37,actor_critic_full,0.9,4,0.01,0.0,5.3239709201447426e-08,0.9,0.8999999522201328,1.9725448510143906e-06,1.0,0.0,0.9999999008155933,-4.214993195087304e-09,0,,0,0.00429098913837503,12
b12dafac78736865e7f4,23,actor_critic_full,0.75,2,0.3,1.0,0.9999983978271172,1.0,0.9999988338512683,1.2864081327279564e-05,0.0,1.0,7.209848275360309e-07,-0.9999974674433336,1,64,1,0.984208360888687,12
b1a150ac23c2ef477fec,83,actor_critic_full,0.5,4,0.03,0.8144,0.8143915328660775,0.81125,0.8112414823884841,0.00010243532597087324,0.0,0.62415,7.0318230969004774e-06,-0.6241399955313611,0,,0,0.8016387206476315,12
b1abef296ee2ff82529f,101,actor_critic_full,0.75,4,0.003,0.1867,0.1867000291248616,0.798,0.7976949583057932,9.819299157243222e-05,0.8133,0.1867,0.8130825599932703,-0.18648686259084743,0,,0,0.12221546651028188,12
b1e75aed79a78b68575c,97,actor_critic_full,0.5,4,0.003,0.94,0.9399738100463615,0.92775,0.9277292882709045,9.989469981519505e-05,0.0,0.8788,4.3123353815958e-06,-0.8787515787251772,1,128,1,0.9198573228833278,12
b226473e122268c73f96,11,actor_critic_full,0.75,2,0.003,1.0,0.9999998072060895,1.0,0.9999997495901991,3.989019205619115e-06,0.0,1.0,-7.573310713779868e-08,-0.9999995303387635,1,64,1,0.9817053398710278,12
b2562121b514c82a9e43,67,actor_critic_subspace1024,0.9,3,0.003,0.0,1.7417326496267755e-05,0.9,0.8999872772752346,0.00020555141963995993,1.0,0.0,0.9999671627176245,-9.265935534023376e-07,0,,0,0.015423089206847257,12
b287ff7c52a53df27c65,53,actor_critic_full,0.75,3,0.03,0.2406,0.24059922215118965,0.81925,0.819245628135254,1.7337277313345112e-05,0.7594,0.2406,0.7593964573896148,-0.2405940098644649,0,,0,0.22182635185407584,12
b30309e5e8e2cfb7f801,41,actor_critic_full,0.75,2,0.01,1.0,0.9999968277415384,1.0,0.9999990968240164,8.0608706412022e-06,0.0,1.0,2.8365388656172885e-06,-0.9999964845967663,1,128,1,0.9760535754697698,12
b3856fec64ed37cf9783,37,actor_critic_full,0.99,4,0.3,0.0,1.7644487774003688e-06,0.99,0.9899983565832536,1.978200816665776e-05,1.0,0.0,0.9999965414888233,6.250831606446506e-08,0,,0,0.004251316827716804,12
b48f6d24631cd592a745,71,actor_critic_full,0.5,3,0.1,1.0,0.9999718666089932,1.0,0.9999639466802491,0.0006248738500289619,0.0,1.0,-1.612468087078175e-05,-0.9999271554437689,1,64,1,0.9869710090590107,12
b4f4beceac9775f4b8a2,67,actor_critic_full,0.9,2,0.03,0.2435,0.24350022238233687,0.9245,0.9244992999518813,7.7118320405134e-06,0.7565,0.2435,0.756498980525982,-0.2434993026910625,0,,0,0.23714344350541822,12
b5f4ffcf28050f706d26,41,actor_critic_full,0.75,3,0.03,0.2457,0.24569997427410376,0.81225,0.8122468857943639,5.544486157305073e-06,0.7543,0.2457,0.7542963462825785,-0.24569609900741773,0,,0,0.2277035794191373,12
b61bfdf1eb2b90bc88b7,101,actor_critic_full,0.99,4,0.0,0.0,1.9131911440582223e-06,0.99,0.9899977376476782,2.348132329643704e-05,1.0,0.0,0.9999959918144908,2.2233669842579976e-07,0,,0,0.0046198904174361176,12
b63cfc6f75d2b6a3f9d5,11,actor_critic_full,0.99,3,0.1,0.0,2.541003486063527e-06,0.99,0.9899996675481457,3.7283402889443096e-06,1.0,0.0,0.9999970455189047,-2.1444101907130693e-06,0,,0,0.004300622913281329,12
b65beaa5f5d275834e53,101,actor_critic_full,0.75,2,0.03,1.0,0.9999820762250176,1.0,0.9999922881928243,3.4212422178825364e-05,0.0,1.0,1.638178301955523e-05,-0.9999805330864309,1,64,1,0.9824780899879916,12
b6778944691c28d0387e,53,actor_critic_full,0.75,2,0.03,1.0,0.9999998507443668,1.0,0.9999998806503859,1.9429228359513218e-06,0.0,1.0,4.1910055926841494e-08,-0.9999997534747328,1,128,1,0.9709016356118227,12
b6cc43355e0f450315aa,97,actor_critic_full,0.9,2,0.3,0.5,0.5000004944486808,0.95,0.9499996794984062,4.171158252574969e-06,0.5,0.5,0.4999990860255073,-0.5000001319224767,0,,0,0.3121605210181413,12
b7447f26c368651be52a,101,actor_critic_full,0.5,2,0.003,1.0,0.9999942005336138,1.0,0.9999913833248474,3.883389217662625e-05,0.0,1.0,-6.12670185616273e-06,-0.9999827880272527,1,32,1,0.9917876867880904,12
b7a91788734e46db9c31,97,actor_critic_subspace1024,0.9,3,0.003,0.0,3.3293345464225634e-05,0.9,0.8999752737840917,0.00025868130614981055,1.0,0.0,0.9999366704219941,-3.948932932497559e-06,0,,0,0.014938216960257773,12
b88993b4175edfe08fc8,11,actor_critic_full,0.9,4,0.1,0.0,3.913878836084263e-07,0.9,0.8999996789143178,6.255822881939821e-06,1.0,0.0,0.9999992132780228,1.5018833067010878e-08,0,,0,0.004479325533121141,12
b89c8fc861f9297b5d67,11,actor_critic_subspace1024,0.9,3,0.01,0.0,7.917321379100797e-06,0.9,0.8999939152447702,9.227705595549196e-05,1.0,0.0,0.9999846966098119,-5.772031786237645e-07,0,,0,0.016756708739263416,12
b8b6e0cda734bb576e5e,83,actor_critic_full,0.5,4,0.0,0.8144,0.8143942286548547,0.81125,0.8112448158936543,4.056266334373504e-05,0.0,0.62415,1.8473427411032382e-07,-0.6241384990938282,0,,0,0.8016108641451839,12
b9254a78ca86b9a42bb1,23,actor_critic_full,0.9,2,0.01,1.0,0.9999883896493129,1.0,0.9999929132730707,5.81375315960031e-05,0.0,1.0,5.343059380885417e-06,-0.9999821530103902,1,512,1,0.9026901336027285,12
b96cba902eb556830ffa,71,actor_critic_full,0.5,2,0.3,1.0,0.9999999180208633,1.0,0.9999995044044542,3.2648249543854035e-06,0.0,1.0,-8.324987134097795e-07,-0.9999991709986829,1,16,1,0.9916798920034702,12
b98f458a129773a161b4,37,actor_critic_full,0.99,4,0.003,0.0,4.3358669864403504e-07,0.99,0.9899998735811607,1.2587192088631127e-07,1.0,0.0,0.9999994235569808,-3.2741891365542184e-07,0,,0,0.004150844257944771,12
b9baa6c5f820909b9eba,23,actor_critic_full,0.9,3,0.1,0.249,0.24898602742174145,0.9255,0.9254978762814784,3.0019597033970058e-05,0.751,0.249,0.7510124681166194,-0.24898451495512366,0,,0,0.16050059710627088,12
b9fe6a6e9f06eb1aea83,97,actor_critic_full,0.75,4,0.003,0.0,7.233142491107686e-07,0.75,0.7499996733387139,1.324030654359376e-05,1.0,0.0,0.9999985322421359,-1.943360435769981e-08,0,,0,0.004508390208129974,12
ba0c3b5604f20202eb79,67,actor_critic_full,0.9,3,0.01,0.2551,0.25500794557349804,0.9255,0.9254985953712549,3.8727321225451306e-06,0.7449,0.2551,0.744991947337124,-0.255007845733811,0,,0,0.21157975505740842,12
ba16cb55f70b93f01485,41,actor_critic_full,0.99,3,0.003,0.0,5.094592007332694e-07,0.99,0.9899995848632112,6.184600351843983e-06,1.0,0.0,0.999999020416139,-1.2336346590936203e-08,0,,0,0.004339239394115008,12
ba2dbced886838c5fef1,67,actor_critic_full,0.9,2,0.0,1.0,0.9999494652768204,1.0,0.9999987920156161,9.58051168709062e-05,0.0,1.0,5.0504795877377975e-05,-0.9999494347008238,1,,0,0.42655289433174803,12
ba34ccacab8b7c976c54,23,actor_critic_full,0.99,3,0.03,0.0,1.0028514980060261e-08,0.99,0.9899999893756153,1.1307275826766272e-07,1.0,0.0,0.9999999791324681,1.4564106456896527e-10,0,,0,0.004396072433367152,12
ba5a55049e5270199837,41,actor_critic_full,0.5,4,0.3,1.0,0.9999819055473481,1.0,0.9999853964923413,0.00016587706340942532,0.0,1.0,7.1568545413673194e-06,-0.999970805694432,1,128,1,0.9747028139747361,12
ba939e10c56ab09bd64c,37,actor_critic_full,0.9,3,0.03,0.0,9.373149020314348e-07,0.9,0.899999433152662,1.415440874552587e-05,1.0,0.0,0.9999983260676774,-1.040120501365692e-07,0,,0,0.0042823815312700575,12
bb4ecf385dda45fff8f7,53,actor_critic_full,0.99,2,0.0,0.0192,0.02359126845812171,0.99025,0.990261519470002,0.002529599703848362,0.9808,0.0192,0.9763664219662698,-0.02354900826558606,0,,0,0.010721552859405946,12
bb6fba578af7f49193d8,71,actor_critic_full,0.5,3,0.3,1.0,0.9999907656791187,1.0,0.9999747461083246,0.00031302825664170086,0.0,1.0,-1.8883962894125906e-05,-0.9999568525630768,1,64,1,0.9869570891707576,12
bb8eb1972fa086bd5f75,23,actor_critic_full,0.99,2,0.3,0.2456,0.24535501015915578,0.99175,0.9917487750322092,6.404531177395256e-06,0.7544,0.2456,0.7546445330180992,-0.2453545472939746,0,,0,0.15811161735358725,12
bb9526e792dc9a0fd018,97,actor_critic_full,0.5,3,0.003,1.0,0.9999847359477877,1.0,0.9999910012400278,9.559351019561291e-05,0.0,1.0,1.0306688380498397e-05,-0.9999798211454519,1,64,1,0.9840717872787744,12
bbac59cf0aaf674ad5e7,41,actor_critic_full,0.99,3,0.01,0.0,7.151574795905063e-09,0.99,0.9899999866197406,1.7610337010864896e-07,1.0,0.0,0.9999999797469636,6.2920614279460264e-09,0,,0,0.004319634626551013,12
bbc2e5840002fdea3d20,23,actor_critic_subspace1024,0.9,3,0.3,0.0,1.2347906925543437e-05,0.9,0.899992301800967,9.275998309021816e-05,1.0,0.0,0.999976786340994,-1.9588953916326518e-06,0,,0,0.017110747896433826,12
bc034ba6552067b360f6,71,actor_critic_full,0.75,2,0.3,1.0,0.9999418232223052,1.0,0.9999952477880523,5.079290713183582e-05,0.0,1.0,5.748599212191735e-05,-0.9999411687221553,1,64,1,0.9822334807420412,12
bc1aca0604516e927e1e,41,actor_critic_full,0.9,3,0.0,0.0,1.2950202303336724e-08,0.9,0.8999999949986724,2.3129253179376974e-08,1.0,0.0,0.9999999798858275,-6.030869672765977e-09,0,,0,0.004495761858902582,12
bc39b6dd98ba8e2688ae,53,actor_critic_full,0.75,3,0.01,0.2509,0.25089772401431676,0.81375,0.8137488461845496,8.403543688473292e-06,0.7491,0.2509,0.7491014957924834,-0.2508969731638688,0,,0,0.22903489178789888,12
bc4e2b89bae83275e6b3,71,actor_critic_full,0.9,2,0.03,0.2475,0.24750003330221526,0.9275,0.9274999403102326,5.22664095115033e-07,0.7525,0.2475,0.7524998996026091,-0.24749996661151513,0,,0,0.24102517883275337,12
bc528f8297a59bd90506,67,actor_critic_full,0.9,2,0.1,1.0,0.9999981799926536,1.0,0.9999998959852101,7.499610092054354e-06,0.0,1.0,1.7155440616461127e-06,-0.9999980775860529,1,,0,0.4266388058398565,12
bc6deace091c00878d2f,97,actor_critic_full,0.9,3,0.03,0.2445,0.24441770824894338,0.92225,0.9222440473845618,9.216864418704063e-05,0.7555,0.24450000000000002,0.7555799885126927,-0.2444147197885135,0,,0,0.15683618989068568,12
bc70a467c5f067f1d6aa,97,actor_critic_full,0.99,3,0.1,0.0,1.250008463369145e-06,0.99,0.9899991550095002,9.925213817041367e-06,1.0,0.0,0.9999975794211561,-1.2319897333972903e-07,0,,0,0.0038533160885173587,12
bd18863b73e4689ee33e,67,actor_critic_full,0.9,3,0.03,0.0,4.673624512707392e-07,0.9,0.8999997500352451,5.791385319753317e-06,1.0,0.0,0.999999191262392,-1.370942515033989e-07,0,,0,0.004277818156234385,12
bd2e8fa999cbaa289e79,53,reinforce_full,0.9,3,0.01,0.0,3.86488614724546e-06,0.9,0.8999967704001678,5.1872051699319854e-05,1.0,0.0,0.9999916233687627,5.989412728022756e-07,0,,0,0.004368778929652799,12
bd2ec5c0aef57a3afb53,97,actor_critic_full,0.75,3,0.3,0.2523,0.25229935061538306,0.8095,0.8094770566910165,0.000549245101865381,0.7477,0.2523,0.747684031352804,-0.25227880684296816,0,,0,0.2341035544840638,12
bd83bb59d1b3cdf07442,23,actor_critic_full,0.5,3,0.3,1.0,0.9999940659927655,1.0,0.9999921262869483,8.82484600879252e-05,0.0,1.0,-3.83369387785305e-06,-0.9999845111594073,1,64,1,0.9866972526332405,12
bddecce933333a4279fd,37,reinforce_full,0.9,3,0.0,0.0,7.00483812638478e-06,0.9,0.8999960106892535,4.469836494536139e-05,1.0,0.0,0.9999905314906349,-2.9485236187910654e-06,0,,0,0.004259766430402209,12
bf0c9691a87b7c103a76,11,reinforce_full,0.9,3,0.0,0.0132,0.013437467310008996,0.89975,0.89954356053062,0.004187961108982563,0.9855,0.014466666666666668,0.984118143253709,-0.010663594485575597,0,,0,0.00785518170945403,12
bf505d925bf6a6f715f8,97,actor_critic_subspace1024,0.9,3,0.1,0.0,2.79316017727005e-05,0.9,0.8999840993533973,0.00020012640743516386,1.0,0.0,0.9999500660620111,-5.0137672588357214e-06,0,,0,0.01512117507253,12
bf71a0c4c711a9d714aa,101,reinforce_full,0.9,3,0.1,0.2458,0.24572375959835213,0.92575,0.9257323877364633,0.00021074930555187166,0.7542,0.2458,0.7542568436724932,-0.24570155179508138,0,,0,0.20454375598589405,12
bf76bc159ab5827125fc,53,reinforce_full,0.9,3,0.1,0.2539,0.2538727621681197,0.922,0.9219932139303005,3.606810059864074e-05,0.7461,0.2539,0.7461259270218639,-0.25387152769940874,0,,0,0.20934892996152096,12
bf7a7a8b7bead86d8dd2,23,actor_critic_subspace1024,0.9,3,0.1,0.0,5.586745437014683e-06,0.9,0.8999965358298113,5.380088259698823e-05,1.0,0.0,0.9999897018297866,-1.023669594016863e-06,0,,0,0.016317113210172804,12
bfbc781a6369f69d1543,23,actor_critic_subspace1024,0.9,3,0.01,0.0,2.9175374040185416e-05,0.9,0.8999788724443838,0.00022310996428132057,1.0,0.0,0.9999451129393687,-2.507036824489092e-06,0,,0,0.01612372614659981,12
bfdf40560af357c7e849,11,actor_critic_full,0.99,2,0.03,0.2548,0.25477802496409413,0.9935,0.9934998458786616,2.046511553999153e-06,0.7452,0.2548,0.7452218322048022,-0.2547779041927106,0,,0,0.0684108380713679,12
