route_depth,q,k,width,regime,branch_accuracy_estimate,branch_accuracy_ci_low,branch_accuracy_ci_high,branch_accuracy_n_seeds,branch_accuracy_n_cells,full_route_success_estimate,full_route_success_ci_low,full_route_success_ci_high,full_route_success_n_seeds,full_route_success_n_cells,effective_per_fork_success_estimate,effective_per_fork_success_ci_low,effective_per_fork_success_ci_high,effective_per_fork_success_n_seeds,effective_per_fork_success_n_cells,independent_prediction_estimate,independent_prediction_ci_low,independent_prediction_ci_high,independent_prediction_n_seeds,independent_prediction_n_cells,compounding_gap_estimate,compounding_gap_ci_low,compounding_gap_ci_high,compounding_gap_n_seeds,compounding_gap_n_cells,pooled_compounding_gap_estimate,pooled_compounding_gap_ci_low,pooled_compounding_gap_ci_high,pooled_compounding_gap_n_seeds,pooled_compounding_gap_n_cells,first_divergence_mean_estimate,first_divergence_mean_ci_low,first_divergence_mean_ci_high,first_divergence_mean_n_seeds,first_divergence_mean_n_cells,single_conflict_branch_accuracy_estimate,single_conflict_branch_accuracy_ci_low,single_conflict_branch_accuracy_ci_high,single_conflict_branch_accuracy_n_seeds,single_conflict_branch_accuracy_n_cells,single_conflict_conflicted_stage_accuracy_estimate,single_conflict_conflicted_stage_accuracy_ci_low,single_conflict_conflicted_stage_accuracy_ci_high,single_conflict_conflicted_stage_accuracy_n_seeds,single_conflict_conflicted_stage_accuracy_n_cells,single_conflict_overall_branch_accuracy_estimate,single_conflict_overall_branch_accuracy_ci_low,single_conflict_overall_branch_accuracy_ci_high,single_conflict_overall_branch_accuracy_n_seeds,single_conflict_overall_branch_accuracy_n_cells,single_conflict_nonconflicted_stage_accuracy_estimate,single_conflict_nonconflicted_stage_accuracy_ci_low,single_conflict_nonconflicted_stage_accuracy_ci_high,single_conflict_nonconflicted_stage_accuracy_n_seeds,single_conflict_nonconflicted_stage_accuracy_n_cells,proxy_flip_rate_estimate,proxy_flip_rate_ci_low,proxy_flip_rate_ci_high,proxy_flip_rate_n_seeds,proxy_flip_rate_n_cells,rule_flip_rate_estimate,rule_flip_rate_ci_low,rule_flip_rate_ci_high,rule_flip_rate_n_seeds,rule_flip_rate_n_cells,address_reversed_branch_accuracy_estimate,address_reversed_branch_accuracy_ci_low,address_reversed_branch_accuracy_ci_high,address_reversed_branch_accuracy_n_seeds,address_reversed_branch_accuracy_n_cells,address_removed_branch_accuracy_estimate,address_removed_branch_accuracy_ci_low,address_removed_branch_accuracy_ci_high,address_removed_branch_accuracy_n_seeds,address_removed_branch_accuracy_n_cells,address_reversed_delta_estimate,address_reversed_delta_ci_low,address_reversed_delta_ci_high,address_reversed_delta_n_seeds,address_reversed_delta_n_cells,address_removed_delta_estimate,address_removed_delta_ci_low,address_removed_delta_ci_high,address_removed_delta_n_seeds,address_removed_delta_n_cells,address_reversed_abs_delta_estimate,address_reversed_abs_delta_ci_low,address_reversed_abs_delta_ci_high,address_reversed_abs_delta_n_seeds,address_reversed_abs_delta_n_cells,address_removed_abs_delta_estimate,address_removed_abs_delta_ci_low,address_removed_abs_delta_ci_high,address_removed_abs_delta_n_seeds,address_removed_abs_delta_n_cells,proxy_spillover_estimate,proxy_spillover_ci_low,proxy_spillover_ci_high,proxy_spillover_n_seeds,proxy_spillover_n_cells,rule_spillover_estimate,rule_spillover_ci_low,rule_spillover_ci_high,rule_spillover_n_seeds,rule_spillover_n_cells
1,0.95,2,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.95,2,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.95,4,16,fixed_total,0.6434,0.38654625,0.8741999999999999,10,10,0.6434,0.3950925,0.8683500000000001,10,10,0.6434,0.39227375000000003,0.8683500000000001,10,10,0.6434,0.40075000000000005,0.8742000000000001,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.6434,0.3946425,0.8684000000000001,10,10,0.6434,0.3930425,0.8743000000000001,10,10,0.6434,0.40128625,0.8743000000000001,10,10,0.6434,0.40625,0.86865,10,10,,,,0,10,0.3566,0.1258,0.60476,10,10,0.6434,0.3801237500000001,0.874,10,10,0.6434,0.40045000000000003,0.8742000000000001,10,10,0.61025,0.36708625,0.8439,10,10,0.0,0.0,0.0,10,10,-0.03315000000000001,-0.10200000000000002,0.01679999999999999,10,10,0.0,0.0,0.0,10,10,0.05615000000000001,0.0128,0.11895000000000003,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.95,4,16,per_fork_matched,0.6434,0.39464249999999995,0.8799049999999999,10,10,0.6434,0.39898249999999996,0.8743000000000001,10,10,0.6434,0.4002975,0.8683500000000001,10,10,0.6434,0.40075000000000005,0.8744499999999998,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.6434,0.386995,0.8687837500000005,10,10,0.6434,0.38896,0.8743000000000001,10,10,0.6434,0.388075,0.880105,10,10,0.6434,0.39538874999999996,0.87475,10,10,,,,0,10,0.3566,0.13135,0.61207125,10,10,0.6434,0.3986925,0.8804000000000001,10,10,0.6434,0.3946462499999999,0.880105,10,10,0.61025,0.3628,0.8435500000000001,10,10,0.0,0.0,0.0,10,10,-0.03315000000000001,-0.10386375000000003,0.017558750000000026,10,10,0.0,0.0,0.0,10,10,0.05615000000000001,0.0124,0.12100000000000004,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.95,4,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.9939,0.9817,1.0,10,10,0.0,0.0,0.0,10,10,-0.006100000000000006,-0.018300000000000018,0.0,10,10,0.0,0.0,0.0,10,10,0.006100000000000006,0.0,0.018300000000000018,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.95,4,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.9939,0.9817,1.0,10,10,0.0,0.0,0.0,10,10,-0.006100000000000006,-0.018300000000000018,0.0,10,10,0.0,0.0,0.0,10,10,0.006100000000000006,0.0,0.018300000000000018,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,2,16,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,2,16,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,2,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,2,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,,,,0,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,4,16,fixed_total,0.10124999999999999,0.007549999999999999,0.2283,10,10,0.10124999999999999,0.012278750000000041,0.22965,10,10,0.10124999999999999,0.007549999999999999,0.23415,10,10,0.10124999999999999,0.007549999999999999,0.23165,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.10124999999999999,0.007549999999999999,0.22660875000000003,10,10,0.10124999999999999,0.0124,0.220755,10,10,0.10124999999999999,0.007549999999999999,0.23165,10,10,0.10124999999999999,0.0124,0.22074999999999995,10,10,,,,0,10,0.89875,0.7683500000000001,0.99245,10,10,0.10124999999999999,0.0124,0.22660875000000003,10,10,0.10124999999999999,0.007549999999999999,0.21960000000000002,10,10,0.08305,0.02495,0.172,10,10,0.0,0.0,0.0,10,10,-0.0182,-0.06890125000000001,0.0259,10,10,0.0,0.0,0.0,10,10,0.0446,0.01245,0.08820125000000001,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,4,16,per_fork_matched,0.10124999999999999,0.007549999999999999,0.2266,10,10,0.10124999999999999,0.007549999999999999,0.22344999999999998,10,10,0.10124999999999999,0.007549999999999999,0.22344999999999998,10,10,0.10124999999999999,0.007549999999999999,0.23419250000000016,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.10124999999999999,0.007549999999999999,0.22210000000000002,10,10,0.10124999999999999,0.007549999999999999,0.23280000000000003,10,10,0.10124999999999999,0.0124,0.23165,10,10,0.10124999999999999,0.0124,0.23165,10,10,,,,0,10,0.89875,0.7734,0.99245,10,10,0.10124999999999999,0.007549999999999999,0.23165,10,10,0.10124999999999999,0.0124,0.22097875000000014,10,10,0.08305,0.02495,0.16900375,10,10,0.0,0.0,0.0,10,10,-0.0182,-0.06889999999999999,0.0259,10,10,0.0,0.0,0.0,10,10,0.0446,0.01245,0.08825000000000001,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,4,64,fixed_total,0.9606,0.93444875,0.98665,10,10,0.9606,0.9343999999999999,0.98655,10,10,0.9606,0.93405,0.98665,10,10,0.9606,0.9343,0.98665,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.9606,0.9339000000000001,0.98665,10,10,0.9606,0.9345987499999999,0.9866525,10,10,0.9606,0.9342,0.98665,10,10,0.9606,0.9340487499999999,0.98665,10,10,,,,0,10,0.039400000000000004,0.01335,0.06585125000000001,10,10,0.9606,0.93384875,0.98665,10,10,0.9606,0.9345987499999999,0.98665,10,10,0.9095999999999999,0.8335000000000001,0.9657,10,10,0.0,0.0,0.0,10,10,-0.05099999999999999,-0.11414999999999997,-0.006799999999999995,10,10,0.0,0.0,0.0,10,10,0.05099999999999999,0.0071999999999999955,0.11390625,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
1,0.99,4,64,per_fork_matched,0.9606,0.93455,0.98665,10,10,0.9606,0.9341999999999999,0.98665,10,10,0.9606,0.9297475,0.98665,10,10,0.9606,0.9342499999999999,0.9865525,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.9606,0.9344987499999999,0.98665,10,10,0.9606,0.9343,0.98665,10,10,0.9606,0.9343999999999999,0.98665,10,10,0.9606,0.9342,0.98665,10,10,,,,0,10,0.039400000000000004,0.01335,0.06555125000000002,10,10,0.9606,0.9344987499999999,0.98665,10,10,0.9606,0.93455,0.98665,10,10,0.9095999999999999,0.8347974999999999,0.9616,10,10,0.0,0.0,0.0,10,10,-0.05099999999999999,-0.11454999999999997,-0.006799999999999995,10,10,0.0,0.0,0.0,10,10,0.05099999999999999,0.006799999999999995,0.11926000000000003,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,2,16,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,2,16,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,2,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,2,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,4,16,fixed_total,0.6871,0.5628218749999999,0.8186250000000002,10,10,0.40519999999999995,0.17184874999999997,0.6582687500000004,10,10,0.5464771358668582,0.35135571615234157,0.7569977897048976,10,10,0.407945375,0.17201117500000002,0.664395375,10,10,-0.0027453750000000004,-0.006687350000000003,1.5400000000000137e-05,10,10,-0.1126634625,-0.17228640953125002,-0.05500172703124999,10,10,1.21515,0.8656287500000002,1.5844550000000002,10,10,0.68165,0.555869375,0.821875,10,10,0.68165,0.5577187499999999,0.8207268750000001,10,10,0.8340499999999998,0.7694246875,0.9076625,10,10,0.9864499999999999,0.9779224999999999,0.994150625,10,10,0.30395,0.17354625,0.42210375000000006,10,10,0.6858000000000001,0.5596749999999999,0.8202106250000001,10,10,0.5258,0.507749375,0.5468012499999999,10,10,0.65685,0.5995949999999999,0.71221375,10,10,-0.16130000000000003,-0.3088,-0.028900000000000026,10,10,-0.030250000000000006,-0.12961312500000002,0.07220000000000001,10,10,0.19160000000000002,0.07275000000000002,0.32504999999999995,10,10,0.14034999999999997,0.08039874999999999,0.198625,10,10,0.06319999999999999,0.010198125,0.12883125,10,10,0.044475,0.015925,0.078925625,10,10
2,0.75,4,16,per_fork_matched,0.845875,0.7160706250000001,0.9552281250000001,10,10,0.6917500000000001,0.43429500000000004,0.9172499999999999,10,10,0.780108924017525,0.5992677672674737,0.9446560052574157,10,10,0.6917500000000001,0.43899124999999994,0.9103999999999999,10,10,0.0,0.0,0.0,10,10,-0.061789056249999995,-0.11606311812499999,-0.016193731250000003,10,10,1.6894500000000001,1.4341000000000002,1.9081,10,10,0.845675,0.7163250000000001,0.9565999999999999,10,10,0.845675,0.71444625,0.9561250000000001,10,10,0.9202,0.8524115625,0.9779249999999999,10,10,0.9947250000000001,0.9887750000000001,0.999475,10,10,0.1492,0.0415,0.275475,10,10,0.8481499999999998,0.7221131249999999,0.957575,10,10,0.49882499999999996,0.485275,0.51415,10,10,0.6826000000000001,0.62305,0.7335,10,10,-0.34704999999999997,-0.458,-0.22935000000000003,10,10,-0.163275,-0.24587687500000002,-0.06239124999999996,10,10,0.34704999999999997,0.23343125000000003,0.458,10,10,0.203375,0.14702125000000002,0.251975,10,10,0.0395,0.00875,0.08332500000000001,10,10,0.052250000000000005,0.013374999999999998,0.09632500000000001,10,10
2,0.75,4,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.75,4,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.95,2,16,fixed_total,0.994,0.9819999999999999,1.0,10,10,0.9879999999999999,0.9640000000000001,1.0,10,10,0.9938083151964687,0.9814249455894057,1.0,10,10,0.9883599000000001,0.9650796999999999,1.0,10,10,-0.0003598999999999908,-0.0010796999999999723,0.0,10,10,-0.0003599999999999937,-0.001079999999999981,0.0,10,10,1.9819,1.9456999999999998,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.006,0.0,0.018,10,10,0.994,0.9819999999999999,1.0,10,10,0.506,0.5,0.518,10,10,0.75,0.75,0.75,10,10,-0.488,-0.5,-0.46399999999999997,10,10,-0.244,-0.25,-0.23199999999999998,10,10,0.488,0.46399999999999997,0.5,10,10,0.244,0.23199999999999998,0.25,10,10,0.006,0.0,0.018,10,10,0.006,0.0,0.018,10,10
2,0.95,2,16,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.95,2,64,fixed_total,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.95,2,64,per_fork_matched,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2.0,2.0,2.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.5,0.5,0.5,10,10,0.75,0.75,0.75,10,10,-0.5,-0.5,-0.5,10,10,-0.25,-0.25,-0.25,10,10,0.5,0.5,0.5,10,10,0.25,0.25,0.25,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.95,4,16,fixed_total,0.002675,0.0,0.008025000000000001,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,-7.155625e-05,-0.00021466874999999998,0.0,10,10,0.0,0.0,0.0,10,10,0.002675,0.0,0.008025000000000001,10,10,0.002675,0.0,0.008025000000000001,10,10,0.5013375,0.5,0.5040125,10,10,1.0,1.0,1.0,10,10,0.997325,0.991975,1.0,10,10,0.002675,0.0,0.008025000000000001,10,10,0.500075,0.5,0.500225,10,10,0.25275,0.25,0.25825000000000004,10,10,0.4974,0.49219999999999997,0.5,10,10,0.250075,0.25,0.25022500000000003,10,10,0.4974,0.49219999999999997,0.5,10,10,0.250075,0.25,0.25022500000000003,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10
2,0.95,4,16,per_fork_matched,0.11585000000000001,0.011211250000000015,0.24578437500000003,10,10,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,0.0020959750000000004,0.0,0.0062879250000000015,10,10,-0.0020959750000000004,-0.0062879250000000015,0.0,10,10,-0.0474220625,-0.11113605624999998,-0.00035013125000000003,10,10,0.12769999999999998,0.0,0.32465,10,10,0.11612499999999999,0.012525,0.241325,10,10,0.11612499999999999,0.011474999999999999,0.23859312500000016,10,10,0.5575374999999999,0.5057375,0.619090625,10,10,0.99895,0.9968499999999999,1.0,10,10,0.8831,0.75505,0.9903000000000001,10,10,0.11487500000000002,0.013775,0.23800937500000002,10,10,0.49824999999999997,0.49355000000000004,0.5016999999999999,10,10,0.2946000000000001,0.2559975,0.3513,10,10,0.38239999999999996,0.25769375,0.4854,10,10,0.17875,0.100971875,0.24442812500000005,10,10,0.38239999999999996,0.25345,0.49165000000000003,10,10,0.19745,0.14469625,0.24232812500000006,10,10,0.010425,0.0014500000000000001,0.024050000000000002,10,10,0.0053750000000000004,0.0006749999999999999,0.010650000000000001,10,10
2,0.95,4,64,fixed_total,0.793225,0.746639375,0.8406531249999999,10,10,0.6496999999999999,0.5785462499999999,0.72765125,10,10,0.8025901033892519,0.7580070828973879,0.8488510547751738,10,10,0.6318063250000001,0.5572328525,0.7062169231250001,10,10,0.017893674999999977,0.007407979999999977,0.029019971250000002,10,10,0.014936168750000001,0.0031682137500000313,0.027426212812500007,10,10,1.4439499999999998,1.30534875,1.5844512499999999,10,10,0.9387000000000001,0.9035224999999999,0.969650625,10,10,0.9387000000000001,0.903225,0.96902625,10,10,0.9686125000000001,0.9504234374999999,0.984075625,10,10,0.9985250000000001,0.997075,0.9997,10,10,0.20529999999999998,0.15952499999999997,0.24885937500000005,10,10,0.7922,0.7455481249999999,0.8392,10,10,0.671825,0.6374487500000001,0.70740125,10,10,0.7358,0.7188,0.74885,10,10,-0.1214,-0.19700374999999998,-0.04689874999999998,10,10,-0.05742499999999998,-0.09647624999999997,-0.02014999999999999,10,10,0.1417,0.08629499999999998,0.20719999999999997,10,10,0.06947499999999998,0.04374812499999999,0.100575625,10,10,0.184675,0.14867125,0.22055187499999998,10,10,0.2029,0.15902437500000002,0.248700625,10,10
