inference_status,run_id,seed,cohort,q_only_error_count,p_error_count,q_error_count,both_error_count,p_only_error_count,neither_error_count,q_goal_hamming_from_m0,q_goal_hamming_from_previous_count,seen_active_codewords,possible_active_codewords,active_codeword_coverage,factorial_seen_rows,factorial_unseen_rows,final_q_only_presentations,first_q_only_presentation_step,all_unique_q_only_seen_step,train_array_digest,common_iid_array_digest,diagnostic_array_digest
adaptive_exploratory_posthoc_paired_support_intervention,4d95c8506bcc6f13c732,83,original,100,1000,500,400,600,8900,200,100,52,64,0.8125,832,192,20477,1,40,afc453444ebf40ea33ab0c3aafe758aee07bb0705a7e7c6448b2e01637794024,c64db380f192ef2133db9dbfd6d576342baea16813cd192fb6b95b2f2c6879f0,7eda1ca045992b7d707d3f863978523c2b44407db2bb845a555e8f926918453e
adaptive_exploratory_posthoc_paired_support_intervention,9e89e1ddfd839e94ab7c,83,original,250,1000,500,250,750,8750,500,300,61,64,0.953125,976,48,51198,1,40,4afdfa35fdff6c9de02310bb15057e6148c93d3d4b95bf2143ec56afc73a0017,c64db380f192ef2133db9dbfd6d576342baea16813cd192fb6b95b2f2c6879f0,7eda1ca045992b7d707d3f863978523c2b44407db2bb845a555e8f926918453e
adaptive_exploratory_posthoc_paired_support_intervention,348757676a4161319f85,83,original,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92165,1,40,3152d366be8f422fd087fae4f266cdd3a336e54ac172d93332051ab0be9f03a5,c64db380f192ef2133db9dbfd6d576342baea16813cd192fb6b95b2f2c6879f0,7eda1ca045992b7d707d3f863978523c2b44407db2bb845a555e8f926918453e
adaptive_exploratory_posthoc_paired_support_intervention,c0fa2316601e80b23b63,97,original,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,71e04fb426405e1235a8387ea044b0da1ea80a06aa6c1d6b346b58189c8b35ed,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,94f045d637f0951e36a4,97,original,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,37,40,3379a4ed2abdfceeb8834e4782333df3a6d5a729eb06604eac02f58d940d92fd,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,f2d2d285fb983d87c9c1,97,original,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,2,40,18064830b2f0148256d22a97e7b65e7a083fcc8131be63830064c04ea9bab990,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,040986f1232312bdb1b4,97,original,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1230,2,40,205570d4322cfb399aaccbdb8d322a254225bfed008574e57cbdf7f9ff2d918c,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,c36a7986d92ba2da84fe,97,original,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1640,2,40,615413360c61ac0641d0fad106de31b042bb32f6cafff1ea225c315de9878c4b,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,61b0fe556f8a3c9114b2,97,original,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2049,2,40,0cc4fe19170f96c1fd82233808eeb967c54c18e2223b2845dba94897c3f2797f,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,a308945f6a2811d833b0,97,original,50,1000,500,450,550,8950,100,80,35,64,0.546875,560,464,10239,1,40,f2944b975899f5723dc08c3fbc503213804c0a8ade22026054e44f080824c251,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,ae0b704c2f849e8023a8,97,original,100,1000,500,400,600,8900,200,100,52,64,0.8125,832,192,20482,1,40,a07afaa802aa8c3088558e7989592ef94cef86f86b3d54f91c16c9551b1f00a3,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,a7ae0423b26466565cd0,97,original,250,1000,500,250,750,8750,500,300,64,64,1.0,1024,0,51202,1,40,c652f5d3e4e1477ade3ef6e5eba488075d17b6df6f6ca06e2edd36f9ca0d8ab6,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,0d5125c8ea13e668d209,97,original,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92166,1,40,1963ed9beee51000122d9a435b5da05fe28bd938b48fe359d715095d2f7f00e8,28d6ee9e6c9acf2cf81da93607fa333fab8761c1ed962b655cc5adf9a6276440,5f8c260e94823d4d4a1a52da675adae0a6f9e946eda548b0d86937ea722e3231
adaptive_exploratory_posthoc_paired_support_intervention,51bab70d1facc4d24a97,101,original,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,f7cfe38af8400f4077c1062c3bbd17545048ba1a6129991b204139715581170d,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,49443534248134bc4ec5,101,original,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,31,39,a4a20faf6b7ecb8f14e81ecf39842175ed30647897d46e726b410bbc17c85871,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,6be9ca28865377824d82,101,original,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,26,39,cd449b156c0e523c31e7dae76ab766b38d9808609e3a667dcfefea25d27268fd,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,826f58f867b7e165f0ce,101,original,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1229,15,39,e0c62dac30c155d5658ef852e9766e4ade361a862a19691cb7f45b3e7a38deda,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,13062350735cac48c8c9,101,original,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1639,15,39,4c785c0b901737ba1c592a35f1c2ea738aff78c1d1b42c119eba3d65c24bf9a7,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,3a59fc3d78de4543db1d,101,original,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2049,10,39,9d1aa77a7dfb7cb6b21889a86dae4bccdbb77dc817f2708c91e236cb2154976b,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,6e8a2f19c921b2466ff5,101,original,50,1000,500,450,550,8950,100,80,36,64,0.5625,576,448,10241,1,40,9789f3f7025886ace7e3931816e57240c9e5ff7faaa9299fd3610723a5f0dd67,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,843ef18070fa59d92731,101,original,100,1000,500,400,600,8900,200,100,53,64,0.828125,848,176,20478,1,40,c8348e1d41968a943b9ff1bb6d791c165a4ca26815bc9172eb05de473910c075,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,e30692188d4c130bbb23,101,original,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51195,1,40,8486dc3c972696bc3a697d04bd188949e1793ac29b0302cff62d472b8119a567,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,93837063ab550ec3b80f,101,original,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92160,1,40,34b3f89e6a067f68dbfd0157103376acecb1fe0347a7ba9dc395d42d00c95432,6e6ec5f21e6302f53c6998cb76de49b2ccc09967ddf2c165aa81317cd8d6891b,5553454b9135883cfda06f6c4b056427e5c0468dda0d007d0d873868461ee2d7
adaptive_exploratory_posthoc_paired_support_intervention,5580f3915afa61b5f5b6,103,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,af89a8e8a24d4b32efc3fa8e158434657d411ffa2c30382f1cd9e06a748f1d98,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,896e258a0180c8a18d00,103,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,409,36,38,84ecb8a3a97267baa2dcdb3e1c1bcaae4d5ddf799ab199eb229d52e8cfaa92ce,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,5b5458c09c8efb22be28,103,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,819,2,38,83f9a9f8e246540c1334e9057e3c5800677cb9c71f6d487b19c2ee26f89388eb,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,985a5888c6bb211f0f56,103,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1229,2,38,a5078c57c9af9f656e19b928994806916fa4f0f30a5c96c4871b919f32308cd7,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,6fcc1eaddf628ac3ceb2,103,fresh,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1638,2,38,d9164a6193b6e2f8acec4249d1918d43ab022bc310c049ea05bd0a23229eb43a,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,e7b1301416b3c8ce03a6,103,fresh,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2048,2,38,4c72173c60d6f1c177e7521f06069db27b61edbddd49ca2a6cf105eb0ef4bb7d,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,27cff41ae3ebdbdb3c25,103,fresh,50,1000,500,450,550,8950,100,80,36,64,0.5625,576,448,10243,1,40,1495c123dbe1080b7a52b72b81a2871ced3dcc01104934001a131ba5468cf2d1,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,b1da3f6005700bf9cc15,103,fresh,100,1000,500,400,600,8900,200,100,48,64,0.75,768,256,20479,1,40,e7618b5d5220167975a2c4751aba506c3a406355f3e15256cbaec566af35b6e7,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,ec25cee5f81b3b9e3bad,103,fresh,250,1000,500,250,750,8750,500,300,61,64,0.953125,976,48,51202,1,40,8de10b7d776967a89d37d9c71ef2a9ae3e0f4d23be55baec41242b94ed697d39,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,cde6a2d45ebd9eae8197,103,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92162,1,40,f8fa123b55f6ffeb35ede90425755e515642be5e11495a1743bfdb74ac0d4d86,3f90148a4c34a5b93fcc924863fcd95e4a625e661c49f3a9cd0eff8a6e43f32c,ada02fb40f24289cf75e95f7eb30b24a6725a8fce239e2a724cf2c6c94a17eee
adaptive_exploratory_posthoc_paired_support_intervention,c8e819771a5c44c8295d,107,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,91555f03aa29f9707ce6debfa6f2db039b775fe13ad9c91bab4ebab3631d5c93,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,f7dfa286e3deb5bba5c0,107,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,17,40,21494ecd29344fd18a2ff1e97fbec6a73076841ba4cacd21c63b2f9adc5df6da,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,bc7f546658acc5b99869,107,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,819,17,40,079e449632b442fe08469a6a1c8fcf7937dc5f40bd0ee56f2765c6bcbd77331e,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,486c410b22c86b5bd58a,107,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1228,10,40,e82c63bd42303784bed57aef861ff008d0d7549ddde12fda470ce318bd29eb1e,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,1d4aac4bbc1a23c64183,107,fresh,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1638,10,40,38da8e147a1804ec0817cd1c8716d29f5400b6c283c17d7ffd769647f453a06e,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,fc8c59b5de3726072ae4,107,fresh,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2047,10,40,42276565f12191dce92f57319a7de8b3001cb0b289d50d9b12f40ec966201564,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,7d32b815ac03bccadc05,107,fresh,50,1000,500,450,550,8950,100,80,34,64,0.53125,544,480,10239,1,40,330f5aa20999696b7bd62e46edb30d14e4daa2b158be1e7fe98b2f55770941dd,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,ae59a88140793b843fd8,107,fresh,100,1000,500,400,600,8900,200,100,49,64,0.765625,784,240,20483,1,40,405e911eff5e4786f86379bf3a196797e588a217ce50cac53c26fe2beebd216a,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,36ab61d49ddd5bcfe2da,107,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51206,1,40,cd2ce8eb8627f88d2ac86bbe708c8292e7e2b66ed10f6cd7e1d225dd5c81c219,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,630fedbbce75f7244a18,107,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92156,1,40,3bca815311d517c38a4f21ba0104a54e6899a9e69c93a63a6f19127fda2b22fb,2bbc2b6cadd2752395cd05e4fd7529f3a83a69bbb2281c3415746cd5727a1f3e,f2672e4c1374243441bde5f4f1de65962ac9c66bbffcd2a1fce5f24bfa284930
adaptive_exploratory_posthoc_paired_support_intervention,86c0d1b3e235bdf382ba,109,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,8be35cbca232358cada3f54f7ab790d94cb1a39a2831035d4de5042680be6e81,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,249a93cf95b7737dc989,109,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,409,7,10,adeda9ecd0ad140889c43ecdbc0280575952ce94707627d3b4acce078a19e4de,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,98f3df4873091393e444,109,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,819,7,23,1a1a434353d72541790ad3810482ea8743a2261bbbd3e1b68c057be5d4264a6b,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,fa1c73fdc5ed202c1559,109,fresh,6,1000,500,494,506,8994,12,4,5,64,0.078125,80,944,1228,7,23,dc30cfc5a73c9e60638b8e32adf487b3d8c8cbdc266e44b0cfecf4c907f679c9,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,62159c4696eda78281b8,109,fresh,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1637,7,28,e7f3245a1fab4959b9e580f990b7132a33b137a767e8ceb7fcc740a3d07d179f,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,3cefc6e9fd43898fd487,109,fresh,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2046,7,31,61be975bf560a8f5dbfb20c8d5aa63de26fc909d1f7b9358c6c0219c12e78037,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,51ef82558c99efb5534d,109,fresh,50,1000,500,450,550,8950,100,80,35,64,0.546875,560,464,10239,2,40,fd45a18989a4aac38d1e3ffce6d231297c3dec56a968c594657b330f30852e26,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,32816c71ee6f640a3c8c,109,fresh,100,1000,500,400,600,8900,200,100,51,64,0.796875,816,208,20477,1,40,053837ede54a485422a51101a588152fdd6b83ae77ebafc796fed373af7d3cae,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,ee17b6aa154701f5fffd,109,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51190,1,40,9afd03297fbc038081fd315cc998a52ef57c2e5815e275b8409dc7304b616514,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,86a932a443bd6c03eac1,109,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92143,1,40,438a523599f6dce78c0204c844c1eda50b4c44e8b126ea55051e2fc1610affea,e4a3f4cc606113cc3182319056633ce3cd3d1eef38421295cc70106a06d162fe,a5dab1c4b1a4d392c28507aceed8b264c536476630772ad0e7473d2f244f9837
adaptive_exploratory_posthoc_paired_support_intervention,98f65e44d72789321735,113,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,a41b36b7921226179188271c20d8ce52c5f2fe7043cf1ff8c5862d5d45c317da,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,d5aabedafa1bf6573288,113,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,409,2,28,a039c41ee84c98feedcbfd08436ab7f60cb9999d27cb9901ba1226d0d68216ff,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,8027a7631d047fd437cc,113,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,819,1,28,7489ca06d0dd8dbd39418dfcb21c7b163e3fb37eccb13713627445d983e621d6,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,760fea7992e47240c292,113,fresh,6,1000,500,494,506,8994,12,4,5,64,0.078125,80,944,1228,1,28,6b85ea90f5e8e2a08d10d1c9744ed47253c7be686758ea2e5383abe32d171a20,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,4ad030ce640de255c886,113,fresh,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1638,1,40,21c592e752b13644aaca1a682b90f44a0904dd6951b47676441b8a96aaf59b48,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,ae5a28c08389262a49ff,113,fresh,10,1000,500,490,510,8990,20,4,8,64,0.125,128,896,2048,1,40,f32cb482f18a2b9ce4fdb78e906999f5110933a4217142e9f55db2ce7a8767d8,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,cc1c5fa574e7c4690caf,113,fresh,50,1000,500,450,550,8950,100,80,36,64,0.5625,576,448,10241,1,40,a84f19b72c287df134bc8d38590f6beb3e8dd5a75db703b0208dd2ce5b810739,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,068bf406dbbc424df0ab,113,fresh,100,1000,500,400,600,8900,200,100,52,64,0.8125,832,192,20483,1,40,7b3354e8090f73fd568074c3c9b6c73fa4d414230670e9c7537fe8d1f538867b,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,78ccfad629202a807f46,113,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51204,1,40,ac5d081f5b137286c7775859572bf5c1bd008d179f0f883c8c4dbff1533112a5,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,76847f8f763cd0b172cf,113,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92164,1,40,c57229e05d6af1273fd9e6c77d2a9d8d5717942960ccc268cb4c40076caae4d2,682844e58458f430b15a22999bfef1cf6200be5d6c74e05540ee5a358489eab3,95e64569e5ca21131bdd8920830a57a228e5202d5032abbecb57638b78ff8450
adaptive_exploratory_posthoc_paired_support_intervention,d3552985205fa5e223c6,127,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,dfd656a7a5b26c01599992d5bcdc248c561e28cc8cde448fc7f8292c8e2c1880,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,41711555ea3c51ab5aef,127,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,19,25,cafd8ca3581441bd71bcf80929336c93b6f354a27cb83ffb1788e3b482488c81,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
