inference_status,q_only_error_count,design_panel,outcome,identified_seeds,estimate,ci_low,ci_high,seed_clusters,bootstrap_draws,count
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,active_codeword_coverage,20,0.98203125,0.97578125,0.98828125,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,behavior_P,20,0.506494140625,0.5009521484375,0.5167486572265625,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,behavior_Q,20,0.515380859375,0.50123291015625,0.5415530395507812,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,behavior_Y,20,0.9826171875,0.9520626831054688,0.9988284301757812,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,causal_P,20,0.506463623046875,0.50087890625,0.5166204833984375,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,causal_Q,20,0.5156768798828125,0.5012206268310547,0.542779541015625,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,causal_Y,20,0.982366943359375,0.951489959716797,0.998824523925781,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,pure_Y,20,0.95,0.85,1.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,pure_Q,20,0.0,0.0,0.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,pure_P,20,0.0,0.0,0.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,taxonomy:nuisance/state-sensitive,20,0.05,0.0,0.15,20,4000,1
adaptive_exploratory_posthoc_paired_support_intervention,250,primary_registered,taxonomy:pure Y,20,0.95,0.85,1.0,20,4000,19
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,stable_gate,20,0.0,0.0,0.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_diagnostic_accuracy,20,0.9846850000000001,0.9717850000000002,0.9945251250000001,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_factorial_accuracy,20,0.98466796875,0.971190185546875,0.9951171875,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_target_probability,20,0.9807146444069623,0.9651641996748961,0.9922972797651518,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_seen_accuracy,20,0.9846532428075397,0.9705898902529763,0.9952629162016369,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_seen_target_probability,20,0.9807214853746323,0.9651711037569324,0.9924867949791459,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_unseen_accuracy,3,1.0,1.0,1.0,3,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,q_only_unseen_target_probability,3,0.9887002685725349,0.9678643387430709,0.9998650399683923,3,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,seen_minus_unseen_probability,3,0.0029188128725491,-0.0015765117994765987,0.01050563459961118,3,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,common_iid_target_accuracy,20,0.9875625000000001,0.9824371875,0.9921750000000001,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,active_codeword_coverage,20,0.99765625,0.9953125,1.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,behavior_P,20,0.55732421875,0.5371823120117188,0.5789068603515625,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,behavior_Q,20,0.5638671875,0.5399383544921875,0.591153564453125,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,behavior_Y,20,0.935009765625,0.9073477172851563,0.9591067504882812,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,causal_P,20,0.556243896484375,0.5365042114257813,0.5776681518554687,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,causal_Q,20,0.563262939453125,0.5397551727294922,0.5894197845458984,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,causal_Y,20,0.9353686523437501,0.9070322570800782,0.9596580810546874,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,pure_Y,20,0.7,0.5,0.9,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,pure_Q,20,0.0,0.0,0.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,pure_P,20,0.0,0.0,0.0,20,4000,
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,taxonomy:other semantic rule,20,0.05,0.0,0.15,20,4000,1
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,taxonomy:pure Y,20,0.7,0.5,0.9,20,4000,14
adaptive_exploratory_posthoc_paired_support_intervention,450,primary_registered,taxonomy:raw-codeword patch,20,0.25,0.05,0.45,20,4000,5
