inference_status,contrast_status,q,k,cell_label,effect,formula,outcome,estimate,ci_low,ci_high,n_seeds,n_pairs
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,final_exact_probability_ate,-0.4609847740096146,-0.6613052479200713,-0.2858198197674334,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,proxy_hard_flip_change,-0.46123000000000003,-0.6682045,-0.28481749999999995,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,exact_hard_flip_change,0.46123000000000003,0.27997,0.66759125,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,proxy_probability_ate_change,-0.461047196996598,-0.6616680838285658,-0.2800666405746233,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,exact_probability_ate_change,-0.46098477400961446,-0.6617856804285562,-0.27964080400690916,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,actor_l2_from_boundary,4.331332331067028,2.9306835385178975,5.74021707296612,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,actor_relative_l2_from_boundary,0.5208992334286002,0.35176068787863385,0.6910020849905579,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,critic_l2_from_boundary,-2.245466667750108,-4.148919417297299,-0.7186866134871214,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,critic_relative_l2_from_boundary,-0.19009461818934392,-0.34387624588109694,-0.059437095152365726,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,phase_b_critic_loss_log_grid_mean,-0.012128017733135656,-0.02012752376808001,-0.004379912423084371,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,phase_b_critic_loss_final_logged,0.0003826774602657679,-1.3892524874563605e-05,0.0011585934850722878,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,final_quantization_abs_residual,0.0015900000000000018,0.0006900000000000044,0.0025800000000000046,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_B_effect_when_phase_A_high,1*high_high + -1*early_only,final_within_0_01_of_interaction_plateau,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_rho_y,0.29321,0.11860599999999999,0.49358,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_intended_probability,0.2931025264236081,0.11898634725814337,0.49228192451449637,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,phase_b_rho_y_area,498.187765,203.92282925,822.079685,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,phase_b_mean_rho_y,0.2511027041330645,0.10559994405241935,0.42319727923387096,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,crossing_observed,0.3,0.0,0.6,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,restricted_crossing_phase_b_updates,-467.2,-934.4,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_iid_accuracy,0.07515,0.031199374999999994,0.12705312499999996,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_iid_reward,0.07515,0.030272499999999997,0.127150625,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_policy_entropy,0.0005907185952015124,-0.0005627347747631745,0.0018690015845419508,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_rho_y,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_policy_entropy,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_proxy_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_proxy_probability_ate,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_exact_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,boundary_exact_probability_ate,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_proxy_hard_flip,-0.29320999999999997,-0.4920109999999999,-0.12456975000000002,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_proxy_probability_ate,-0.29312736893782204,-0.4893199373115481,-0.11864326742799892,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_exact_hard_flip,0.29321,0.12141950000000003,0.49384100000000003,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_exact_probability_ate,-0.2930762659219607,-0.4883965974789966,-0.1197071584066844,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,proxy_hard_flip_change,-0.29320999999999997,-0.49129749999999994,-0.12494575,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,exact_hard_flip_change,0.29321,0.11812425,0.49313425000000005,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,proxy_probability_ate_change,-0.293127368937822,-0.4904918419193958,-0.12401537227112856,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,exact_probability_ate_change,-0.2930762659219607,-0.493815165999911,-0.11907895391534205,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,actor_l2_from_boundary,1.614432366347159,0.5919897233764178,2.591158909491736,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,actor_relative_l2_from_boundary,0.2182876121651347,0.09727056691378587,0.33125242936189025,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,critic_l2_from_boundary,-1.0824737634415542,-2.308058591175358,-0.07702955280046682,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,critic_relative_l2_from_boundary,-0.09147009381196419,-0.19321293049476712,-0.006868586917679829,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,phase_b_critic_loss_log_grid_mean,-0.0025479585722827233,-0.009075296750938861,0.003383892218727773,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,phase_b_critic_loss_final_logged,0.00038379947409339366,-1.4318714299861312e-05,0.0011638826139960656,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_quantization_abs_residual,-0.0005799999999999992,-0.002570249999999995,0.0015602500000000026,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.75,4,responsive boundary,phase_A_by_phase_B_interaction,1*high_high + -1*early_only + -1*delayed_carry + +1*zero_zero,final_within_0_01_of_interaction_plateau,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_rho_y,0.050170000000000006,0.0,0.1254,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_intended_probability,0.05016472949497629,-2.4542368732910888e-06,0.12539157735932666,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,phase_b_rho_y_area,52.158719999999995,0.0,132.6139680000007,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,phase_b_mean_rho_y,0.026289677419354833,0.0,0.07267838709677418,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,crossing_observed,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,restricted_crossing_phase_b_updates,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_iid_accuracy,0.004774999999999996,0.0,0.011749999999999993,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_iid_reward,0.004774999999999996,0.0,0.011749999999999993,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_policy_entropy,1.6484865612834104e-05,-2.4604983937152936e-05,7.58167624401767e-05,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_rho_y,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_policy_entropy,0.005382551473802304,0.0041784295762192615,0.006753446991675041,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_proxy_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_proxy_probability_ate,-0.0016732999769882295,-0.0021219381454307684,-0.0012582849218490699,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_exact_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,boundary_exact_probability_ate,-7.660408611682941e-05,-0.00017780610442185395,-4.239496063341199e-06,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_proxy_hard_flip,-0.050170000000000006,-0.1254,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_proxy_probability_ate,-0.05015686571936715,-0.12539046107419125,2.2192443489650328e-05,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_exact_hard_flip,0.050170000000000006,0.0,0.1254,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_exact_probability_ate,-0.050171446574866774,-0.12539064962383992,-6.489572845487219e-06,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,proxy_hard_flip_change,-0.050170000000000006,-0.12535000000000002,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,exact_hard_flip_change,0.050170000000000006,0.0,0.1254,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,proxy_probability_ate_change,-0.04848356574237892,-0.12320187806732573,0.0015413149521123152,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,exact_probability_ate_change,-0.05009484248874996,-0.12516325667260694,3.902381027622077e-05,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,actor_l2_from_boundary,0.4958529955130759,-0.035302257690362375,1.1467219569261515,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,actor_relative_l2_from_boundary,0.06645934816220586,0.006382662131720412,0.13728433940370297,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,critic_l2_from_boundary,0.12300137810063375,-0.05402001558722566,0.40608900184004454,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,critic_relative_l2_from_boundary,0.010524782002188437,-0.00461944189903906,0.034828953372687974,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,phase_b_critic_loss_log_grid_mean,0.0004455326647742579,-2.8096485367670504e-05,0.0012957502694878388,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,phase_b_critic_loss_final_logged,5.953980130470882e-05,-1.1055835549313998e-05,0.00019240499529473709,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_quantization_abs_residual,0.00016999999999999793,0.0,0.0003999999999999948,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_zero,1*early_only + -1*zero_zero,final_within_0_01_of_interaction_plateau,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_rho_y,-0.12293000000000001,-0.1972305,-0.04915,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_intended_probability,-0.12277921188417724,-0.19704541696412134,-0.0486303739284721,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,phase_b_rho_y_area,-142.37727999999998,-238.27963200000005,-55.08431999999999,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,phase_b_mean_rho_y,-0.07176274193548386,-0.1186382701612903,-0.027288145161290318,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,crossing_observed,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,restricted_crossing_phase_b_updates,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_iid_accuracy,-0.013649999999999985,-0.022026249999999994,-0.005448749999999984,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_iid_reward,-0.013649999999999985,-0.022074999999999977,-0.005396874999999993,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_policy_entropy,-0.0008383735613114653,-0.0023655405582914063,-7.874932102910623e-06,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_rho_y,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_policy_entropy,0.005382551473802304,0.004170116008080708,0.006730434306196474,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_proxy_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_proxy_probability_ate,-0.0016732999769882295,-0.0021355401400149857,-0.0012660891587941093,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_exact_hard_flip,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,boundary_exact_probability_ate,-7.660408611682941e-05,-0.00017671246123765854,-4.679938784492137e-06,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_proxy_hard_flip,0.12293000000000001,0.049150000000000006,0.19721025000000003,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_proxy_probability_ate,0.1228826377624556,0.04914722702948661,0.1971275907800374,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_exact_hard_flip,-0.12293000000000001,-0.19721000000000002,-0.049170000000000005,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_exact_probability_ate,0.12269234138488835,0.048956360686070004,0.19658641830192233,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,proxy_hard_flip_change,0.12293000000000001,0.04914,0.19721000000000002,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,exact_hard_flip_change,-0.12293000000000001,-0.19723000000000002,-0.048670000000000005,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,proxy_probability_ate_change,0.12455593773944384,0.050617073474740946,0.1988424984851901,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,exact_probability_ate_change,0.12276894547100521,0.04889835475367095,0.19684211261935125,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,actor_l2_from_boundary,-1.0127350286392403,-1.9267043525844674,-0.07439032453456507,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,actor_relative_l2_from_boundary,-0.0967805702164531,-0.2002301994311952,0.004620755255167843,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,critic_l2_from_boundary,0.00881052234666031,-0.17700114581606305,0.209388761120983,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,critic_relative_l2_from_boundary,0.0009074104814272177,-0.01509373401246907,0.018075048283134797,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,phase_b_critic_loss_log_grid_mean,1.7787073866559927e-05,-0.00036006287390195066,0.00034549333108101844,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,phase_b_critic_loss_final_logged,2.1353552438085898e-05,-3.9399076327981675e-05,9.76871345528707e-05,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_quantization_abs_residual,-0.0022899999999999978,-0.004350249999999998,-0.0006099999999999966,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_A_effect_when_phase_B_high,1*high_high + -1*delayed_carry,final_within_0_01_of_interaction_plateau,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_B_effect_when_phase_A_zero,1*delayed_carry + -1*zero_zero,final_rho_y,0.17370000000000002,0.09894850000000001,0.22731150000000006,10,10
exploratory_post_hoc_boundary_specific,unregistered_post_hoc_factorial_decomposition,0.9,3,preselected comparison,phase_B_effect_when_phase_A_zero,1*delayed_carry + -1*zero_zero,final_intended_probability,0.17354749182769774,0.09882646434820498,0.24599123251267743,10,10
