seed,branch,eligible_intersection,auc128_Q_stored,auc128_Q_recomputed,auc128_Q_recomputation_error,postedit_pure_P,final_target_accuracy,final_boolean_signature,auc128_P,postedit_behavior_P,postedit_causal_P,postedit_selective_P,postedit_control_P,final_behavior_P,final_causal_P,final_selective_P,final_control_P,auc128_Q,postedit_behavior_Q,postedit_causal_Q,postedit_selective_Q,postedit_control_Q,final_behavior_Q,final_causal_Q,final_selective_Q,final_control_Q,auc128_Y,postedit_behavior_Y,postedit_causal_Y,postedit_selective_Y,postedit_control_Y,final_behavior_Y,final_causal_Y,final_selective_Y,final_control_Y
439,nested_padding_sham,True,0.8517358303070068,0.8517358303070068,0.0,True,1.0,01010101,0.5968077182769775,1.0,1.0,0.396240234375,1.0,0.5,0.5,0.31640625,0.5,0.8517358303070068,0.5,0.5,0.1591796875,0.5,0.5,0.5,0.3154296875,0.5,0.5491559505462646,0.5,0.5,-0.0517578125,0.5,1.0,1.0,0.31640625,1.0
443,independent_noop,True,0.9426510334014893,0.9426510334014893,0.0,True,1.0,01010101,0.5567448139190674,0.99951171875,0.99853515625,0.379638671875,0.9990234375,0.5,0.5,0.314208984375,0.5,0.9426510334014893,0.50048828125,0.50079345703125,0.307861328125,0.500640869140625,0.5,0.5,0.32958984375,0.5,0.5002662340799967,0.50048828125,0.5003255208333334,-0.105224609375,0.5004069010416667,1.0,1.0,0.329833984375,1.0
443,independent_q_restore,True,0.8857603073120117,0.8857603073120117,0.0,True,1.0,01010101,0.5788369178771973,1.0,1.0,0.406494140625,1.0,0.5,0.5,0.323974609375,0.5,0.8857603073120117,0.5,0.5,0.167724609375,0.5,0.5,0.5,0.32373046875,0.5,0.5134241580963135,0.5,0.5,-0.06982421875,0.5,1.0,1.0,0.328857421875,1.0
443,independent_padding_sham,True,0.9393662214279175,0.9393662214279175,0.0,True,1.0,01010101,0.5596644878387451,0.992919921875,0.9906005859375,0.383056640625,0.99176025390625,0.5,0.5,0.294677734375,0.5,0.9393662214279175,0.507080078125,0.5078125,0.257080078125,0.5074462890625,0.5,0.5,0.311767578125,0.5,0.5007755756378174,0.500732421875,0.5005696614583334,-0.103759765625,0.5006510416666667,1.0,1.0,0.312255859375,1.0
443,nested_noop,True,0.8883367776870728,0.8883367776870728,0.0,True,1.0,01010101,0.59822678565979,1.0,0.999755859375,0.397216796875,0.9998779296875,0.5,0.5,0.31689453125,0.5,0.8883367776870728,0.5,0.50018310546875,0.149658203125,0.500091552734375,0.5,0.5,0.323486328125,0.5,0.5110255082448323,0.5,0.5001220703125,-0.095947265625,0.50006103515625,1.0,1.0,0.323974609375,1.0
443,nested_q_transplant,True,0.921392560005188,0.921392560005188,0.0,True,1.0,01010101,0.5779943466186523,1.0,0.9996337890625,0.376953125,0.99981689453125,0.5,0.5,0.302001953125,0.5,0.921392560005188,0.5,0.50018310546875,0.206787109375,0.500091552734375,0.5,0.5,0.304931640625,0.5,0.5002684593200684,0.5,0.5001220703125,-0.11474609375,0.50006103515625,1.0,1.0,0.304931640625,1.0
443,nested_padding_sham,True,0.8873701095581055,0.8873701095581055,0.0,True,1.0,01010101,0.5998730659484863,1.0,0.9998779296875,0.396728515625,0.99993896484375,0.5,0.5,0.3291015625,0.5,0.8873701095581055,0.5,0.5001220703125,0.140380859375,0.50006103515625,0.5,0.5,0.33349609375,0.5,0.5102307001749675,0.5,0.5000406901041666,-0.091552734375,0.5000203450520833,1.0,1.0,0.333984375,1.0
449,independent_noop,True,0.9345167875289917,0.9345167875289917,0.0,True,1.0,01010101,0.5551900863647461,1.0,1.0,0.40087890625,1.0,0.5,0.5,0.348388671875,0.5,0.9345167875289917,0.5,0.5,0.383056640625,0.5,0.5,0.5,0.347412109375,0.5,0.5111642678578695,0.5,0.5,-0.079345703125,0.5,1.0,1.0,0.348388671875,1.0
449,independent_q_restore,True,0.9114600419998169,0.9114600419998169,0.0,True,1.0,01010101,0.5701837539672852,1.0,1.0,0.405517578125,1.0,0.5,0.5,0.342041015625,0.5,0.9114600419998169,0.5,0.5,0.3291015625,0.5,0.5,0.5,0.336669921875,0.5,0.5109622478485107,0.5,0.5,-0.07666015625,0.5,1.0,1.0,0.343017578125,1.0
449,independent_padding_sham,True,0.9321516752243042,0.9321516752243042,0.0,True,1.0,01010101,0.5571238994598389,0.999755859375,0.9998779296875,0.396728515625,0.99981689453125,0.5,0.5,0.366943359375,0.5,0.9321516752243042,0.500244140625,0.50018310546875,0.35546875,0.500213623046875,0.5,0.5,0.36767578125,0.5,0.5116114616394043,0.499755859375,0.4999593098958333,-0.08251953125,0.49985758463541663,1.0,1.0,0.3681640625,1.0
449,nested_noop,True,0.8455862998962402,0.8455862998962402,0.0,True,1.0,01010101,0.6040925979614258,1.0,1.0,0.40380859375,1.0,0.5,0.5,0.3154296875,0.5,0.8455862998962402,0.5,0.5,0.14501953125,0.5,0.5,0.5,0.3154296875,0.5,0.5444020430246989,0.5,0.5,-0.0693359375,0.5,1.0,1.0,0.3154296875,1.0
449,nested_q_transplant,True,0.8796877861022949,0.8796877861022949,0.0,True,1.0,01010101,0.5824942588806152,1.0,1.0,0.385986328125,1.0,0.5,0.5,0.335693359375,0.5,0.8796877861022949,0.5,0.5,0.219482421875,0.5,0.5,0.5,0.335693359375,0.5,0.5383084615071615,0.5,0.5,-0.0927734375,0.5,1.0,1.0,0.335693359375,1.0
449,nested_padding_sham,True,0.8494813442230225,0.8494813442230225,0.0,True,1.0,01010101,0.6054987907409668,1.0,1.0,0.406005859375,1.0,0.5,0.5,0.323486328125,0.5,0.8494813442230225,0.5,0.5,0.12939453125,0.5,0.5,0.5,0.322998046875,0.5,0.5352555910746257,0.5,0.5,-0.0703125,0.5,1.0,1.0,0.323486328125,1.0
457,independent_noop,True,0.9483604431152344,0.9483604431152344,0.0,True,1.0,01010101,0.5516946315765381,0.99951171875,0.999755859375,0.36572265625,0.9996337890625,0.5,0.5,0.26025390625,0.5,0.9483604431152344,0.50048828125,0.50030517578125,0.337646484375,0.500396728515625,0.5,0.5,0.263916015625,0.5,0.5001417795817058,0.50048828125,0.5003255208333334,-0.120849609375,0.5004069010416667,1.0,1.0,0.26513671875,1.0
457,independent_q_restore,True,0.9190559387207031,0.9190559387207031,0.0,True,1.0,01010101,0.5783934593200684,1.0,1.0,0.3720703125,1.0,0.5,0.5,0.26220703125,0.5,0.9190559387207031,0.5,0.5,0.20263671875,0.5,0.5,0.5,0.258544921875,0.5,0.5006329218546549,0.5,0.5,-0.104248046875,0.5,1.0,1.0,0.2626953125,1.0
