inference_status,q,k,cell,schedule,seed,phase,phase_step,global_step,rho_y
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,23,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,256,320,0.0035
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,512,576,0.249
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,1024,1088,0.249
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,23,phase_b,1984,2048,0.248
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,512,576,0.1238
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,1024,1088,0.1238
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,101,phase_b,1984,2048,0.2497
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,1024,1088,0.1273
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,11,phase_b,1984,2048,0.1273
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,8,72,0.0024
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,16,80,0.0004
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,32,96,0.0003
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,64,128,0.0001
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,256,320,0.2434
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,512,576,0.2498
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,1024,1088,0.2498
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_actor_reset,23,phase_b,1984,2048,0.2498
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,128,192,0.0011
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,256,320,0.2381
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,512,576,0.2462
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,1024,1088,0.2462
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,23,phase_b,1984,2048,0.2462
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,1024,1088,0.2511
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,71,phase_b,1984,2048,0.2511
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,512,576,0.0006
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,1024,1088,0.0662
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,53,phase_b,1984,2048,0.0662
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,256,320,0.0004
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,512,576,0.3743
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,1024,1088,0.3747
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_critic_reset,97,phase_b,1984,2048,0.3747
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,53,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,zero_zero,53,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,early_only,53,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,zero_zero,71,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_carry,97,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,512,576,0.2448
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,1024,1088,0.2457
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,41,phase_b,1984,2048,0.2457
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,boundary,0,64,0.0202
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,1,65,0.0193
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,2,66,0.0131
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,4,68,0.0035
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,41,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_actor_reset,101,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,early_only,71,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,256,320,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,512,576,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,1024,1088,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,67,phase_b,1984,2048,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,64,128,0.0003
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,128,192,0.0018
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,256,320,0.0103
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,512,576,0.244
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,1024,1088,0.2448
exploratory_post_hoc_boundary_specific,0.75,4,responsive,delayed_carry,41,phase_b,1984,2048,0.2448
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,64,128,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,128,192,0.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,256,320,0.0028
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,512,576,0.9384
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,1024,1088,1.0
exploratory_post_hoc_boundary_specific,0.75,4,responsive,high_high,71,phase_b,1984,2048,1.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,boundary,0,64,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,1,65,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,2,66,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,4,68,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,8,72,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,16,80,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,32,96,0.0
exploratory_post_hoc_boundary_specific,0.9,3,negative_control,delayed_critic_reset,11,phase_b,64,128,0.0
