run_id,seed,route_depth,q,k,width,regime,steps,iid_branch_accuracy,iid_full_route_success,branch_accuracy,full_route_success,effective_per_fork_success,independent_prediction,pooled_independent_prediction,compounding_gap,pooled_compounding_gap,proxy_branch_agreement,first_divergence_mean,single_conflict_branch_accuracy,single_conflict_conflicted_stage_accuracy,single_conflict_overall_branch_accuracy,single_conflict_nonconflicted_stage_accuracy,single_conflict_full_route_success,address_reversed_branch_accuracy,address_removed_branch_accuracy,address_reversed_delta,address_removed_delta,address_reversed_abs_delta,address_removed_abs_delta,proxy_flip_rate,rule_flip_rate,proxy_spillover,rule_spillover,physical_success,physical_branch_accuracy,physical_collision_rate,physical_matches_vectorized,first_divergence_rate_0,first_divergence_rate_1,first_divergence_rate_2,first_divergence_rate_3,first_divergence_rate_4
5f74f360317db71d441b,101,2,0.99,2,64,per_fork_matched,2048,1.0,1.0,0.8435,0.7455,0.8634234187233979,0.7018882500000001,0.71149225,0.04361174999999995,0.03400775,0.1565,1.687,1.0,1.0,1.0,1.0,1.0,0.6565,0.75,-0.18700000000000006,-0.09350000000000003,0.18700000000000006,0.09350000000000003,0.1565,0.8435,0.1565,0.1565,0.75,0.84765625,0.0,1,0.0585,0.196,0.7455,,
605f678b1cfa3177ffc2,101,2,0.99,2,16,fixed_total,1024,1.0,1.0,0.58875,0.553,0.7436396977031283,0.34534850000000006,0.3466265625,0.2076515,0.20637343750000003,0.41125,1.106,1.0,1.0,1.0,1.0,1.0,0.91125,0.75,0.3225,0.16125,0.3225,0.16125,0.41125,0.5887500000000001,0.41125,0.41125,0.578125,0.6171875,0.0,1,0.447,0.0,0.553,,
60627759a7b58007fdf9,53,4,0.95,2,16,fixed_total,1024,0.950625,0.815,0.0345,0.002,0.21147425268811282,8.598140625000001e-07,1.4166950625000004e-06,0.0019991401859375,0.0019985833049375,0.9655,0.0425,0.01475,0.01475,0.75284375,0.998875,0.01475,0.50125,0.45775,0.46675,0.42325,0.46675,0.42325,0.9581249999999999,0.032375,0.041499999999999995,0.03425,0.0078125,0.03125,0.0,1,0.9695,0.0225,0.006,0.0,0.002
60641a6fb1014bc2cb7c,41,1,0.75,2,16,fixed_total,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,,,
606af019f7beb5ee0590,71,2,0.75,4,64,fixed_total,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,-0.5,-0.25,0.5,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,,
60716dd8ef2b6c5a0a2c,67,2,0.95,4,64,fixed_total,1024,0.99875,0.9975,0.79375,0.646,0.8037412518964048,0.628125,0.6300390625,0.017874999999999974,0.01596093750000005,0.20625,1.4835,0.96875,0.96875,0.983625,0.9984999999999999,0.9672499999999999,0.69475,0.7385,-0.09899999999999998,-0.05524999999999991,0.09899999999999998,0.05524999999999991,0.20475,0.7905,0.21,0.226,0.6484375,0.7890625,0.0,1,0.1625,0.1915,0.646,,
60f86a4aa893a0d246da,41,4,0.75,4,64,fixed_total,1024,0.73475,0.292,0.057,0.0005,0.14953487812212204,5.82736e-06,1.0556001000000001e-05,0.00049417264,0.000489443999,0.943,0.0705,0.053125,0.053125,0.738625,0.967125,0.044875,0.50075,0.369,0.44375000000000003,0.312,0.44375000000000003,0.312,0.90775,0.0515,0.04883333333333333,0.03925,0.0,0.05078125,0.0,1,0.9395,0.054,0.0035,0.0025,0.0005
61da9ebf173bece30127,71,2,0.95,2,64,fixed_total,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,-0.5,-0.25,0.5,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,,
61dd1c0c4fa3f1e2952d,67,1,0.99,2,64,fixed_total,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,,,
61fc3a6b6026446e2109,11,2,0.99,2,16,fixed_total,1024,1.0,1.0,0.56475,0.5,0.7071067811865476,0.31475,0.31894256249999997,0.18525000000000003,0.18105743750000003,0.43525,1.0,1.0,1.0,1.0,1.0,1.0,0.93525,0.75,0.37050000000000005,0.18525000000000003,0.37050000000000005,0.18525000000000003,0.43525,0.56475,0.43525,0.43525,0.515625,0.6015625,0.0,1,0.5,0.0,0.5,,
62b502a73bd3bfc053b2,101,4,0.95,2,16,per_fork_matched,4096,1.0,1.0,0.98,0.92,0.9793703613355593,0.9215577500000001,0.9223681599999999,-0.0015577500000000244,-0.0023681599999998415,0.02,3.827,1.0,1.0,1.0,1.0,1.0,0.51025,0.62675,-0.46975,-0.35324999999999995,0.46975,0.35324999999999995,0.02,0.98,0.01775,0.016833333333333332,0.9140625,0.978515625,0.0,1,0.0,0.0465,0.0,0.0335,0.92
62c3c15f261fd122c5fd,23,1,0.99,2,64,fixed_total,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,,,
62e685efe856f307b8c5,37,2,0.99,4,16,per_fork_matched,2048,0.99,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.25,0.5,0.25,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,,
6317f622c755ff4f1770,11,1,0.95,4,64,per_fork_matched,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,,,
648adff162f8c7e216bb,37,2,0.95,4,64,per_fork_matched,2048,1.0,1.0,0.94425,0.91,0.9539392014169457,0.891113,0.8916080625,0.018886999999999987,0.01839193750000001,0.05575,1.8765,0.99875,0.99875,0.999375,1.0,0.99875,0.55575,0.75,-0.38850000000000007,-0.19425000000000003,0.38850000000000007,0.19425000000000003,0.05575,0.94425,0.056999999999999995,0.05325,0.921875,0.9453125,0.0,1,0.0335,0.0565,0.91,,
