inference_status,q,k,cell_label,high_schedule,low_schedule,contrast,outcome,primary_endpoint,estimate,ci_low,ci_high,n_seeds,n_pairs
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,critic_l2_from_boundary,0,-2.245466667750108,-4.244124007907969,-0.7095528702430983,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,critic_relative_l2_from_boundary,0,-0.19009461818934392,-0.34954153734046084,-0.061838926084098966,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,phase_b_critic_loss_log_grid_mean,0,-0.012128017733135656,-0.020429017483785027,-0.004429563626989433,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,phase_b_critic_loss_final_logged,0,0.0003826774602657679,-1.3654140143444236e-05,0.0011564836528577872,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,final_quantization_abs_residual,0,0.0015900000000000018,0.000690000000000001,0.0025800000000000037,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,high_high,early_only,continuous - early-only,final_within_0_01_of_interaction_plateau,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,final_rho_y,1,0.01402,-0.02490025,0.05327,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,final_intended_probability,0,0.014091553197876763,-0.025188644372858508,0.05314470632712399,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,phase_b_rho_y_area,0,21.074914999999983,-39.84938425000003,70.35415562499998,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,phase_b_mean_rho_y,0,0.010622436995967734,-0.020102685042842728,0.03735947360131048,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,crossing_observed,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,restricted_crossing_phase_b_updates,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,final_iid_accuracy,0,0.004075000000000007,-0.006774999999999987,0.015375625000000007,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,final_iid_reward,0,0.004075000000000007,-0.006699999999999984,0.01585062499999996,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,final_policy_entropy,0,-0.00026201537001898034,-0.0011795826391628327,0.00039263296625458195,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_rho_y,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_policy_entropy,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_proxy_hard_flip,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_proxy_probability_ate,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_exact_hard_flip,0,0.0,0.0,0.0,10,10
exploratory_post_hoc_boundary_specific,0.75,4,responsive boundary,delayed_actor_reset,delayed_carry,actor-Adam reset - delayed,boundary_exact_probability_ate,0,0.0,0.0,0.0,10,10
