seed,washout_offset,hamming_dispersion,signed_recency_margin,probability_dispersion,candidate_control_vector_dispersion,P_last_minus_first_margin,Q_last_minus_first_margin,Y_last_minus_first_margin
653,17,0.4,1.0,0.39854100035664597,0.2666666666666667,1.0,1.0,1.0
653,24,0.4,1.0,0.39800232866349117,0.2666666666666667,1.0,1.0,1.0
653,33,0.4,1.0,0.39763470998734357,0.2666666666666667,1.0,1.0,1.0
653,45,0.4,1.0,0.3973529867934413,0.2666666666666667,1.0,1.0,1.0
653,62,0.4,1.0,0.3970699090887288,0.2666666666666667,1.0,1.0,1.0
653,85,0.4,1.0,0.3967931632291423,0.2666666666666667,1.0,1.0,1.0
653,117,0.4,1.0,0.39641284341085825,0.2666666666666667,1.0,1.0,1.0
653,128,0.4,1.0,0.39625368684919393,0.2666666666666667,1.0,1.0,1.0
653,161,0.4,1.0,0.3958149262846132,0.2666666666666667,1.0,1.0,1.0
653,222,0.4,1.0,0.39491078938353874,0.2666666666666667,1.0,1.0,1.0
653,256,0.4,1.0,0.394436163328908,0.2666666666666667,1.0,1.0,1.0
