seed,washout_offset,hamming_dispersion,signed_recency_margin,probability_dispersion,candidate_control_vector_dispersion,P_last_minus_first_margin,Q_last_minus_first_margin,Y_last_minus_first_margin
659,256,0.4,1.0,0.39609665677897166,0.2666666666666667,1.0,1.0,1.0
661,0,0.4,1.0,0.39980608407156304,0.2666666666666667,1.0,1.0,1.0
661,1,0.4,1.0,0.39971974620358247,0.2666666666666667,1.0,1.0,1.0
661,2,0.4,1.0,0.3997043369399166,0.2666666666666667,1.0,1.0,1.0
661,3,0.4,1.0,0.3996977800097128,0.2666666666666667,1.0,1.0,1.0
661,4,0.4,1.0,0.39968531455308975,0.2666666666666667,1.0,1.0,1.0
661,5,0.4,1.0,0.3996700673539773,0.2666666666666667,1.0,1.0,1.0
661,7,0.4,1.0,0.39963844566739776,0.2666666666666667,1.0,1.0,1.0
661,9,0.4,1.0,0.39960166689018795,0.2666666666666667,1.0,1.0,1.0
661,13,0.4,1.0,0.3995099864344123,0.2666666666666667,1.0,1.0,1.0
661,17,0.4,1.0,0.399398952619341,0.2666666666666667,1.0,1.0,1.0
661,24,0.4,1.0,0.3991984935595004,0.2666666666666667,1.0,1.0,1.0
661,33,0.4,1.0,0.3990043609702563,0.2666666666666667,1.0,1.0,1.0
661,45,0.4,1.0,0.3988450663538075,0.2666666666666667,1.0,1.0,1.0
661,62,0.4,1.0,0.3985345950963789,0.2666666666666667,1.0,1.0,1.0
661,85,0.4,1.0,0.39798971117485327,0.2666666666666667,1.0,1.0,1.0
661,117,0.4,1.0,0.3975419239335295,0.2666666666666667,1.0,1.0,1.0
661,128,0.4,1.0,0.39730065891885363,0.2666666666666667,1.0,1.0,1.0
661,161,0.4,1.0,0.3966485770600942,0.2666666666666667,1.0,1.0,1.0
661,222,0.396875,0.9895833333333334,0.395652060045625,0.2663194444444445,0.984375,1.0,0.984375
661,256,0.396875,0.9895833333333334,0.3952604176085753,0.2663194444444445,0.984375,1.0,0.984375
673,0,0.4,1.0,0.399819671847656,0.2666666666666667,1.0,1.0,1.0
673,1,0.4,1.0,0.39972050128506403,0.2666666666666667,1.0,1.0,1.0
673,2,0.4,1.0,0.3996248797331938,0.2666666666666667,1.0,1.0,1.0
673,3,0.4,1.0,0.39954811985518907,0.2666666666666667,1.0,1.0,1.0
673,4,0.4,1.0,0.3994742194522524,0.2666666666666667,1.0,1.0,1.0
673,5,0.4,1.0,0.39939176930528486,0.2666666666666667,1.0,1.0,1.0
673,7,0.4,1.0,0.3991930239573214,0.2666666666666667,1.0,1.0,1.0
673,9,0.4,1.0,0.3989583416992967,0.2666666666666667,1.0,1.0,1.0
673,13,0.4,1.0,0.3983658924712644,0.2666666666666667,1.0,1.0,1.0
673,17,0.4,1.0,0.39761468553769785,0.2666666666666667,1.0,1.0,1.0
673,24,0.4,1.0,0.3961466218853858,0.2666666666666667,1.0,1.0,1.0
673,33,0.4,1.0,0.3946079806525409,0.2666666666666667,1.0,1.0,1.0
673,45,0.4,1.0,0.3934560137727654,0.2666666666666667,1.0,1.0,1.0
673,62,0.4,1.0,0.3927414920963127,0.2666666666666667,1.0,1.0,1.0
673,85,0.4,1.0,0.3921447108997275,0.2666666666666667,1.0,1.0,1.0
673,117,0.4,1.0,0.3913040704626616,0.2666666666666667,1.0,1.0,1.0
673,128,0.4,1.0,0.39104242069468814,0.2666666666666667,1.0,1.0,1.0
673,161,0.4,1.0,0.39037249117902295,0.2666666666666667,1.0,1.0,1.0
673,222,0.4,1.0,0.38902025758905545,0.2666666666666667,1.0,1.0,1.0
673,256,0.4,1.0,0.3882985315390041,0.2666666666666667,1.0,1.0,1.0
677,0,0.4,1.0,0.3999393445266566,0.2666666666666667,1.0,1.0,1.0
677,1,0.4,1.0,0.3997788531994399,0.2666666666666667,1.0,1.0,1.0
677,2,0.4,1.0,0.39962074902289363,0.2666666666666667,1.0,1.0,1.0
677,3,0.4,1.0,0.3995055491160558,0.2666666666666667,1.0,1.0,1.0
677,4,0.4,1.0,0.39940614061760515,0.2666666666666667,1.0,1.0,1.0
677,5,0.4,1.0,0.3993005045105653,0.2666666666666667,1.0,1.0,1.0
677,7,0.4,1.0,0.39905171971146725,0.2666666666666667,1.0,1.0,1.0
677,9,0.4,1.0,0.3987569535853205,0.2666666666666667,1.0,1.0,1.0
677,13,0.4,1.0,0.3980707448669559,0.2666666666666667,1.0,1.0,1.0
677,17,0.4,1.0,0.3972729436865092,0.2666666666666667,1.0,1.0,1.0
677,24,0.4,1.0,0.39570413177224995,0.2666666666666667,1.0,1.0,1.0
677,33,0.4,1.0,0.39381208462965844,0.2666666666666667,1.0,1.0,1.0
677,45,0.4,1.0,0.39156920687856983,0.2666666666666667,1.0,1.0,1.0
677,62,0.4,1.0,0.3897228410988304,0.2666666666666667,1.0,1.0,1.0
677,85,0.4,1.0,0.38816186487279375,0.2666666666666667,1.0,1.0,1.0
677,117,0.4,1.0,0.3859489306483551,0.2666666666666667,1.0,1.0,1.0
677,128,0.39375,0.9791666666666666,0.38517315881941616,0.2659722222222222,1.0,0.96875,0.96875
677,161,0.39375,0.9791666666666666,0.38310969989533045,0.2659722222222222,1.0,0.96875,0.96875
677,222,0.3875,0.9583333333333334,0.37987020464516524,0.2652777777777778,1.0,0.9375,0.9375
677,256,0.3875,0.9583333333333334,0.3783397814179101,0.2652777777777778,1.0,0.9375,0.9375
683,0,0.4,1.0,0.3998427823447693,0.2666666666666667,1.0,1.0,1.0
683,1,0.4,1.0,0.3997330380504627,0.2666666666666667,1.0,1.0,1.0
683,2,0.4,1.0,0.39965031883612406,0.2666666666666667,1.0,1.0,1.0
683,3,0.4,1.0,0.39956376672069566,0.2666666666666667,1.0,1.0,1.0
683,4,0.4,1.0,0.3994710930329802,0.2666666666666667,1.0,1.0,1.0
683,5,0.4,1.0,0.3993723170393919,0.2666666666666667,1.0,1.0,1.0
683,7,0.4,1.0,0.39913887364692285,0.2666666666666667,1.0,1.0,1.0
683,9,0.4,1.0,0.39883744129604143,0.2666666666666667,1.0,1.0,1.0
683,13,0.4,1.0,0.39802225719498113,0.2666666666666667,1.0,1.0,1.0
683,17,0.4,1.0,0.3969854313225392,0.2666666666666667,1.0,1.0,1.0
683,24,0.4,1.0,0.39504097392381105,0.2666666666666667,1.0,1.0,1.0
683,33,0.4,1.0,0.39301345327169696,0.2666666666666667,1.0,1.0,1.0
683,45,0.4,1.0,0.39141217687355573,0.2666666666666667,1.0,1.0,1.0
683,62,0.4,1.0,0.3903467614225449,0.2666666666666667,1.0,1.0,1.0
683,85,0.4,1.0,0.3894650041360889,0.2666666666666667,1.0,1.0,1.0
683,117,0.4,1.0,0.38833664110948996,0.2666666666666667,1.0,1.0,1.0
683,128,0.4,1.0,0.3879319622547558,0.2666666666666667,1.0,1.0,1.0
683,161,0.4,1.0,0.3866051155626507,0.2666666666666667,1.0,1.0,1.0
683,222,0.4,1.0,0.3845422969770061,0.2666666666666667,1.0,1.0,1.0
683,256,0.4,1.0,0.38356225965687163,0.2666666666666667,1.0,1.0,1.0
691,0,0.4,1.0,0.39977711618349016,0.2666666666666667,1.0,1.0,1.0
691,1,0.4,1.0,0.3996592432091033,0.2666666666666667,1.0,1.0,1.0
691,2,0.4,1.0,0.39955656121530897,0.2666666666666667,1.0,1.0,1.0
691,3,0.4,1.0,0.3994714632482056,0.2666666666666667,1.0,1.0,1.0
691,4,0.4,1.0,0.3993929472140066,0.2666666666666667,1.0,1.0,1.0
691,5,0.4,1.0,0.3993120540111656,0.2666666666666667,1.0,1.0,1.0
691,7,0.4,1.0,0.39911966192853315,0.2666666666666667,1.0,1.0,1.0
691,9,0.4,1.0,0.39887409200346163,0.2666666666666667,1.0,1.0,1.0
691,13,0.4,1.0,0.39823450623865203,0.2666666666666667,1.0,1.0,1.0
691,17,0.4,1.0,0.3974632704474389,0.2666666666666667,1.0,1.0,1.0
691,24,0.4,1.0,0.3959839825338866,0.2666666666666667,1.0,1.0,1.0
691,33,0.4,1.0,0.39422022974762144,0.2666666666666667,1.0,1.0,1.0
691,45,0.4,1.0,0.39271874044718713,0.2666666666666667,1.0,1.0,1.0
691,62,0.4,1.0,0.39173338939047153,0.2666666666666667,1.0,1.0,1.0
691,85,0.4,1.0,0.3909486868449175,0.2666666666666667,1.0,1.0,1.0
691,117,0.4,1.0,0.3897943161786659,0.2666666666666667,1.0,1.0,1.0
691,128,0.4,1.0,0.38941030549706407,0.2666666666666667,1.0,1.0,1.0
691,161,0.4,1.0,0.388263370297209,0.2666666666666667,1.0,1.0,1.0
691,222,0.4,1.0,0.3862296591112264,0.2666666666666667,1.0,1.0,1.0
691,256,0.4,1.0,0.38512388217193644,0.2666666666666667,1.0,1.0,1.0
