arm,q,k,beta,rho_y_estimate,rho_y_ci_low,rho_y_ci_high,rho_y_n_seeds,rho_y_n_cells,intended_probability_estimate,intended_probability_ci_low,intended_probability_ci_high,intended_probability_n_seeds,intended_probability_n_cells,iid_accuracy_estimate,iid_accuracy_ci_low,iid_accuracy_ci_high,iid_accuracy_n_seeds,iid_accuracy_n_cells,final_policy_entropy_estimate,final_policy_entropy_ci_low,final_policy_entropy_ci_high,final_policy_entropy_n_seeds,final_policy_entropy_n_cells,intended_probability_auc_estimate,intended_probability_auc_ci_low,intended_probability_auc_ci_high,intended_probability_auc_n_seeds,intended_probability_auc_n_cells,acquisition_observed_estimate,acquisition_observed_ci_low,acquisition_observed_ci_high,acquisition_observed_n_seeds,acquisition_observed_n_cells,proxy_flip_rate_estimate,proxy_flip_rate_ci_low,proxy_flip_rate_ci_high,proxy_flip_rate_n_seeds,proxy_flip_rate_n_cells,exact_flip_rate_estimate,exact_flip_rate_ci_low,exact_flip_rate_ci_high,exact_flip_rate_n_seeds,exact_flip_rate_n_cells,reliably_intended_seeds,reliably_intended_cell
actor_critic_full,0.9,4,0.003,0.0,0.0,0.0,10,10,8.670825947463714e-07,1.3567954229680878e-07,2.213589102647584e-06,10,10,0.9,0.9,0.9,10,10,1.0880684750480541e-05,1.4054318479672645e-06,2.826159406797202e-05,10,10,0.004396594164071388,0.004276415497325681,0.0045188535962283885,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.9,4,0.01,0.0,0.0,0.0,10,10,7.829302966237184e-07,3.2014220616492696e-07,1.4044031053694103e-06,10,10,0.9,0.9,0.9,10,10,1.1891224400528699e-05,4.2483503119683515e-06,2.227276176107296e-05,10,10,0.004404389971207456,0.00428320233218316,0.0045318696984165616,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.9,4,0.03,0.0,0.0,0.0,10,10,7.980466430991517e-07,3.1758166049271944e-07,1.3244108947373391e-06,10,10,0.9,0.9,0.9,10,10,6.410743043261391e-06,2.9681456960872763e-06,1.044901643027174e-05,10,10,0.0044662073956291395,0.004295990341277465,0.00465546864187628,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.9,4,0.1,0.0,0.0,0.0,10,10,1.0255632159865727e-05,1.1977728397694376e-07,2.9151519022560335e-05,10,10,0.9,0.9,0.9,10,10,5.321344294628716e-06,1.2873375287725253e-06,1.1144398413875933e-05,10,10,0.004448662713663882,0.004329013010264316,0.004570806794933787,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.9,4,0.3,0.0,0.0,0.0,10,10,2.645646335015517e-06,1.285173754848769e-07,7.530728253269493e-06,10,10,0.9,0.9,0.9,10,10,2.2890127202586374e-05,1.130006607389343e-06,6.465865229537793e-05,10,10,0.004823892214592451,0.004479338518032576,0.0053917436007577665,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,2,0.0,0.30155000000000004,0.18139950000000002,0.4743717500000001,10,10,0.30160166270795463,0.182268311311677,0.4738042925828861,10,10,0.9928750000000001,0.991725,0.9946249999999999,10,10,0.0002650913880074768,7.541006364988334e-06,0.0007707659982656879,10,10,0.1772994940756465,0.11219031805077374,0.25239257938063736,10,10,0.0,0.0,0.0,10,10,0.69845,0.5252072499999999,0.8183999999999999,10,10,0.30155000000000004,0.18210625,0.47469,10,10,1,0
actor_critic_full,0.99,2,0.003,0.22574,0.17937875,0.25015,10,10,0.22585051420487723,0.18016845460373998,0.2498676928107084,10,10,0.9923,0.9916500000000001,0.99285,10,10,4.618004152234789e-05,1.2438592317209896e-05,8.685921186724955e-05,10,10,0.159128633322751,0.11303201557466282,0.20240041893317104,10,10,0.0,0.0,0.0,10,10,0.77426,0.74982,0.8202702500000001,10,10,0.22574,0.17919000000000002,0.25013025000000005,10,10,0,0
actor_critic_full,0.99,2,0.01,0.24799,0.24280924999999998,0.25163,10,10,0.24764888365865995,0.2423991779458911,0.2515625711992972,10,10,0.9927250000000001,0.992375,0.9930749999999999,10,10,0.00018540141566205647,2.3531266077370106e-06,0.0005458686660951173,10,10,0.18731162391040618,0.15591571493354617,0.21010280084268368,10,10,0.0,0.0,0.0,10,10,0.7520100000000001,0.7482400000000001,0.7569099999999999,10,10,0.24799,0.24305000000000004,0.25162999999999996,10,10,0,0
actor_critic_full,0.99,2,0.03,0.31183,0.19634999999999997,0.48640100000000003,10,10,0.31189430217219793,0.1882236072047183,0.48666553063520007,10,10,0.9933499999999998,0.9921,0.9951000000000001,10,10,3.146970741454425e-05,1.3483170324661843e-05,5.297042970084932e-05,10,10,0.20800619195961523,0.1337769951649396,0.3007870661589739,10,10,0.0,0.0,0.0,10,10,0.6881700000000001,0.5136964999999999,0.8030122499999999,10,10,0.31183,0.18765874999999999,0.47692024999999993,10,10,1,0
actor_critic_full,0.99,2,0.1,0.30287000000000003,0.18276900000000001,0.47539024999999996,10,10,0.30270644632674043,0.1833640846415879,0.4744692219954094,10,10,0.993,0.991775,0.9948,10,10,0.0003916681246778353,1.2543630553238927e-05,0.0010132400283418975,10,10,0.23061276628463387,0.14858491950568262,0.34678588455935494,10,10,0.1,0.0,0.3,10,10,0.69713,0.5247395,0.81598575,10,10,0.30287000000000003,0.18265974999999998,0.47523,10,10,1,0
actor_critic_full,0.99,2,0.3,0.17402,0.09946949999999999,0.22555,10,10,0.17398374815565643,0.09950023956065235,0.24742488326953627,10,10,0.991625,0.9909000000000001,0.992275,10,10,2.2929884721634153e-05,7.968521315433463e-06,4.491142270865112e-05,10,10,0.13424821487979322,0.07326051239758447,0.1860401405623286,10,10,0.0,0.0,0.0,10,10,0.82598,0.75247,0.90059025,10,10,0.17402,0.09931975000000001,0.2473005,10,10,0,0
actor_critic_full,0.99,3,0.0,0.0,0.0,0.0,10,10,4.123359351988784e-06,6.976446855015167e-07,9.88485062356012e-06,10,10,0.99,0.99,0.99,10,10,1.7781918137416143e-05,5.413289112397024e-06,3.420971079776791e-05,10,10,0.004232242621810048,0.004112394738479808,0.0043564805526871,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,3,0.003,0.0,0.0,0.0,10,10,1.7064994376179936e-06,8.841597164703896e-07,2.606307131682975e-06,10,10,0.99,0.99,0.99,10,10,1.4108212329233539e-05,6.208646617196223e-06,2.373291546000189e-05,10,10,0.004234414051165659,0.004110770868651887,0.004357420088132425,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,3,0.01,0.0,0.0,0.0,10,10,1.2930977199118456e-06,2.9218826269520543e-07,2.6029684609774255e-06,10,10,0.99,0.99,0.99,10,10,1.170526272034067e-05,3.7189100774526202e-06,2.2652560955052082e-05,10,10,0.004235579401521824,0.0041096441047237375,0.004357033509995591,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,3,0.03,0.0,0.0,0.0,10,10,1.3382016998307988e-06,5.139068452276113e-07,2.2699324604160186e-06,10,10,0.99,0.99,0.99,10,10,1.0704694344099152e-05,3.3073484184598103e-06,2.0952912658529502e-05,10,10,0.004253801393656956,0.004146670885652926,0.004369479360401535,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,3,0.1,0.0,0.0,0.0,10,10,1.0213890433079196e-06,4.44668862820496e-07,1.6403811386003522e-06,10,10,0.99,0.99,0.99,10,10,8.470056064879827e-06,2.2367591411409647e-06,1.801935599800686e-05,10,10,0.00424081208695775,0.00411394227908141,0.0043721593835836904,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,3,0.3,0.0,0.0,0.0,10,10,1.559534147071368e-06,5.029839793176859e-07,2.900135395766692e-06,10,10,0.99,0.99,0.99,10,10,1.1334060968692938e-05,3.1531920933502987e-06,2.3333510332861353e-05,10,10,0.004269994863990411,0.004147934459501585,0.004399062909263479,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.0,0.0,0.0,0.0,10,10,1.1864738333373248e-06,4.787970637379595e-07,1.969182661028925e-06,10,10,0.99,0.99,0.99,10,10,9.610483598976315e-06,2.493592188770322e-06,1.9381384822523273e-05,10,10,0.004251356120358668,0.004131815787398227,0.0043670378610233575,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.003,0.0,0.0,0.0,10,10,1.3796004574770004e-06,6.736314684446956e-07,2.1774621805325253e-06,10,10,0.99,0.99,0.99,10,10,1.0174370659399301e-05,3.718650895372377e-06,1.9913781890501526e-05,10,10,0.004262540619852807,0.00413828376874511,0.004388520014068356,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.01,0.0,0.0,0.0,10,10,7.724332677603923e-07,2.8532779254972307e-07,1.420915290506046e-06,10,10,0.99,0.99,0.99,10,10,1.1205788791812665e-05,4.117994380550272e-06,2.125385071110486e-05,10,10,0.004270141844175539,0.004143144415262202,0.004395133318793606,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.03,0.0,0.0,0.0,10,10,6.022511590996173e-07,3.400933909716978e-07,8.922321995488468e-07,10,10,0.99,0.99,0.99,10,10,1.5021023597228122e-05,3.074025996454566e-06,3.456364627894004e-05,10,10,0.004299436340096205,0.004161392794317813,0.004450811988498042,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.1,0.0,0.0,0.0,10,10,2.9654973499431414e-06,1.6071451640701633e-06,4.582198228207675e-06,10,10,0.99,0.99,0.99,10,10,2.700805100062098e-05,1.1580966769599853e-05,4.8509840534620705e-05,10,10,0.004270107989771906,0.00415336335295108,0.004391586657191401,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_full,0.99,4,0.3,0.0,0.0,0.0,10,10,3.893846293079756e-06,6.35854654504819e-07,9.776042813516044e-06,10,10,0.99,0.99,0.99,10,10,2.8238144460601687e-05,9.591492610070418e-06,5.849917816462381e-05,10,10,0.0042970622651273644,0.004185748359401299,0.004414925501405588,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.0,0.0,0.0,0.0,10,10,6.2912385242090515e-06,4.594750322827615e-06,8.099695461101461e-06,10,10,0.9,0.9,0.9,10,10,7.233215346786892e-05,5.186893103200418e-05,9.436423285933416e-05,10,10,0.015961491290365976,0.01533722366645287,0.016583350725377307,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.003,0.0,0.0,0.0,10,10,1.247170688088078e-05,7.413639318402557e-06,1.8298055368157687e-05,10,10,0.9,0.9,0.9,10,10,0.00011781919019995257,7.795510042342357e-05,0.00016354693943867462,10,10,0.0159704039036889,0.015357328690171236,0.01658590658011679,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.01,0.0,0.0,0.0,10,10,1.3100517293613559e-05,6.543644512309315e-06,2.1285634250059137e-05,10,10,0.9,0.9,0.9,10,10,0.00010710639216995332,7.404415146993415e-05,0.00014428728479288111,10,10,0.01597730434436876,0.015355756329143573,0.016613989055488908,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.03,0.0,0.0,0.0,10,10,1.8507637381078375e-05,1.0532304831356197e-05,2.7874517475674677e-05,10,10,0.9,0.9,0.9,10,10,0.00015231624493026175,0.0001075482326268684,0.0002036972167479689,10,10,0.01601516687655267,0.015382579068006899,0.01662972721687672,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.1,0.0,0.0,0.0,10,10,1.0543764199619774e-05,6.103749996527982e-06,1.635808194202892e-05,10,10,0.9,0.9,0.9,10,10,9.892184971249662e-05,6.568667443389131e-05,0.00013894860490836438,10,10,0.01615109398349612,0.015524022351342169,0.0167880551457049,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
actor_critic_subspace1024,0.9,3,0.3,0.0,0.0,0.0,10,10,1.2832041867489115e-05,7.67481411655621e-06,2.092111651388103e-05,10,10,0.9,0.9,0.9,10,10,0.00012492884561652318,7.614337297127349e-05,0.00020343906784546566,10,10,0.016792094509449334,0.016162996633421547,0.017445964512151812,10,10,0.0,0.0,0.0,10,10,1.0,1.0,1.0,10,10,0.0,0.0,0.0,10,10,0,0
reinforce_full,0.9,3,0.0,0.05156000000000001,0.0,0.12537,10,10,0.0516186046567053,0.00010046732739043075,0.12586407143241368,10,10,0.9054249999999999,0.8999500000000001,0.9135750000000001,10,10,0.0004675995800596411,1.979180003289116e-05,0.0013062239178945859,10,10,0.026822576291044793,0.004551161765018752,0.05846059159744024,10,10,0.0,0.0,0.0,10,10,0.94831,0.87463,1.0,10,10,0.05168666666666667,0.0,0.12491000000000001,10,10,0,0
reinforce_full,0.9,3,0.003,0.05027999999999999,0.0,0.12561999999999998,10,10,0.050274840506511806,1.6100970528630577e-06,0.12560675768364143,10,10,0.9048250000000001,0.9,0.9118499999999999,10,10,2.3082093190396335e-05,1.0898893721815739e-05,3.575363726326942e-05,10,10,0.0169653880520902,0.004328635005168692,0.03579499793132819,10,10,0.0,0.0,0.0,10,10,0.9497199999999999,0.87454,1.0,10,10,0.05027999999999999,0.0,0.12561999999999998,10,10,0,0
reinforce_full,0.9,3,0.01,0.12567,0.05003,0.20160025,10,10,0.12566168543836917,0.05003361514211613,0.20142517819788586,10,10,0.91185,0.9046000000000001,0.9191,10,10,2.8608151433218153e-05,1.18485108009736e-05,5.354585160603165e-05,10,10,0.06336597220850103,0.02590097917194701,0.10657105549636277,10,10,0.0,0.0,0.0,10,10,0.8743299999999999,0.798729,0.9499700000000001,10,10,0.12567,0.05003,0.20174024999999998,10,10,0,0
reinforce_full,0.9,3,0.03,0.02508,0.0,0.07524,10,10,0.0250842173616015,2.3256695926621886e-06,0.07524224594454751,10,10,0.9025250000000001,0.9,0.9075750000000001,10,10,3.4473851201255457e-05,1.5897590577651497e-05,5.550803599817301e-05,10,10,0.020068010233028854,0.0043146912300703,0.051430062585047134,10,10,0.0,0.0,0.0,10,10,0.97492,0.92476,1.0,10,10,0.02508,0.0,0.07524,10,10,0,0
reinforce_full,0.9,3,0.1,0.14857,0.07385,0.22267,10,10,0.14846610817473355,0.07383914238383604,0.22304939152186823,10,10,0.9150250000000002,0.9072000000000001,0.9224499999999999,10,10,0.0002427004120136189,1.2095915447503103e-05,0.0006603297749705917,10,10,0.09270827840699292,0.04134399145098482,0.14719373670672647,10,10,0.0,0.0,0.0,10,10,0.85138,0.77721,0.9260502500000001,10,10,0.14857,0.07392975000000002,0.22288075000000002,10,10,0,0
reinforce_full,0.9,3,0.3,0.12465,0.04975,0.19971999999999998,10,10,0.12467683670635803,0.049709480155609144,0.19970007532904038,10,10,0.9126750000000001,0.9048250000000001,0.92045125,10,10,0.00012102113169021322,4.248065356705411e-05,0.00022376186908331877,10,10,0.08260395572082142,0.030811945052555526,0.1388727723038788,10,10,0.0,0.0,0.0,10,10,0.8753499999999999,0.80033875,0.9502499999999999,10,10,0.12465,0.04968,0.19967,10,10,0,0
