quantity,seed,value
postedit_transplant_active_P_behavior,499,-0.00048828125
postedit_transplant_active_P_behavior,503,-0.00048828125
postedit_transplant_active_P_behavior,509,-0.000244140625
postedit_transplant_active_P_behavior,521,0.0
postedit_transplant_active_P_behavior,523,0.0
postedit_transplant_active_P_causal,409,-0.000244140625
postedit_transplant_active_P_causal,419,0.0
postedit_transplant_active_P_causal,421,-0.0003662109375
postedit_transplant_active_P_causal,431,-0.0001220703125
postedit_transplant_active_P_causal,433,-0.0001220703125
postedit_transplant_active_P_causal,439,-0.0001220703125
postedit_transplant_active_P_causal,443,-0.0001220703125
postedit_transplant_active_P_causal,449,0.0
postedit_transplant_active_P_causal,457,0.0
postedit_transplant_active_P_causal,461,0.0001220703125
postedit_transplant_active_P_causal,463,-0.00048828125
postedit_transplant_active_P_causal,467,0.0
postedit_transplant_active_P_causal,479,0.0
postedit_transplant_active_P_causal,487,0.0
postedit_transplant_active_P_causal,491,0.0
postedit_transplant_active_P_causal,499,-0.00048828125
postedit_transplant_active_P_causal,503,-0.00048828125
postedit_transplant_active_P_causal,509,-0.0006103515625
postedit_transplant_active_P_causal,521,0.0
postedit_transplant_active_P_causal,523,0.0
postedit_transplant_active_selective_P,409,-0.00390625
postedit_transplant_active_selective_P,419,-0.016357421875
postedit_transplant_active_selective_P,421,-0.00732421875
postedit_transplant_active_selective_P,431,-0.015380859375
postedit_transplant_active_selective_P,433,0.00048828125
postedit_transplant_active_selective_P,439,-0.00634765625
postedit_transplant_active_selective_P,443,-0.020263671875
postedit_transplant_active_selective_P,449,-0.017822265625
postedit_transplant_active_selective_P,457,-0.00927734375
postedit_transplant_active_selective_P,461,-0.01513671875
postedit_transplant_active_selective_P,463,-0.014404296875
postedit_transplant_active_selective_P,467,0.0068359375
postedit_transplant_active_selective_P,479,-0.024169921875
postedit_transplant_active_selective_P,487,-0.01123046875
postedit_transplant_active_selective_P,491,-0.014892578125
postedit_transplant_active_selective_P,499,-0.01416015625
postedit_transplant_active_selective_P,503,-0.018798828125
postedit_transplant_active_selective_P,509,-0.003173828125
postedit_transplant_active_selective_P,521,-0.00390625
postedit_transplant_active_selective_P,523,0.001953125
postedit_transplant_active_selective_Y,409,-0.01806640625
postedit_transplant_active_selective_Y,419,-0.029052734375
postedit_transplant_active_selective_Y,421,-0.013916015625
postedit_transplant_active_selective_Y,431,-0.02099609375
postedit_transplant_active_selective_Y,433,-0.01025390625
postedit_transplant_active_selective_Y,439,-0.01611328125
postedit_transplant_active_selective_Y,443,-0.018798828125
postedit_transplant_active_selective_Y,449,-0.0234375
postedit_transplant_active_selective_Y,457,-0.016845703125
postedit_transplant_active_selective_Y,461,-0.0185546875
postedit_transplant_active_selective_Y,463,-0.015380859375
postedit_transplant_active_selective_Y,467,-0.001220703125
postedit_transplant_active_selective_Y,479,-0.019775390625
postedit_transplant_active_selective_Y,487,-0.0087890625
postedit_transplant_active_selective_Y,491,-0.025634765625
postedit_transplant_active_selective_Y,499,-0.01611328125
postedit_transplant_active_selective_Y,503,-0.02490234375
postedit_transplant_active_selective_Y,509,-0.005615234375
postedit_transplant_active_selective_Y,521,-0.005859375
postedit_transplant_active_selective_Y,523,-0.00390625
postedit_transplant_sham_selective_Q,409,-0.0283203125
postedit_transplant_sham_selective_Q,419,-0.01025390625
postedit_transplant_sham_selective_Q,421,-0.0166015625
postedit_transplant_sham_selective_Q,431,-0.004638671875
postedit_transplant_sham_selective_Q,433,-0.009765625
postedit_transplant_sham_selective_Q,439,-0.0048828125
postedit_transplant_sham_selective_Q,443,-0.00927734375
postedit_transplant_sham_selective_Q,449,-0.015625
postedit_transplant_sham_selective_Q,457,-0.01416015625
postedit_transplant_sham_selective_Q,461,-0.014892578125
postedit_transplant_sham_selective_Q,463,-0.01513671875
postedit_transplant_sham_selective_Q,467,0.00537109375
postedit_transplant_sham_selective_Q,479,-0.013427734375
postedit_transplant_sham_selective_Q,487,-0.01513671875
postedit_transplant_sham_selective_Q,491,-0.00732421875
postedit_transplant_sham_selective_Q,499,-0.004638671875
postedit_transplant_sham_selective_Q,503,-0.03076171875
postedit_transplant_sham_selective_Q,509,0.001708984375
postedit_transplant_sham_selective_Q,521,-0.008544921875
postedit_transplant_sham_selective_Q,523,0.006103515625
postedit_transplant_sham_P_behavior,409,0.0
postedit_transplant_sham_P_behavior,419,0.0
postedit_transplant_sham_P_behavior,421,0.0
postedit_transplant_sham_P_behavior,431,0.0
postedit_transplant_sham_P_behavior,433,0.0
postedit_transplant_sham_P_behavior,439,0.0
postedit_transplant_sham_P_behavior,443,0.0
postedit_transplant_sham_P_behavior,449,0.0
postedit_transplant_sham_P_behavior,457,0.0
postedit_transplant_sham_P_behavior,461,-0.000244140625
postedit_transplant_sham_P_behavior,463,0.0
postedit_transplant_sham_P_behavior,467,0.0
postedit_transplant_sham_P_behavior,479,0.0
postedit_transplant_sham_P_behavior,487,0.0
postedit_transplant_sham_P_behavior,491,0.0
postedit_transplant_sham_P_behavior,499,0.0
postedit_transplant_sham_P_behavior,503,0.000732421875
postedit_transplant_sham_P_behavior,509,0.0
postedit_transplant_sham_P_behavior,521,-0.000244140625
postedit_transplant_sham_P_behavior,523,0.0
postedit_transplant_sham_P_causal,409,0.0
postedit_transplant_sham_P_causal,419,0.0
postedit_transplant_sham_P_causal,421,-0.000244140625
postedit_transplant_sham_P_causal,431,0.0
postedit_transplant_sham_P_causal,433,0.0
postedit_transplant_sham_P_causal,439,0.0
postedit_transplant_sham_P_causal,443,0.0001220703125
postedit_transplant_sham_P_causal,449,0.0
postedit_transplant_sham_P_causal,457,0.0
postedit_transplant_sham_P_causal,461,-0.0001220703125
postedit_transplant_sham_P_causal,463,0.0001220703125
postedit_transplant_sham_P_causal,467,0.0
postedit_transplant_sham_P_causal,479,0.0
postedit_transplant_sham_P_causal,487,0.0
postedit_transplant_sham_P_causal,491,0.0
postedit_transplant_sham_P_causal,499,0.0
postedit_transplant_sham_P_causal,503,0.00048828125
postedit_transplant_sham_P_causal,509,-0.0001220703125
postedit_transplant_sham_P_causal,521,-0.0006103515625
postedit_transplant_sham_P_causal,523,0.0
postedit_transplant_sham_selective_P,409,0.008544921875
postedit_transplant_sham_selective_P,419,-0.005859375
postedit_transplant_sham_selective_P,421,-0.004150390625
postedit_transplant_sham_selective_P,431,0.005615234375
postedit_transplant_sham_selective_P,433,0.002197265625
postedit_transplant_sham_selective_P,439,-0.000244140625
postedit_transplant_sham_selective_P,443,-0.00048828125
postedit_transplant_sham_selective_P,449,0.002197265625
postedit_transplant_sham_selective_P,457,-0.000732421875
postedit_transplant_sham_selective_P,461,0.001953125
postedit_transplant_sham_selective_P,463,0.00439453125
postedit_transplant_sham_selective_P,467,0.00146484375
postedit_transplant_sham_selective_P,479,0.0029296875
postedit_transplant_sham_selective_P,487,0.001708984375
postedit_transplant_sham_selective_P,491,0.002197265625
postedit_transplant_sham_selective_P,499,0.005615234375
postedit_transplant_sham_selective_P,503,0.0009765625
postedit_transplant_sham_selective_P,509,0.001953125
postedit_transplant_sham_selective_P,521,0.00048828125
postedit_transplant_sham_selective_P,523,0.006591796875
postedit_transplant_sham_selective_Y,409,0.0126953125
postedit_transplant_sham_selective_Y,419,-0.005859375
postedit_transplant_sham_selective_Y,421,-0.00390625
postedit_transplant_sham_selective_Y,431,0.0087890625
postedit_transplant_sham_selective_Y,433,-0.002197265625
postedit_transplant_sham_selective_Y,439,0.00341796875
postedit_transplant_sham_selective_Y,443,0.00439453125
postedit_transplant_sham_selective_Y,449,-0.0009765625
postedit_transplant_sham_selective_Y,457,0.003662109375
postedit_transplant_sham_selective_Y,461,-0.003662109375
postedit_transplant_sham_selective_Y,463,0.008544921875
postedit_transplant_sham_selective_Y,467,0.000732421875
postedit_transplant_sham_selective_Y,479,0.003173828125
postedit_transplant_sham_selective_Y,487,-0.004638671875
postedit_transplant_sham_selective_Y,491,-0.000732421875
postedit_transplant_sham_selective_Y,499,0.00634765625
postedit_transplant_sham_selective_Y,503,0.00048828125
postedit_transplant_sham_selective_Y,509,-0.004638671875
postedit_transplant_sham_selective_Y,521,0.001220703125
postedit_transplant_sham_selective_Y,523,0.0029296875
auc_independent_noop,409,0.9477944374084473
auc_independent_noop,419,0.9425070285797119
auc_independent_noop,421,0.9342437982559204
auc_independent_noop,431,0.9502626657485962
auc_independent_noop,433,0.9430385828018188
auc_independent_noop,439,0.9075100421905518
auc_independent_noop,443,0.9426510334014893
auc_independent_noop,449,0.9345167875289917
auc_independent_noop,457,0.9483604431152344
auc_independent_noop,461,0.9446542263031006
auc_independent_noop,463,0.9292459487915039
auc_independent_noop,467,0.9485669136047363
auc_independent_noop,479,0.9593902826309204
auc_independent_noop,487,0.9488309621810913
auc_independent_noop,491,0.9272853136062622
auc_independent_noop,499,0.9496614933013916
auc_independent_noop,503,0.9517030715942383
auc_independent_noop,509,0.953237771987915
auc_independent_noop,521,0.9535777568817139
auc_independent_noop,523,0.8670769929885864
auc_independent_q_restore,409,0.8712931871414185
auc_independent_q_restore,419,0.8859050273895264
auc_independent_q_restore,421,0.8932594060897827
auc_independent_q_restore,431,0.9044417142868042
auc_independent_q_restore,433,0.9067181348800659
auc_independent_q_restore,439,0.861302375793457
auc_independent_q_restore,443,0.8857603073120117
auc_independent_q_restore,449,0.9114600419998169
auc_independent_q_restore,457,0.9190559387207031
auc_independent_q_restore,461,0.917412519454956
auc_independent_q_restore,463,0.8882700204849243
auc_independent_q_restore,467,0.9152090549468994
auc_independent_q_restore,479,0.9377890825271606
auc_independent_q_restore,487,0.9225578308105469
auc_independent_q_restore,491,0.896568775177002
auc_independent_q_restore,499,0.9164763689041138
auc_independent_q_restore,503,0.9268800020217896
auc_independent_q_restore,509,0.9281302690505981
auc_independent_q_restore,521,0.9297354221343994
auc_independent_q_restore,523,0.8026337623596191
auc_independent_padding_sham,409,0.9453182220458984
auc_independent_padding_sham,419,0.9412198066711426
auc_independent_padding_sham,421,0.9294414520263672
auc_independent_padding_sham,431,0.9462182521820068
auc_independent_padding_sham,433,0.9397969245910645
auc_independent_padding_sham,439,0.9070554971694946
auc_independent_padding_sham,443,0.9393662214279175
auc_independent_padding_sham,449,0.9321516752243042
auc_independent_padding_sham,457,0.9451602697372437
auc_independent_padding_sham,461,0.9436254501342773
auc_independent_padding_sham,463,0.9263561964035034
auc_independent_padding_sham,467,0.9438567161560059
auc_independent_padding_sham,479,0.9585635662078857
auc_independent_padding_sham,487,0.945480227470398
auc_independent_padding_sham,491,0.9372212886810303
auc_independent_padding_sham,499,0.9423637390136719
auc_independent_padding_sham,503,0.9496197700500488
auc_independent_padding_sham,509,0.9504069089889526
auc_independent_padding_sham,521,0.9502130746841431
auc_independent_padding_sham,523,0.8696563243865967
auc_nested_noop,409,0.8862655162811279
auc_nested_noop,419,0.857658863067627
auc_nested_noop,421,0.8810629844665527
auc_nested_noop,431,0.8815782070159912
auc_nested_noop,433,0.8941802978515625
auc_nested_noop,439,0.8549023866653442
auc_nested_noop,443,0.8883367776870728
auc_nested_noop,449,0.8455862998962402
auc_nested_noop,457,0.9093939065933228
auc_nested_noop,461,0.8998105525970459
auc_nested_noop,463,0.8440423011779785
auc_nested_noop,467,0.895272970199585
auc_nested_noop,479,0.9228445291519165
auc_nested_noop,487,0.9019473791122437
auc_nested_noop,491,0.8718355894088745
auc_nested_noop,499,0.9073711633682251
auc_nested_noop,503,0.9060757160186768
auc_nested_noop,509,0.9030171632766724
auc_nested_noop,521,0.9097461700439453
auc_nested_noop,523,0.7963624000549316
auc_nested_q_transplant,409,0.9180129766464233
auc_nested_q_transplant,419,0.9102150201797485
auc_nested_q_transplant,421,0.9106584787368774
auc_nested_q_transplant,431,0.9176870584487915
auc_nested_q_transplant,433,0.9190679788589478
auc_nested_q_transplant,439,0.8876509666442871
auc_nested_q_transplant,443,0.921392560005188
auc_nested_q_transplant,449,0.8796877861022949
auc_nested_q_transplant,457,0.9254190921783447
auc_nested_q_transplant,461,0.920202374458313
auc_nested_q_transplant,463,0.8891788721084595
auc_nested_q_transplant,467,0.9194495677947998
auc_nested_q_transplant,479,0.9376614093780518
auc_nested_q_transplant,487,0.9208261966705322
auc_nested_q_transplant,491,0.9042506217956543
auc_nested_q_transplant,499,0.9278528690338135
auc_nested_q_transplant,503,0.9312077760696411
auc_nested_q_transplant,509,0.927034854888916
auc_nested_q_transplant,521,0.9239374399185181
auc_nested_q_transplant,523,0.8410046100616455
auc_nested_padding_sham,409,0.8863838911056519
auc_nested_padding_sham,419,0.8534899950027466
auc_nested_padding_sham,421,0.8801174163818359
auc_nested_padding_sham,431,0.8794683218002319
auc_nested_padding_sham,433,0.8936413526535034
auc_nested_padding_sham,439,0.8517358303070068
auc_nested_padding_sham,443,0.8873701095581055
auc_nested_padding_sham,449,0.8494813442230225
auc_nested_padding_sham,457,0.908319354057312
auc_nested_padding_sham,461,0.8960485458374023
auc_nested_padding_sham,463,0.8553670644760132
auc_nested_padding_sham,467,0.8938789367675781
auc_nested_padding_sham,479,0.9205480813980103
auc_nested_padding_sham,487,0.903382420539856
auc_nested_padding_sham,491,0.8682008981704712
auc_nested_padding_sham,499,0.9087536334991455
auc_nested_padding_sham,503,0.9042712450027466
auc_nested_padding_sham,509,0.9012705087661743
auc_nested_padding_sham,521,0.9112522602081299
auc_nested_padding_sham,523,0.7940423488616943
contrast_necessity_sham_minus_restore,409,0.07402503490447998
contrast_necessity_sham_minus_restore,419,0.05531477928161621
contrast_necessity_sham_minus_restore,421,0.03618204593658447
contrast_necessity_sham_minus_restore,431,0.04177653789520264
contrast_necessity_sham_minus_restore,433,0.033078789710998535
contrast_necessity_sham_minus_restore,439,0.0457531213760376
contrast_necessity_sham_minus_restore,443,0.05360591411590576
contrast_necessity_sham_minus_restore,449,0.020691633224487305
contrast_necessity_sham_minus_restore,457,0.026104331016540527
contrast_necessity_sham_minus_restore,461,0.02621293067932129
contrast_necessity_sham_minus_restore,463,0.0380861759185791
contrast_necessity_sham_minus_restore,467,0.028647661209106445
contrast_necessity_sham_minus_restore,479,0.020774483680725098
contrast_necessity_sham_minus_restore,487,0.022922396659851074
contrast_necessity_sham_minus_restore,491,0.04065251350402832
contrast_necessity_sham_minus_restore,499,0.025887370109558105
contrast_necessity_sham_minus_restore,503,0.022739768028259277
contrast_necessity_sham_minus_restore,509,0.022276639938354492
contrast_necessity_sham_minus_restore,521,0.020477652549743652
contrast_necessity_sham_minus_restore,523,0.06702256202697754
contrast_sufficiency_transplant_minus_sham,409,0.031629085540771484
contrast_sufficiency_transplant_minus_sham,419,0.05672502517700195
contrast_sufficiency_transplant_minus_sham,421,0.030541062355041504
contrast_sufficiency_transplant_minus_sham,431,0.03821873664855957
contrast_sufficiency_transplant_minus_sham,433,0.025426626205444336
contrast_sufficiency_transplant_minus_sham,439,0.03591513633728027
contrast_sufficiency_transplant_minus_sham,443,0.03402245044708252
contrast_sufficiency_transplant_minus_sham,449,0.03020644187927246
contrast_sufficiency_transplant_minus_sham,457,0.017099738121032715
contrast_sufficiency_transplant_minus_sham,461,0.024153828620910645
contrast_sufficiency_transplant_minus_sham,463,0.03381180763244629
contrast_sufficiency_transplant_minus_sham,467,0.02557063102722168
contrast_sufficiency_transplant_minus_sham,479,0.017113327980041504
contrast_sufficiency_transplant_minus_sham,487,0.01744377613067627
contrast_sufficiency_transplant_minus_sham,491,0.036049723625183105
contrast_sufficiency_transplant_minus_sham,499,0.01909923553466797
contrast_sufficiency_transplant_minus_sham,503,0.02693653106689453
contrast_sufficiency_transplant_minus_sham,509,0.0257643461227417
contrast_sufficiency_transplant_minus_sham,521,0.012685179710388184
contrast_sufficiency_transplant_minus_sham,523,0.04696226119995117
contrast_independent_sham_minus_noop,409,-0.002476215362548828
contrast_independent_sham_minus_noop,419,-0.001287221908569336
contrast_independent_sham_minus_noop,421,-0.004802346229553223
contrast_independent_sham_minus_noop,431,-0.0040444135665893555
contrast_independent_sham_minus_noop,433,-0.0032416582107543945
contrast_independent_sham_minus_noop,439,-0.0004545450210571289
contrast_independent_sham_minus_noop,443,-0.0032848119735717773
contrast_independent_sham_minus_noop,449,-0.0023651123046875
contrast_independent_sham_minus_noop,457,-0.0032001733779907227
