inference_status,run_id,seed,cohort,q_q,k_y,overlap,step,behavior_P,causal_P,causal_c_hard_P,causal_abs_P,causal_share_P,behavior_Q,causal_Q,causal_c_hard_Q,causal_abs_Q,causal_share_Q,behavior_Y,causal_Y,causal_c_hard_Y,causal_abs_Y,causal_share_Y,probe_raw_control,probe_raw_control_permuted,probe_raw_P,probe_raw_P_permuted,probe_raw_P_selectivity,probe_raw_Q,probe_raw_Q_permuted,probe_raw_Q_selectivity,probe_raw_Y,probe_raw_Y_permuted,probe_raw_Y_selectivity,probe_first_hidden_control,probe_first_hidden_control_permuted,probe_first_hidden_P,probe_first_hidden_P_permuted,probe_first_hidden_P_selectivity,probe_first_hidden_Q,probe_first_hidden_Q_permuted,probe_first_hidden_Q_selectivity,probe_first_hidden_Y,probe_first_hidden_Y_permuted,probe_first_hidden_Y_selectivity,probe_final_hidden_control,probe_final_hidden_control_permuted,probe_final_hidden_P,probe_final_hidden_P_permuted,probe_final_hidden_P_selectivity,probe_final_hidden_Q,probe_final_hidden_Q_permuted,probe_final_hidden_Q_selectivity,probe_final_hidden_Y,probe_final_hidden_Y_permuted,probe_final_hidden_Y_selectivity,tuple_consistency,codeword_consistency,codeword_consistency_row_weighted,nuisance_consistency,sign_inversion_symmetry,signature,signature_bits,named_rule,function_family,essential_variables,essential_variable_count,monotone_in_candidates,nearest_named_rules,nearest_named_hamming,tuple_---_positive_rate,tuple_---_positive_probability,tuple_--+_positive_rate,tuple_--+_positive_probability,tuple_-+-_positive_rate,tuple_-+-_positive_probability,tuple_-++_positive_rate,tuple_-++_positive_probability,tuple_+--_positive_rate,tuple_+--_positive_probability,tuple_+-+_positive_rate,tuple_+-+_positive_probability,tuple_++-_positive_rate,tuple_++-_positive_probability,tuple_+++_positive_rate,tuple_+++_positive_probability,phase,taxonomy
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,24,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.56103515625,0.489501953125,1.0,0.502685546875,0.43896484375,0.850341796875,0.521240234375,0.289306640625,0.50830078125,0.505859375,-0.052734375,0.567626953125,0.50244140625,1.0,0.509765625,0.432373046875,0.904296875,0.521484375,0.336669921875,0.52734375,0.4931640625,-0.040283203125,1.0,1.0,1.0,1.0,1.0,15,00001111,pure_P,pure_P,P,1,1,pure_P,0,0.0,0.09616580905411334,0.0,0.09780860278540324,0.0,0.1449845879856032,0.0,0.14734309329763823,1.0,0.8485897623637821,1.0,0.8463921085197526,1.0,0.8954139897805643,1.0,0.8982435479149813,P,tuple:pure_P
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,33,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.57177734375,0.48974609375,1.0,0.496826171875,0.42822265625,0.906494140625,0.518310546875,0.334716796875,0.510009765625,0.5068359375,-0.061767578125,0.578857421875,0.4970703125,1.0,0.49951171875,0.421142578125,0.95751953125,0.513671875,0.378662109375,0.520751953125,0.501708984375,-0.05810546875,1.0,1.0,1.0,1.0,1.0,15,00001111,pure_P,pure_P,P,1,1,pure_P,0,0.0,0.0359738992445497,0.0,0.03717357817056355,0.0,0.08590224024490062,0.0,0.0872436931739945,1.0,0.8904707450220188,1.0,0.8903106636433646,1.0,0.9470108838285847,1.0,0.9495534990593425,P,tuple:pure_P
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,45,0.99658203125,0.996337890625,0.99267578125,0.99267578125,0.9888933927847587,0.50341796875,0.5035400390625,0.007080078125,0.007080078125,0.007053100932306444,0.50048828125,0.5003255208333334,0.0006510416666666666,0.004069010416666667,0.004053506282934738,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.585693359375,0.49365234375,1.0,0.499267578125,0.414306640625,0.970703125,0.519287109375,0.385009765625,0.509521484375,0.506591796875,-0.076171875,0.5947265625,0.493408203125,1.0,0.501220703125,0.4052734375,0.991455078125,0.509033203125,0.396728515625,0.514404296875,0.4970703125,-0.080322265625,0.99658203125,1.0,1.0,0.99658203125,1.0,15,00001111,pure_P,pure_P,P,1,1,pure_P,0,0.0,0.0644091347494404,0.0,0.06830526822618563,0.0,0.22340265852079338,0.0078125,0.2273132533039023,0.9921875,0.7951849491971847,0.98828125,0.795301098433545,1.0,0.9344205567343071,1.0,0.9361122592298425,P,tuple:pure_P
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,62,0.901123046875,0.9031982421875,0.806396484375,0.806396484375,0.7470878727334413,0.598876953125,0.59832763671875,0.1966552734375,0.1966552734375,0.18219172918158855,0.510498046875,0.5099283854166666,0.019856770833333332,0.07633463541666667,0.07072039808497003,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.597412109375,0.49853515625,1.0,0.5,0.402587890625,0.99755859375,0.519775390625,0.400146484375,0.51611328125,0.510009765625,-0.081298828125,0.61474609375,0.509521484375,1.0,0.49853515625,0.38525390625,1.0,0.516357421875,0.38525390625,0.52294921875,0.49658203125,-0.091796875,0.901123046875,0.984375,0.984375,0.906494140625,1.0,15,00001111,pure_P,pure_P,P,1,1,pure_P,0,0.0,0.03537562437437371,0.0,0.038841466391806564,0.091796875,0.3596522274837748,0.154296875,0.37306315073237023,0.716796875,0.5730177585409457,0.73828125,0.5790564286302593,1.0,0.9556770291562111,1.0,0.9565980172915927,P,tuple:pure_P
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,85,0.780029296875,0.7822265625,0.564453125,0.564453125,0.5112970402860197,0.719970703125,0.71649169921875,0.4329833984375,0.4329833984375,0.39220817515019724,0.519775390625,0.5141194661458334,0.028238932291666668,0.10652669270833333,0.09649478456378313,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.6044921875,0.5,1.0,0.501220703125,0.3955078125,1.0,0.5185546875,0.3955078125,0.534912109375,0.503662109375,-0.069580078125,0.60986328125,0.504638671875,1.0,0.49951171875,0.39013671875,1.0,0.5107421875,0.39013671875,0.5380859375,0.496826171875,-0.07177734375,0.787353515625,0.84375,0.84375,0.839599609375,0.75,31,00011111,,three_candidate_monotone_composite,P+Q+Y,3,1,majority_PQY+pure_P,1,0.0,0.014552677751425982,0.0,0.016685760490882672,0.458984375,0.47989296567686124,0.529296875,0.4992199077891598,0.5703125,0.5301406723066195,0.658203125,0.5510130216367598,1.0,0.9860797169165834,1.0,0.9871122946533151,D,nuisance_or_state_sensitive
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,117,0.749267578125,0.748779296875,0.49755859375,0.49755859375,0.4477152899824253,0.750732421875,0.7498779296875,0.499755859375,0.499755859375,0.4496924428822496,0.526123046875,0.5248616536458334,0.049723307291666664,0.114013671875,0.10259226713532513,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.6015625,0.497314453125,1.0,0.50244140625,0.3984375,1.0,0.517822265625,0.3984375,0.627197265625,0.49951171875,0.025634765625,0.61083984375,0.506103515625,1.0,0.500732421875,0.38916015625,1.0,0.516845703125,0.38916015625,0.616943359375,0.49755859375,0.006103515625,0.793212890625,0.828125,0.828125,0.867919921875,0.5,63,00111111,,two_candidate_monotone_composite,P+Q,2,1,constant_positive+majority_PQY+pure_P+pure_Q,2,0.0,0.015725651148170157,0.0,0.019128009851156084,0.556640625,0.5171086504469801,0.619140625,0.5531415579137481,0.51171875,0.5080510690980625,0.658203125,0.5459117027826017,1.0,0.9839029478890522,1.0,0.9853065874602887,D,nuisance_or_state_sensitive
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,161,0.720458984375,0.71826171875,0.4365234375,0.4365234375,0.358952052731957,0.779541015625,0.78009033203125,0.5601806640625,0.5601806640625,0.4606350587211831,0.606689453125,0.603515625,0.20703125,0.21940104166666666,0.18041288854685983,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.604248046875,0.502685546875,1.0,0.49658203125,0.395751953125,1.0,0.520751953125,0.395751953125,0.82763671875,0.506591796875,0.223388671875,0.6376953125,0.497314453125,1.0,0.501220703125,0.3623046875,1.0,0.5166015625,0.3623046875,0.83203125,0.498291015625,0.1943359375,0.871826171875,0.9375,0.9375,0.903564453125,0.75,55,00110111,,three_candidate_monotone_composite,P+Q+Y,3,1,majority_PQY+pure_Q,1,0.0,0.01367263284444647,0.0,0.028246509157466432,0.560546875,0.5150075754348341,0.90625,0.6733502856559542,0.361328125,0.45337592644039154,0.869140625,0.629299742805774,1.0,0.9836082541773126,1.0,0.9915933774110138,D,raw_codeword_patch
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,222,0.75,0.7506103515625,0.501220703125,0.501220703125,0.34006018275681194,0.74755859375,0.74591064453125,0.4918212890625,0.4918212890625,0.3336830190762775,0.740234375,0.7404378255208334,0.4808756510416667,0.4808756510416667,0.3262567981669105,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.6474609375,0.500732421875,1.0,0.4931640625,0.3525390625,1.0,0.51904296875,0.3525390625,1.0,0.50048828125,0.3525390625,0.66357421875,0.4921875,0.998291015625,0.495849609375,0.334716796875,0.999267578125,0.516357421875,0.335693359375,1.0,0.504638671875,0.33642578125,0.98779296875,1.0,1.0,0.98779296875,1.0,23,00010111,majority_PQY,majority_PQY,P+Q+Y,3,1,majority_PQY,0,0.0,0.004260649034837505,0.001953125,0.1200825310089497,0.013671875,0.17855523571811285,0.95703125,0.8261297682170354,0.005859375,0.1568535769776208,0.974609375,0.8158240210213588,0.9921875,0.8701409198810302,1.0,0.9947737243824357,D,tuple:majority_PQY
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,304,0.52294921875,0.5242919921875,0.048583984375,0.048583984375,0.04635993011065812,0.52294921875,0.52362060546875,0.0472412109375,0.0472412109375,0.04507862550960978,0.97705078125,0.97607421875,0.9521484375,0.9521484375,0.9085614443797321,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.654541015625,0.498291015625,1.0,0.49267578125,0.345458984375,0.999755859375,0.521484375,0.34521484375,1.0,0.496337890625,0.345458984375,0.669189453125,0.49072265625,0.997802734375,0.494873046875,0.32861328125,0.998291015625,0.51318359375,0.3291015625,1.0,0.512451171875,0.330810546875,0.97705078125,1.0,1.0,0.97705078125,1.0,85,01010101,pure_Y,pure_Y,Y,1,1,pure_Y,0,0.0,0.000722739297609594,0.9140625,0.7713094609816914,0.0,0.018231929568900677,1.0,0.9828575553328528,0.0,0.014396494133757558,1.0,0.9858181251998995,0.09765625,0.2533727867884202,1.0,0.9991969982421276,Y,tuple:pure_Y
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,418,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.64599609375,0.4990234375,1.0,0.48974609375,0.35400390625,0.999267578125,0.52392578125,0.353271484375,1.0,0.49658203125,0.35400390625,0.663330078125,0.49755859375,0.9951171875,0.4951171875,0.331787109375,0.997314453125,0.51123046875,0.333984375,1.0,0.511474609375,0.336669921875,1.0,1.0,1.0,1.0,1.0,85,01010101,pure_Y,pure_Y,Y,1,1,pure_Y,0,0.0,0.00015713924850457585,1.0,0.9455952012377056,0.0,0.003219543805963257,1.0,0.9967195369944761,0.0,0.002334452924276952,1.0,0.9967996761817444,0.0,0.0497605214686046,1.0,0.9997846124964999,Y,tuple:pure_Y
adaptive_exploratory_posthoc_with_fresh_seed_replication,5541a56ca6cb92cb3a32,11,original,0.9,3,independent,575,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.53515625,0.50244140625,1.0,0.493408203125,0.46484375,0.51025390625,0.51611328125,-0.02490234375,0.500244140625,0.4931640625,-0.034912109375,0.64404296875,0.500244140625,1.0,0.4892578125,0.35595703125,0.999267578125,0.523681640625,0.355224609375,1.0,0.50048828125,0.35595703125,0.667236328125,0.50390625,0.9951171875,0.491455078125,0.327880859375,0.9970703125,0.514404296875,0.329833984375,1.0,0.513916015625,0.332763671875,1.0,1.0,1.0,1.0,1.0,85,01010101,pure_Y,pure_Y,Y,1,1,pure_Y,0,0.0,6.801978028801413e-05,1.0,0.9811430815554867,0.0,0.0013463598166427748,1.0,0.9989529875034902,0.0,0.000983268453095373,1.0,0.9989815547874228,0.0,0.021405764553636103,1.0,0.9999308328811797,Y,tuple:pure_Y
