seed,branch,local_step,global_step,eligible_intersection,target_accuracy,boolean_signature,behavior_P,causal_P,selective_P,control_P,behavior_Q,causal_Q,selective_Q,control_Q,behavior_Y,causal_Y,selective_Y,control_Y
409,independent_q_restore,13,58,True,0.52490234375,00001111,0.80126953125,0.7982177734375,0.398681640625,0.79974365234375,0.6728515625,0.671875,0.36865234375,0.67236328125,0.52490234375,0.52783203125,-0.006591796875,0.5263671875
409,independent_q_restore,17,62,True,0.535400390625,00110011,0.593017578125,0.598876953125,0.394775390625,0.595947265625,0.794677734375,0.7958984375,0.377685546875,0.7952880859375,0.535400390625,0.5360921223958334,0.00146484375,0.5357462565104167
409,independent_q_restore,24,69,True,0.525634765625,00110011,0.453857421875,0.45556640625,0.3837890625,0.4547119140625,0.888427734375,0.89056396484375,0.381591796875,0.889495849609375,0.525634765625,0.523681640625,0.0166015625,0.524658203125
409,independent_q_restore,33,78,True,0.515380859375,00110011,0.471435546875,0.4732666015625,0.37109375,0.47235107421875,0.949462890625,0.94769287109375,0.372314453125,0.948577880859375,0.515380859375,0.5138346354166666,0.022705078125,0.5146077473958333
409,independent_q_restore,45,90,True,0.502685546875,00110011,0.497314453125,0.498046875,0.374267578125,0.4976806640625,0.993408203125,0.99359130859375,0.37548828125,0.993499755859375,0.502685546875,0.5030110677083334,0.06494140625,0.5028483072916667
409,independent_q_restore,62,107,True,0.5,00110011,0.5,0.5,0.352294921875,0.5,1.0,1.0,0.35302734375,1.0,0.5,0.5,0.126708984375,0.5
409,independent_q_restore,85,130,True,0.528076171875,00110011,0.508544921875,0.509765625,0.34375,0.5091552734375,0.971923828125,0.97113037109375,0.34423828125,0.971527099609375,0.528076171875,0.5276285807291666,0.2392578125,0.5278523763020833
409,independent_q_restore,117,162,True,0.727294921875,00010001,0.503662109375,0.5023193359375,0.3466796875,0.50299072265625,0.772705078125,0.7711181640625,0.34716796875,0.77191162109375,0.727294921875,0.726318359375,0.31201171875,0.726806640625
409,independent_q_restore,128,173,True,0.785400390625,00010001,0.500732421875,0.4998779296875,0.34423828125,0.50030517578125,0.714599609375,0.7147216796875,0.343994140625,0.71466064453125,0.785400390625,0.7836507161458333,0.323974609375,0.7845255533854166
409,independent_q_restore,161,206,True,0.97412109375,01010101,0.490234375,0.492919921875,0.335693359375,0.4915771484375,0.52587890625,0.52728271484375,0.33203125,0.526580810546875,0.97412109375,0.9742838541666667,0.335693359375,0.9742024739583334
409,independent_q_restore,222,267,True,1.0,01010101,0.5,0.5,0.31591796875,0.5,0.5,0.5,0.3037109375,0.5,1.0,1.0,0.31591796875,1.0
409,independent_q_restore,304,349,True,1.0,01010101,0.5,0.5,0.311767578125,0.5,0.5,0.5,0.2978515625,0.5,1.0,1.0,0.311767578125,1.0
409,independent_q_restore,418,463,True,1.0,01010101,0.5,0.5,0.308349609375,0.5,0.5,0.5,0.295654296875,0.5,1.0,1.0,0.308349609375,1.0
409,independent_q_restore,575,620,True,1.0,01010101,0.5,0.5,0.311767578125,0.5,0.5,0.5,0.29833984375,0.5,1.0,1.0,0.311767578125,1.0
409,independent_q_restore,790,835,True,1.0,01010101,0.5,0.5,0.311767578125,0.5,0.5,0.5,0.299072265625,0.5,1.0,1.0,0.311767578125,1.0
409,independent_q_restore,1024,1069,True,1.0,01010101,0.5,0.5,0.311279296875,0.5,0.5,0.5,0.298583984375,0.5,1.0,1.0,0.311279296875,1.0
409,independent_padding_sham,0,45,True,0.50146484375,00001111,0.98974609375,0.9892578125,0.409423828125,0.989501953125,0.509765625,0.5107421875,0.3603515625,0.51025390625,0.50146484375,0.5008951822916666,-0.0478515625,0.5011800130208333
409,independent_padding_sham,1,46,True,0.502197265625,00001111,0.984619140625,0.98291015625,0.411865234375,0.9837646484375,0.514892578125,0.51580810546875,0.3681640625,0.515350341796875,0.502197265625,0.5013020833333334,-0.041259765625,0.5017496744791667
409,independent_padding_sham,2,47,True,0.50341796875,00001111,0.97265625,0.9713134765625,0.41015625,0.97198486328125,0.52685546875,0.52630615234375,0.373779296875,0.526580810546875,0.50341796875,0.502685546875,-0.042724609375,0.5030517578125
409,independent_padding_sham,3,48,True,0.505859375,00001111,0.95751953125,0.95751953125,0.411376953125,0.95751953125,0.5419921875,0.540283203125,0.378662109375,0.5411376953125,0.505859375,0.50439453125,-0.03857421875,0.505126953125
409,independent_padding_sham,4,49,True,0.50732421875,00001111,0.935546875,0.934326171875,0.412841796875,0.9349365234375,0.5615234375,0.5601806640625,0.383544921875,0.56085205078125,0.50732421875,0.5061848958333334,-0.03466796875,0.5067545572916667
409,independent_padding_sham,5,50,True,0.51025390625,00001111,0.90966796875,0.9093017578125,0.410888671875,0.90948486328125,0.58544921875,0.5833740234375,0.385009765625,0.58441162109375,0.51025390625,0.5077718098958334,-0.036376953125,0.5090128580729167
409,independent_padding_sham,7,52,True,0.51171875,00001111,0.8671875,0.8662109375,0.413818359375,0.86669921875,0.62548828125,0.62554931640625,0.39208984375,0.625518798828125,0.51171875,0.5106608072916666,-0.024658203125,0.5111897786458333
409,independent_padding_sham,9,54,True,0.50927734375,00011111,0.81640625,0.8155517578125,0.4150390625,0.81597900390625,0.673828125,0.6778564453125,0.398193359375,0.67584228515625,0.50927734375,0.5107828776041666,-0.01220703125,0.5100301106770833
409,independent_padding_sham,13,58,True,0.512451171875,00110011,0.663330078125,0.6676025390625,0.4140625,0.66546630859375,0.825439453125,0.82275390625,0.405517578125,0.8240966796875,0.512451171875,0.5127360026041666,0.00244140625,0.5125935872395833
409,independent_padding_sham,17,62,True,0.5146484375,00110011,0.5576171875,0.559814453125,0.411376953125,0.5587158203125,0.91943359375,0.91729736328125,0.4072265625,0.918365478515625,0.5146484375,0.5130208333333334,0.00341796875,0.5138346354166667
409,independent_padding_sham,24,69,True,0.506103515625,00110011,0.494384765625,0.4976806640625,0.403076171875,0.49603271484375,0.975830078125,0.9765625,0.40380859375,0.9761962890625,0.506103515625,0.5062662760416666,0.00732421875,0.5061848958333333
409,independent_padding_sham,33,78,True,0.50244140625,00110011,0.49755859375,0.498046875,0.39697265625,0.497802734375,0.99658203125,0.996337890625,0.399658203125,0.9964599609375,0.50244140625,0.5021565755208334,0.012451171875,0.5022989908854167
409,independent_padding_sham,45,90,True,0.5,00110011,0.5,0.5,0.391357421875,0.5,1.0,1.0,0.393310546875,1.0,0.5,0.5,0.01513671875,0.5
409,independent_padding_sham,62,107,True,0.5,00110011,0.5,0.4998779296875,0.386474609375,0.49993896484375,1.0,1.0,0.388427734375,1.0,0.5,0.5,0.033935546875,0.5
409,independent_padding_sham,85,130,True,0.514404296875,00110011,0.502197265625,0.5040283203125,0.3740234375,0.50311279296875,0.985595703125,0.98486328125,0.375,0.9852294921875,0.514404296875,0.5138753255208334,0.029296875,0.5141398111979167
409,independent_padding_sham,117,162,True,0.525390625,00110011,0.50048828125,0.501220703125,0.359375,0.5008544921875,0.974609375,0.973876953125,0.35986328125,0.9742431640625,0.525390625,0.5254313151041666,0.073486328125,0.5254109700520833
409,independent_padding_sham,128,173,True,0.53857421875,00110011,0.5048828125,0.5028076171875,0.35498046875,0.50384521484375,0.96142578125,0.96099853515625,0.355712890625,0.961212158203125,0.53857421875,0.5375162760416666,0.10009765625,0.5380452473958333
409,independent_padding_sham,161,206,True,0.578369140625,00110011,0.488037109375,0.4853515625,0.299072265625,0.4866943359375,0.919677734375,0.9207763671875,0.3017578125,0.92022705078125,0.578369140625,0.5770263671875,0.212646484375,0.57769775390625
409,independent_padding_sham,222,267,True,1.0,01010101,0.5,0.5001220703125,0.322509765625,0.50006103515625,0.5,0.5001220703125,0.322998046875,0.50006103515625,1.0,0.9998372395833333,0.322998046875,0.9999186197916666
409,independent_padding_sham,304,349,True,1.0,01010101,0.5,0.5,0.331787109375,0.5,0.5,0.5,0.33203125,0.5,1.0,1.0,0.332275390625,1.0
409,independent_padding_sham,418,463,True,1.0,01010101,0.5,0.5,0.330810546875,0.5,0.5,0.5,0.3310546875,0.5,1.0,1.0,0.331298828125,1.0
409,independent_padding_sham,575,620,True,1.0,01010101,0.5,0.5,0.333740234375,0.5,0.5,0.5,0.333984375,0.5,1.0,1.0,0.334228515625,1.0
409,independent_padding_sham,790,835,True,1.0,01010101,0.5,0.5,0.335205078125,0.5,0.5,0.5,0.335205078125,0.5,1.0,1.0,0.335693359375,1.0
409,independent_padding_sham,1024,1069,True,1.0,01010101,0.5,0.5,0.33349609375,0.5,0.5,0.5,0.33349609375,0.5,1.0,1.0,0.333984375,1.0
409,nested_noop,0,45,True,0.5,00001111,1.0,1.0,0.412109375,1.0,0.5,0.5,0.196533203125,0.5,0.5,0.5,-0.032470703125,0.5
409,nested_noop,1,46,True,0.5,00001111,1.0,1.0,0.411865234375,1.0,0.5,0.50006103515625,0.205078125,0.500030517578125,0.5,0.5,-0.026123046875,0.5
409,nested_noop,2,47,True,0.50048828125,00001111,0.99951171875,0.99951171875,0.412109375,0.99951171875,0.50048828125,0.5003662109375,0.217529296875,0.50042724609375,0.50048828125,0.5002848307291666,-0.02734375,0.5003865559895833
409,nested_noop,3,48,True,0.501708984375,00001111,0.997802734375,0.997802734375,0.4130859375,0.997802734375,0.501220703125,0.5009765625,0.231689453125,0.5010986328125,0.501708984375,0.5008544921875,-0.022705078125,0.50128173828125
409,nested_noop,4,49,True,0.501953125,00001111,0.99462890625,0.994140625,0.413330078125,0.994384765625,0.50390625,0.503662109375,0.23876953125,0.5037841796875,0.501953125,0.5012613932291666,-0.01708984375,0.5016072591145833
409,nested_noop,5,50,True,0.504150390625,00001111,0.982177734375,0.9822998046875,0.410888671875,0.98223876953125,0.512939453125,0.51116943359375,0.245849609375,0.512054443359375,0.504150390625,0.50244140625,-0.02099609375,0.5032958984375
409,nested_noop,7,52,True,0.506591796875,00001111,0.952880859375,0.9505615234375,0.40966796875,0.95172119140625,0.532958984375,0.5311279296875,0.262451171875,0.53204345703125,0.506591796875,0.5041097005208334,-0.019775390625,0.5053507486979167
409,nested_noop,9,54,True,0.504638671875,00001111,0.929931640625,0.927734375,0.415283203125,0.9288330078125,0.547607421875,0.54644775390625,0.28857421875,0.547027587890625,0.504638671875,0.5061442057291666,-0.01220703125,0.5053914388020833
409,nested_noop,13,58,True,0.509765625,00001111,0.91845703125,0.9130859375,0.410400390625,0.915771484375,0.56298828125,0.560546875,0.316650390625,0.561767578125,0.509765625,0.5106608072916666,-0.001708984375,0.5102132161458333
409,nested_noop,17,62,True,0.52978515625,00001111,0.87939453125,0.8817138671875,0.398681640625,0.88055419921875,0.609375,0.603759765625,0.329833984375,0.6065673828125,0.52978515625,0.5291341145833334,-0.009765625,0.5294596354166667
409,nested_noop,24,69,True,0.547119140625,00000011,0.679443359375,0.6839599609375,0.39599609375,0.68170166015625,0.750732421875,0.7462158203125,0.366943359375,0.74847412109375,0.547119140625,0.5447591145833334,0.019775390625,0.5459391276041667
409,nested_noop,33,78,True,0.5283203125,00110011,0.55517578125,0.556640625,0.38427734375,0.555908203125,0.900390625,0.90118408203125,0.384033203125,0.900787353515625,0.5283203125,0.5274251302083334,0.020751953125,0.5278727213541667
409,nested_noop,45,90,True,0.5166015625,00110011,0.5185546875,0.5184326171875,0.36669921875,0.51849365234375,0.96875,0.96893310546875,0.369140625,0.968841552734375,0.5166015625,0.5159912109375,0.01171875,0.51629638671875
409,nested_noop,62,107,True,0.5,00110011,0.5,0.499755859375,0.33642578125,0.4998779296875,1.0,0.99993896484375,0.338134765625,0.999969482421875,0.5,0.5,-0.00634765625,0.5
409,nested_noop,85,130,True,0.5185546875,00110011,0.5087890625,0.5081787109375,0.332275390625,0.50848388671875,0.9814453125,0.9820556640625,0.333251953125,0.98175048828125,0.5185546875,0.5177001953125,0.037353515625,0.51812744140625
409,nested_noop,117,162,True,0.53857421875,00110011,0.51025390625,0.5062255859375,0.33056640625,0.50823974609375,0.96142578125,0.96209716796875,0.330810546875,0.961761474609375,0.53857421875,0.5362955729166666,0.198486328125,0.5374348958333333
409,nested_noop,128,173,True,0.598388671875,00110011,0.516357421875,0.5147705078125,0.328857421875,0.51556396484375,0.901611328125,0.9022216796875,0.3291015625,0.90191650390625,0.598388671875,0.5977376302083334,0.265869140625,0.5980631510416667
409,nested_noop,161,206,True,0.947509765625,01010101,0.493408203125,0.4951171875,0.34326171875,0.4942626953125,0.552490234375,0.553955078125,0.343505859375,0.55322265625,0.947509765625,0.9466959635416667,0.34375,0.9471028645833334
409,nested_noop,222,267,True,1.0,01010101,0.5,0.5,0.337158203125,0.5,0.5,0.5,0.3369140625,0.5,1.0,1.0,0.337158203125,1.0
409,nested_noop,304,349,True,1.0,01010101,0.5,0.5,0.330078125,0.5,0.5,0.5,0.329833984375,0.5,1.0,1.0,0.330078125,1.0
409,nested_noop,418,463,True,1.0,01010101,0.5,0.5,0.325439453125,0.5,0.5,0.5,0.3251953125,0.5,1.0,1.0,0.32568359375,1.0
409,nested_noop,575,620,True,1.0,01010101,0.5,0.5,0.32763671875,0.5,0.5,0.5,0.327392578125,0.5,1.0,1.0,0.327880859375,1.0
409,nested_noop,790,835,True,1.0,01010101,0.5,0.5,0.335693359375,0.5,0.5,0.5,0.33544921875,0.5,1.0,1.0,0.3359375,1.0
409,nested_noop,1024,1069,True,1.0,01010101,0.5,0.5,0.338623046875,0.5,0.5,0.5,0.338134765625,0.5,1.0,1.0,0.3388671875,1.0
409,nested_q_transplant,0,45,True,0.500244140625,00001111,0.999755859375,0.999755859375,0.408203125,0.999755859375,0.500244140625,0.50018310546875,0.286865234375,0.500213623046875,0.500244140625,0.5001220703125,-0.050537109375,0.50018310546875
409,nested_q_transplant,1,46,True,0.500244140625,00001111,0.999755859375,0.999755859375,0.406494140625,0.999755859375,0.500244140625,0.500244140625,0.295166015625,0.500244140625,0.500244140625,0.5001627604166666,-0.046142578125,0.5002034505208333
409,nested_q_transplant,2,47,True,0.5009765625,00001111,0.99853515625,0.99853515625,0.39794921875,0.99853515625,0.50146484375,0.50128173828125,0.295654296875,0.501373291015625,0.5009765625,0.50048828125,-0.05419921875,0.500732421875
409,nested_q_transplant,3,48,True,0.50244140625,00001111,0.99462890625,0.9951171875,0.400146484375,0.994873046875,0.50439453125,0.504150390625,0.30712890625,0.5042724609375,0.50244140625,0.5013834635416666,-0.050537109375,0.5019124348958333
409,nested_q_transplant,4,49,True,0.502685546875,00001111,0.987060546875,0.9873046875,0.401611328125,0.9871826171875,0.511474609375,0.5101318359375,0.314208984375,0.51080322265625,0.502685546875,0.5018310546875,-0.044677734375,0.50225830078125
409,nested_q_transplant,5,50,True,0.5048828125,00001111,0.97216796875,0.971923828125,0.39208984375,0.9720458984375,0.525390625,0.52362060546875,0.31201171875,0.524505615234375,0.5048828125,0.5033365885416666,-0.05078125,0.5041097005208333
409,nested_q_transplant,7,52,True,0.507080078125,00001111,0.938720703125,0.9361572265625,0.385009765625,0.93743896484375,0.555908203125,0.55499267578125,0.323974609375,0.555450439453125,0.507080078125,0.50634765625,-0.05029296875,0.5067138671875
409,nested_q_transplant,9,54,True,0.5087890625,00001111,0.91748046875,0.912353515625,0.385986328125,0.9149169921875,0.57470703125,0.57501220703125,0.337646484375,0.574859619140625,0.5087890625,0.5090738932291666,-0.048095703125,0.5089314778645833
409,nested_q_transplant,13,58,True,0.515625,00001111,0.89111328125,0.886474609375,0.383056640625,0.8887939453125,0.6025390625,0.602783203125,0.3544921875,0.6026611328125,0.515625,0.5172526041666666,-0.042236328125,0.5164388020833333
409,nested_q_transplant,17,62,True,0.528076171875,00000111,0.784912109375,0.7869873046875,0.400390625,0.78594970703125,0.711669921875,0.71136474609375,0.38916015625,0.711517333984375,0.528076171875,0.5271809895833334,-0.021484375,0.5276285807291667
409,nested_q_transplant,24,69,True,0.53076171875,00110011,0.60498046875,0.6065673828125,0.39013671875,0.60577392578125,0.88916015625,0.88787841796875,0.3916015625,0.888519287109375,0.53076171875,0.5274251302083334,-0.01318359375,0.5290934244791667
409,nested_q_transplant,33,78,True,0.5087890625,00110011,0.51904296875,0.518798828125,0.360595703125,0.5189208984375,0.97021484375,0.9686279296875,0.364013671875,0.96942138671875,0.5087890625,0.507568359375,-0.03076171875,0.5081787109375
409,nested_q_transplant,45,90,True,0.5009765625,00110011,0.5009765625,0.5015869140625,0.3486328125,0.50128173828125,0.9990234375,0.9981689453125,0.350341796875,0.99859619140625,0.5009765625,0.5010986328125,-0.027587890625,0.50103759765625
409,nested_q_transplant,62,107,True,0.5,00110011,0.5,0.5,0.35986328125,0.5,1.0,1.0,0.361572265625,1.0,0.5,0.5,0.01220703125,0.5
409,nested_q_transplant,85,130,True,0.51025390625,00110011,0.5048828125,0.50439453125,0.34619140625,0.504638671875,0.98974609375,0.98797607421875,0.346923828125,0.988861083984375,0.51025390625,0.5115152994791666,0.0205078125,0.5108846028645833
409,nested_q_transplant,117,162,True,0.51904296875,00110011,0.50390625,0.503173828125,0.310546875,0.5035400390625,0.98095703125,0.97906494140625,0.3115234375,0.980010986328125,0.51904296875,0.5187581380208334,0.086669921875,0.5189005533854167
409,nested_q_transplant,128,173,True,0.54345703125,00110011,0.51171875,0.5078125,0.303955078125,0.509765625,0.95654296875,0.9569091796875,0.3046875,0.95672607421875,0.54345703125,0.5419921875,0.142822265625,0.542724609375
409,nested_q_transplant,161,206,True,0.767333984375,01010001,0.506591796875,0.500732421875,0.305419921875,0.503662109375,0.732666015625,0.73736572265625,0.304931640625,0.735015869140625,0.767333984375,0.7662353515625,0.3017578125,0.76678466796875
409,nested_q_transplant,222,267,True,1.0,01010101,0.5,0.5,0.331787109375,0.5,0.5,0.5,0.329833984375,0.5,1.0,1.0,0.331787109375,1.0
409,nested_q_transplant,304,349,True,1.0,01010101,0.5,0.5,0.325927734375,0.5,0.5,0.5,0.323974609375,0.5,1.0,1.0,0.325927734375,1.0
409,nested_q_transplant,418,463,True,1.0,01010101,0.5,0.5,0.328125,0.5,0.5,0.5,0.32568359375,0.5,1.0,1.0,0.328125,1.0
409,nested_q_transplant,575,620,True,1.0,01010101,0.5,0.5,0.323486328125,0.5,0.5,0.5,0.3212890625,0.5,1.0,1.0,0.323486328125,1.0
409,nested_q_transplant,790,835,True,1.0,01010101,0.5,0.5,0.320068359375,0.5,0.5,0.5,0.31787109375,0.5,1.0,1.0,0.320068359375,1.0
409,nested_q_transplant,1024,1069,True,1.0,01010101,0.5,0.5,0.318115234375,0.5,0.5,0.5,0.31591796875,0.5,1.0,1.0,0.318115234375,1.0
409,nested_padding_sham,0,45,True,0.5,00001111,1.0,1.0,0.420654296875,1.0,0.5,0.5,0.168212890625,0.5,0.5,0.5,-0.019775390625,0.5
409,nested_padding_sham,1,46,True,0.500244140625,00001111,0.999755859375,0.9998779296875,0.415283203125,0.99981689453125,0.500244140625,0.50018310546875,0.177490234375,0.500213623046875,0.500244140625,0.5001220703125,-0.019287109375,0.50018310546875
409,nested_padding_sham,2,47,True,0.500244140625,00001111,0.999755859375,0.99951171875,0.41796875,0.9996337890625,0.500244140625,0.5003662109375,0.195068359375,0.50030517578125,0.500244140625,0.500244140625,-0.0107421875,0.500244140625
409,nested_padding_sham,3,48,True,0.5009765625,00001111,0.998046875,0.998046875,0.416748046875,0.998046875,0.50146484375,0.501220703125,0.20068359375,0.5013427734375,0.5009765625,0.5005289713541666,-0.015625,0.5007527669270833
409,nested_padding_sham,4,49,True,0.501220703125,00001111,0.992919921875,0.9932861328125,0.41259765625,0.99310302734375,0.505126953125,0.50421142578125,0.20458984375,0.504669189453125,0.501220703125,0.5010579427083334,-0.020263671875,0.5011393229166667
409,nested_padding_sham,5,50,True,0.504638671875,00001111,0.985107421875,0.9854736328125,0.413330078125,0.98529052734375,0.510498046875,0.5098876953125,0.211669921875,0.51019287109375,0.504638671875,0.50341796875,-0.017578125,0.5040283203125
409,nested_padding_sham,7,52,True,0.504150390625,00001111,0.952880859375,0.95361328125,0.41357421875,0.9532470703125,0.531982421875,0.53057861328125,0.228271484375,0.531280517578125,0.504150390625,0.5029703776041666,-0.0234375,0.5035603841145833
409,nested_padding_sham,9,54,True,0.5048828125,00001111,0.931640625,0.930419921875,0.415771484375,0.9310302734375,0.5458984375,0.54437255859375,0.248291015625,0.545135498046875,0.5048828125,0.5056966145833334,-0.01220703125,0.5052897135416667
409,nested_padding_sham,13,58,True,0.508544921875,00001111,0.921630859375,0.9210205078125,0.40869140625,0.92132568359375,0.560791015625,0.55859375,0.283935546875,0.5596923828125,0.508544921875,0.5090738932291666,0.000732421875,0.5088094075520833
409,nested_padding_sham,17,62,True,0.53076171875,00001111,0.88232421875,0.88525390625,0.402587890625,0.8837890625,0.60546875,0.603515625,0.312744140625,0.6044921875,0.53076171875,0.5292561848958334,-0.002685546875,0.5300089518229167
409,nested_padding_sham,24,69,True,0.54443359375,00000011,0.67578125,0.6785888671875,0.39697265625,0.67718505859375,0.73486328125,0.73309326171875,0.35595703125,0.733978271484375,0.54443359375,0.54296875,0.015625,0.543701171875
