run_id,seed,q_p,q_q,k_q,k_y,width,overlap,error_phi,calibration_p,calibration_q,calibration_y,iid_accuracy,both_wrong_accuracy,p_wrong_accuracy,q_wrong_accuracy,mixture_weight_p,mixture_weight_q,mixture_weight_y,mixture_weight_sum,mixture_closure_error,mixture_closure_abs,mixture_tolerance,static_mixture_compatible,influence_p,influence_q,influence_y,share_p,share_q,share_y,diagnostic_winner,diagnostic_distance,diagnostic_margin,causal_winner,diagnostic_causal_agree,pure_goal_selection,selected_goal
b8d5c5e583850cbe3e1e,71,0.99,0.99,2,5,16,independent,0.0,1.0,1.0,1.0,0.989,0.0,0.4736,0.5158,0.5158,0.4736,0.0,0.9894000000000001,-0.010599999999999943,0.010599999999999943,0.05,1,0.5187,0.48135,0.14234666666666668,0.4540454424761977,0.42135101934821234,0.12460353817558992,P,0.3910441577793144,0.034454216678998506,P,1,0,mixture_or_unresolved
b98789a566a998ca7027,67,0.9,0.9,3,5,16,nested,0.9999999999999999,1.0,1.0,1.0,0.9,0.0007,0.0009,0.9999,0.9992,0.00019999999999999998,0.0007,1.0001,9.999999999998899e-05,9.999999999998899e-05,0.05,1,0.9990333333333333,0.0011777777777777778,0.0008933333333333333,0.9979311737925002,0.001176478422719796,0.0008923477847799207,P,0.0006608075867199664,0.8151825822048911,P,1,1,P
b992561375c0a3352d25,97,0.99,0.9,2,5,16,independent,0.0,1.0,1.0,1.0,0.98925,0.0,0.0153,0.9847,0.9847,0.0153,0.0,1.0,0.0,0.0,0.05,1,0.9842666666666667,0.015966666666666667,0.013186666666666666,0.9712327235170677,0.015755231460467197,0.013012045022465184,P,0.0124923976881942,0.7915117855513376,P,1,1,P
b9b7d0be221eae2e3766,11,0.9,0.95,3,3,64,nested,0.6882472016116853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,1,0.0,0.0,1.0,0.0,0.0,1.0,Y,0.0,0.816496580927726,Y,1,1,Y
b9f4f570fb9cf28efa58,83,0.99,0.99,2,5,64,nested,1.0,1.0,1.0,1.0,0.98925,0.0139,0.1105,0.9486,0.9347,0.0966,0.0139,1.0452,0.04519999999999991,0.04519999999999991,0.05,1,0.9192666666666667,0.0896,0.07186666666666666,0.8505952748133984,0.08290666831164024,0.06649805687496144,P,0.07081765316642455,0.6800142010681527,P,1,0,mixture_or_unresolved
b9f6c1c7bfcf56119c21,67,0.9,0.99,2,5,16,independent,0.0,1.0,1.0,1.0,0.98975,0.0,0.9849,0.0167,0.0167,0.9849,0.0,1.0016,0.0016000000000000458,0.0016000000000000458,0.05,1,0.016066666666666667,0.9841166666666666,0.012826666666666667,0.01586032385333478,0.9714777412529656,0.012661934893699635,Q,0.012998717885494195,0.7905158329057987,Q,1,1,Q
ba026d8fbac9da818620,71,0.9,0.9,3,5,64,independent,-1.9274705288631186e-17,1.0,1.0,1.0,1.0,0.9936,1.0,1.0,0.006399999999999961,0.006399999999999961,0.9936,1.0064,0.006399999999999961,0.006399999999999961,0.05,1,0.005,0.004733333333333333,0.9978666666666667,0.0049622866216752675,0.00469763133518592,0.9903400820431387,Y,0.003695041722813583,0.8101929440180582,Y,1,1,Y
ba7f4d41e024bbce5017,83,0.99,0.95,3,5,16,nested,0.43808582711518057,1.0,1.0,1.0,0.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,1,0.9999666666666667,1.1111111111111112e-05,1.3333333333333335e-05,0.9999755553382698,1.1111209877421134e-05,1.3333451852905362e-05,P,0.0,0.816496580927726,P,1,1,P
bab44a794ff8ed8e7fb2,67,0.9,0.99,2,3,64,nested,0.3015113445777637,1.0,1.0,1.0,0.9995,0.9708,1.0,0.1003,-0.8705,0.029200000000000004,0.9708,0.12949999999999995,-0.8705,0.8705,0.05,0,0.5785666666666667,0.3192166666666667,0.39163333333333333,0.4487041944031539,0.2475667291410845,0.30372907645576164,Y,0.5197155407848925,0.04375960803121404,P,0,0,mixture_or_unresolved
baed852322e291a8e4ec,11,0.99,0.95,3,5,16,independent,0.0,1.0,1.0,1.0,0.98575,0.0,0.0711,0.9305,0.9305,0.0711,0.0,1.0016,0.0016000000000000458,0.0016000000000000458,0.05,1,0.9285666666666667,0.07095555555555555,0.05190666666666666,0.8831473782767577,0.06748488300577203,0.04936773871747019,P,0.05740342614629665,0.701693726177875,P,1,1,P
bb023434e7c6cd41cd6f,83,0.99,0.99,2,3,64,independent,0.0,1.0,1.0,1.0,0.99275,0.0,0.6032,0.7191,0.7191,0.6032,0.0,1.3222999999999998,0.3222999999999998,0.3222999999999998,0.05,0,0.6154666666666666,0.49296666666666666,0.22982222222222223,0.45990219439901037,0.3683651187698746,0.17173268683111517,P,0.38416795372163287,0.09001733003708245,P,1,0,mixture_or_unresolved
bb34f9e3389362f5f831,71,0.9,0.99,2,3,16,independent,0.0,1.0,1.0,1.0,1.0,0.8873,1.0,1.0,0.11270000000000002,0.11270000000000002,0.8873,1.1127,0.11270000000000002,0.11270000000000002,0.05,0,0.07436666666666666,0.07358333333333333,0.9624333333333334,0.06697386788346367,0.0662684058058028,0.8667577263107336,Y,0.06506737533767085,0.7067921304447394,Y,1,0,mixture_or_unresolved
bb640e69787b0d4cb83e,67,0.99,0.95,3,3,16,independent,0.0,1.0,1.0,1.0,0.99875,0.8361,0.9667,1.0,0.16390000000000005,0.13060000000000005,0.8361,1.1306,0.13060000000000005,0.13060000000000005,0.05,0,0.11856666666666667,0.10526666666666666,0.9231,0.10337712159962799,0.09178098116717041,0.8048418972332015,Y,0.09656103423914503,0.6413576830552012,Y,1,0,mixture_or_unresolved
bb91a53e58774268fa5b,53,0.9,0.99,3,5,16,independent,0.0,1.0,1.0,1.0,0.98875,0.0,0.9848,0.0114,0.0114,0.9848,0.0,0.9962,-0.0038000000000000256,0.0038000000000000256,0.05,1,0.0132,0.9861777777777778,0.012813333333333333,0.013041015530663952,0.97429997848452,0.012659005984816219,Q,0.010969655114602886,0.7946690149271638,Q,1,1,Q
bbe34336a4d506e7d02f,71,0.9,0.9,3,5,16,independent,-1.9274705288631186e-17,1.0,1.0,1.0,0.98225,0.5108,0.9246,0.9423,0.4315,0.41379999999999995,0.5108,1.3561,0.3561000000000001,0.3561000000000001,0.05,0,0.3126333333333333,0.2956444444444445,0.7654,0.2275885497973809,0.21522110150366822,0.5571903486989509,Y,0.2877099754961583,0.3230630565432946,Y,1,0,mixture_or_unresolved
bc9d3d2467f83014861f,11,0.99,0.95,2,5,16,independent,0.0,1.0,1.0,1.0,0.9885,0.0,0.0862,0.9384,0.9384,0.0862,0.0,1.0246,0.024599999999999955,0.024599999999999955,0.05,1,0.9283666666666667,0.07655,0.058320000000000004,0.8731514777205451,0.071997140805904,0.05485138147355089,P,0.061169164345008555,0.6950550087677002,P,1,1,P
bcc2c5e2adfcb0e070f0,41,0.9,0.99,2,3,64,independent,0.0,1.0,1.0,1.0,0.9975,0.169,1.0,0.908,0.739,0.831,0.169,1.7389999999999999,0.7389999999999999,0.7389999999999999,0.05,0,0.4918,0.5856666666666667,0.6608666666666667,0.2829146692233941,0.33691275167785234,0.3801725790987536,Y,0.4827093673561073,0.050527603105119,Y,1,0,mixture_or_unresolved
bd048ba2cd54828310dd,71,0.9,0.95,3,5,16,independent,-1.3265761976790368e-17,1.0,1.0,1.0,0.98725,0.349,0.9489,0.8669,0.5179,0.5999,0.349,1.4667999999999999,0.4667999999999999,0.4667999999999999,0.05,0,0.3599,0.4418888888888889,0.6850666666666667,0.24205444749172375,0.29719691817930455,0.4607486343289717,Y,0.38476305262676497,0.15558492784507877,Y,1,0,mixture_or_unresolved
bd5b2058f9ff634a5a8f,11,0.99,0.99,3,3,64,independent,0.0,1.0,1.0,1.0,0.9965,0.0058,0.6487,0.9347,0.9289,0.6429,0.0058,1.5776000000000001,0.5776000000000001,0.5776000000000001,0.05,0,0.7353333333333334,0.4518666666666667,0.39607777777777775,0.4644373486789011,0.2853994877013229,0.25016316361977614,P,0.37643477522673174,0.20008045151638443,P,1,0,mixture_or_unresolved
bd5f3bc5e06de248350b,23,0.99,0.99,2,5,64,independent,0.0,1.0,1.0,1.0,0.9895,0.0003,0.5028,0.4921,0.49179999999999996,0.5025000000000001,0.0003,0.9945999999999999,-0.005400000000000071,0.005400000000000071,0.05,1,0.49223333333333336,0.5060166666666667,0.14396666666666666,0.4309456758058162,0.44301285512089067,0.12604146907329317,Q,0.4038854375521191,0.008736399000431827,Q,1,0,mixture_or_unresolved
bd62065a1213f0bd06ce,83,0.99,0.9,2,3,64,independent,0.0,1.0,1.0,1.0,0.99925,0.2929,0.9593,1.0,0.7071000000000001,0.6664000000000001,0.2929,1.6664,0.6664000000000001,0.6664000000000001,0.05,0,0.48316666666666663,0.44111666666666666,0.7370111111111112,0.29083746609905925,0.2655258784147569,0.4436366554861838,Y,0.40892008184159084,0.17017314611628015,Y,1,0,mixture_or_unresolved
bd9843ab8ce71ca6015f,53,0.9,0.99,2,5,16,nested,0.3015113445777637,1.0,1.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,1,0.0,1.0,0.0,0.0,1.0,0.0,Q,0.0,0.816496580927726,Q,1,1,Q
bde429c34eafa962bd04,37,0.99,0.95,3,5,16,nested,0.43808582711518057,1.0,1.0,1.0,0.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,1,1.0,0.0,0.0,1.0,0.0,0.0,P,0.0,0.816496580927726,P,1,1,P
bdeabd9647dd9e4b11e3,83,0.99,0.95,2,5,64,nested,0.43808582711518057,1.0,1.0,1.0,0.989,0.0138,0.0091,0.9979,0.9841,-0.004699999999999999,0.0138,0.9932,-0.006800000000000028,0.006800000000000028,0.05,1,0.9855666666666667,0.014,0.01134,0.9749333931256431,0.013848954074230395,0.01121765280012662,P,0.00962046429925985,0.7975304220493418,P,1,1,P
bef24c75600b64780751,37,0.99,0.95,2,3,16,nested,0.43808582711518057,1.0,1.0,1.0,1.0,0.987,0.9955,1.0,0.013000000000000012,0.008500000000000063,0.987,1.0085000000000002,0.008500000000000174,0.008500000000000174,0.05,1,0.009433333333333334,0.009349999999999999,0.9927666666666667,0.00932562239467484,0.009243240571400326,0.9814311370339249,Y,0.007942501704962567,0.8014171731821258,Y,1,1,Y
bf37d6556a7e0ffbb0a4,23,0.99,0.95,2,5,16,independent,0.0,1.0,1.0,1.0,0.987,0.0,0.0834,0.9108,0.9108,0.0834,0.0,0.9942000000000001,-0.005799999999999916,0.005799999999999916,0.05,1,0.9130666666666667,0.08598333333333333,0.05392,0.8671345495756448,0.08165791364742901,0.05120753677692622,P,0.07050342781264844,0.6755332558251828,P,1,1,P
