mode,k,total,trainable,decoder,behavior,crossed
head_only,3,51713,129,1.0,0.0,True
head_only,2,137,9,1.0,0.304,True
head_only,1,13569,65,1.0,0.9975,True
full,1,273,273,1.0,1.0,True
head_only,5,545,33,0.62375,0.0,False
full,1,51713,51713,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
head_only,2,1089,17,1.0,0.2047,True
head_only,4,1089,65,1.0,0.0002,True
head_only,3,5249,65,1.0,0.0009,True
head_only,3,273,17,0.88075,0.0,False
full,2,18689,18689,1.0,1.0,True
full,1,137,137,1.0,1.0,True
head_only,4,1089,17,0.5,0.2525,False
full,2,1601,1601,1.0,1.0,True
subspace,5,51713,16,0.57475,0.1591,False
head_only,1,353,9,1.0,0.4743,True
head_only,4,1089,17,0.62275,0.0724,False
full,5,353,353,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,2,273,17,1.0,0.1187,True
head_only,2,353,9,0.24825,0.2411,False
full,4,13569,13569,1.0,1.0,True
head_only,2,273,17,1.0,0.1187,True
head_only,1,18689,129,1.0,1.0,True
head_only,5,545,33,0.6015,0.0002,False
full,1,273,273,1.0,1.0,True
head_only,5,1089,65,0.59275,0.0,False
full,4,3713,3713,1.0,1.0,True
head_only,4,545,33,0.88325,0.0128,False
full,3,353,353,1.0,1.0,True
head_only,3,13569,65,1.0,0.1895,True
full,3,1601,1601,1.0,1.0,True
head_only,3,137,9,0.6215,0.16,False
head_only,5,13569,65,0.501,0.0,False
full,2,273,273,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
subspace,3,51713,4,0.5,0.4461,False
full,3,3713,3713,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,2,273,17,1.0,0.0684,True
head_only,2,3713,33,1.0,0.0852,True
full,4,51713,51713,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,4,3713,33,0.607,0.312,False
full,1,273,273,1.0,1.0,True
head_only,3,3713,33,1.0,0.0002,True
full,3,1089,1089,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,1,273,273,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,2,2177,129,1.0,0.0012,True
head_only,4,209,9,0.42525,0.1224,False
head_only,4,209,9,0.68975,0.2691,False
head_only,3,1601,33,1.0,0.0035,True
head_only,3,353,9,0.6245,0.1537,False
full,3,18689,18689,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,2,353,9,0.5015,0.1802,False
full,1,3713,3713,1.0,1.0,True
head_only,4,1089,17,0.4965,0.1792,False
full,1,1601,1601,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,3,209,9,0.63175,0.3185,False
full,3,1089,1089,1.0,1.0,True
head_only,1,545,33,1.0,0.987,True
full,5,209,209,1.0,1.0,True
head_only,2,2177,129,1.0,0.8537,True
full,3,1601,1601,1.0,1.0,True
head_only,4,13569,65,0.743,0.1358,False
subspace,2,51713,16,1.0,0.1844,True
head_only,5,1089,65,0.5605,0.0,False
full,5,353,353,1.0,0.0663,True
head_only,1,2177,129,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
head_only,1,1089,17,1.0,0.5264,True
head_only,1,5249,65,1.0,0.9074,True
full,4,137,137,1.0,1.0,True
head_only,3,209,9,0.64425,0.3086,False
head_only,1,1089,65,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,13569,65,1.0,0.0,True
head_only,1,2177,129,1.0,1.0,True
head_only,3,137,9,0.87675,0.0541,False
head_only,5,13569,65,0.5925,0.195,False
full,3,137,137,1.0,1.0,True
head_only,3,545,33,0.3765,0.0074,False
full,5,3713,3713,1.0,1.0,True
head_only,5,353,9,0.6325,0.43,False
full,3,18689,18689,1.0,1.0,True
head_only,5,137,9,0.5,0.16,False
head_only,1,353,9,1.0,0.6253,True
full,2,5249,5249,1.0,1.0,True
head_only,5,273,17,0.5355,0.0004,False
subspace,5,51713,4,0.5,0.3257,False
head_only,4,545,33,0.49575,0.0017,False
full,4,545,545,1.0,1.0,True
head_only,4,1089,17,0.62025,0.1957,False
head_only,1,18689,129,1.0,1.0,True
subspace,5,51713,16,0.5545,0.1276,False
full,3,51713,51713,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,2,1601,33,1.0,0.0,True
head_only,1,545,17,1.0,0.632,True
head_only,5,545,17,0.5625,0.0015,False
full,2,545,545,1.0,1.0,True
head_only,2,13569,65,0.48725,0.1303,False
full,2,2177,2177,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
head_only,5,1089,65,0.93225,0.0001,False
head_only,5,209,9,0.45975,0.2451,False
head_only,3,1601,33,1.0,0.0,True
full,4,273,273,1.0,1.0,True
full,5,273,273,1.0,0.026,True
full,3,1089,1089,1.0,1.0,True
head_only,5,2177,129,0.534,0.0,False
head_only,4,5249,65,0.49775,0.0,False
head_only,2,51713,129,1.0,0.0409,True
head_only,3,545,33,0.5015,0.0048,False
head_only,3,1089,65,1.0,0.0004,True
head_only,2,5249,65,1.0,0.2517,True
head_only,3,353,9,0.74975,0.2454,False
full,3,3713,3713,1.0,1.0,True
head_only,4,1601,33,0.4935,0.0,False
head_only,4,51713,129,1.0,0.0,True
head_only,3,209,9,0.6265,0.1822,False
full,5,5249,5249,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,2,137,9,0.50425,0.1045,False
head_only,1,3713,33,1.0,0.5204,True
full,1,137,137,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,2,273,17,1.0,0.0003,True
full,3,1601,1601,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,5249,65,0.571,0.0,False
full,3,545,545,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,3,1089,65,1.0,0.0002,True
full,5,273,273,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,3,137,9,0.755,0.1864,False
head_only,3,353,9,0.3755,0.2208,False
full,1,51713,51713,1.0,0.9999,True
full,1,51713,51713,1.0,1.0,True
head_only,3,273,17,0.88,0.0,False
full,3,3713,3713,1.0,1.0,True
head_only,4,209,9,0.6045,0.2294,False
head_only,1,5249,65,1.0,1.0,True
head_only,2,13569,65,1.0,0.0875,True
head_only,1,5249,65,1.0,0.9935,True
head_only,2,137,9,0.50425,0.1045,False
head_only,1,5249,65,1.0,0.9998,True
full,3,209,209,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,4,3713,33,0.559,0.0,False
full,5,1089,1089,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,1,209,9,1.0,0.5522,True
full,4,1601,1601,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,3,209,209,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,2,545,17,1.0,0.0002,True
full,4,273,273,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,1,545,17,1.0,0.8321,True
head_only,1,545,33,1.0,0.9972,True
head_only,4,545,33,0.485,0.0008,False
full,3,5249,5249,1.0,1.0,True
head_only,4,13569,65,0.5,0.1709,False
head_only,4,545,33,1.0,0.0009,True
full,2,18689,18689,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,4,1089,65,0.6775,0.0,False
head_only,1,273,17,1.0,0.5777,True
full,1,137,137,1.0,1.0,True
full,2,137,137,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,5,137,137,1.0,0.0,True
full,5,3713,3713,1.0,1.0,True
head_only,2,5249,65,1.0,0.1694,True
full,3,353,353,1.0,1.0,True
head_only,2,51713,129,1.0,0.0102,True
full,5,545,545,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,5,137,9,0.569,0.1918,False
full,2,353,353,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
head_only,4,3713,33,0.6885,0.0,False
head_only,2,3713,33,1.0,0.0817,True
full,1,273,273,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,3,209,9,0.87125,0.3922,False
head_only,1,13569,65,1.0,0.5611,True
full,2,2177,2177,1.0,1.0,True
head_only,2,18689,129,1.0,0.2497,True
head_only,1,209,9,1.0,0.5355,True
head_only,3,3713,33,0.76,0.3741,False
head_only,4,51713,129,0.618,0.0,False
full,3,1601,1601,1.0,1.0,True
full,2,209,209,1.0,1.0,True
head_only,4,5249,65,0.634,0.0,False
head_only,1,209,9,1.0,0.6154,True
full,1,1601,1601,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,2,545,33,1.0,0.0,True
full,5,1089,1089,1.0,1.0,True
head_only,1,13569,65,1.0,0.9707,True
head_only,5,5249,65,0.5265,0.0,False
full,3,273,273,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,1,273,273,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,4,209,209,1.0,1.0,True
head_only,5,545,33,0.71375,0.0011,False
full,4,1601,1601,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,4,5249,65,1.0,0.0001,True
head_only,4,1601,33,0.68775,0.0,False
head_only,1,3713,33,1.0,0.8707,True
full,1,13569,13569,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,3,353,9,0.5,0.2002,False
head_only,2,209,9,1.0,0.1907,True
head_only,1,1089,17,1.0,0.8916,True
head_only,4,209,9,0.55025,0.2713,False
head_only,4,2177,129,0.62275,0.0,False
full,5,1089,1089,1.0,1.0,True
subspace,3,51713,256,1.0,0.0089,True
full,1,273,273,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,5,137,9,0.54825,0.2268,False
full,2,3713,3713,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,1,5249,65,1.0,1.0,True
subspace,2,51713,1024,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,5,2177,129,1.0,0.0,True
head_only,4,13569,65,0.7395,0.0,False
head_only,2,545,17,1.0,0.1457,True
head_only,4,13569,65,0.629,0.0,False
head_only,3,3713,33,0.5095,0.02,False
head_only,3,1601,33,0.62775,0.0024,False
full,5,273,273,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
head_only,2,51713,129,1.0,0.3321,True
head_only,5,2177,129,0.55375,0.0,False
full,5,3713,3713,1.0,1.0,True
head_only,5,2177,129,0.54575,0.0,False
head_only,4,13569,65,0.50425,0.0,False
head_only,1,1089,17,1.0,0.504,True
full,1,1601,1601,1.0,1.0,True
head_only,2,2177,129,1.0,0.7173,True
full,1,1601,1601,1.0,1.0,True
head_only,2,3713,33,1.0,0.0391,True
full,4,5249,5249,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,4,545,17,0.5605,0.0857,False
head_only,3,545,33,1.0,0.0,True
head_only,1,545,17,1.0,0.9795,True
head_only,1,18689,129,1.0,1.0,True
full,1,545,545,1.0,1.0,True
subspace,1,51713,64,1.0,0.9845,True
head_only,5,137,9,0.60125,0.1622,False
full,4,18689,18689,1.0,1.0,True
head_only,4,1601,33,0.50675,0.0,False
full,4,545,545,1.0,1.0,True
full,4,209,209,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,5,13569,65,0.53475,0.0,False
head_only,5,5249,65,0.47025,0.0025,False
head_only,5,353,9,0.5355,0.1432,False
head_only,4,137,9,0.43425,0.2418,False
full,1,13569,13569,1.0,1.0,True
full,5,353,353,1.0,1.0,True
head_only,3,1601,33,1.0,0.0091,True
head_only,2,545,33,1.0,0.2613,True
full,2,13569,13569,1.0,1.0,True
head_only,5,273,17,0.52575,0.0717,False
head_only,1,18689,129,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
head_only,5,353,9,0.5,0.4611,False
full,2,3713,3713,1.0,1.0,True
head_only,3,273,17,1.0,0.102,True
head_only,3,1089,17,0.62775,0.1279,False
head_only,2,1089,65,1.0,0.3156,True
head_only,3,51713,129,0.62625,0.0,False
full,2,13569,13569,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,2,273,17,1.0,0.0016,True
head_only,1,1601,33,1.0,0.9616,True
full,5,51713,51713,1.0,1.0,True
head_only,2,5249,65,1.0,0.0943,True
head_only,2,545,17,1.0,0.0084,True
full,3,353,353,1.0,1.0,True
subspace,3,51713,1024,1.0,0.9999,True
head_only,4,353,9,0.4485,0.2124,False
full,3,137,137,1.0,1.0,True
head_only,5,1089,17,0.49725,0.0026,False
head_only,4,273,17,0.7615,0.1246,False
head_only,2,273,17,1.0,0.1642,True
head_only,1,1089,65,1.0,1.0,True
head_only,3,18689,129,1.0,0.0044,True
head_only,1,353,9,1.0,0.554,True
full,2,1601,1601,1.0,1.0,True
head_only,5,1089,65,0.5685,0.0,False
full,4,545,545,1.0,1.0,True
head_only,2,51713,129,1.0,0.0,True
head_only,1,1089,65,1.0,1.0,True
head_only,3,137,9,1.0,0.2475,True
full,2,51713,51713,1.0,1.0,True
head_only,1,545,17,1.0,0.7807,True
full,2,51713,51713,1.0,1.0,True
head_only,3,545,17,0.74625,0.038,False
head_only,3,13569,65,0.502,0.0976,False
head_only,4,545,17,0.73825,0.1284,False
full,4,18689,18689,1.0,1.0,True
head_only,2,1089,17,1.0,0.2191,True
full,4,1601,1601,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,5,545,33,0.8255,0.0163,False
head_only,1,137,9,1.0,0.6783,True
head_only,5,545,33,0.466,0.0,False
full,3,2177,2177,1.0,1.0,True
head_only,4,3713,33,0.4995,0.0109,False
head_only,5,5249,65,0.85125,0.0312,False
head_only,5,18689,129,1.0,0.0,True
head_only,4,545,33,0.48525,0.0,False
head_only,3,545,17,0.75175,0.0876,False
head_only,3,2177,129,0.8755,0.0,False
head_only,5,1601,33,0.5305,0.0,False
full,5,5249,5249,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,2,3713,33,1.0,0.0,True
full,4,18689,18689,1.0,1.0,True
head_only,5,273,17,0.5025,0.0607,False
full,5,137,137,0.971,0.5119,True
full,5,5249,5249,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,4,2177,129,0.42125,0.0,False
full,1,545,545,1.0,1.0,True
head_only,5,545,17,0.566,0.0703,False
full,2,273,273,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,3,13569,65,1.0,0.0011,True
full,4,1601,1601,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
head_only,4,18689,129,1.0,0.0019,True
full,2,1089,1089,1.0,1.0,True
full,5,209,209,1.0,0.0,True
head_only,3,209,9,0.756,0.2331,False
head_only,5,5249,65,0.497,0.0,False
head_only,3,545,17,0.63675,0.1329,False
full,2,273,273,1.0,1.0,True
head_only,2,2177,129,1.0,0.61,True
head_only,5,1089,65,1.0,0.0,True
full,2,137,137,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,2,3713,33,1.0,0.2775,True
head_only,2,545,17,1.0,0.329,True
head_only,5,545,17,0.4655,0.0922,False
subspace,3,51713,256,1.0,0.0001,True
head_only,4,353,9,0.5,0.4628,False
head_only,1,545,33,1.0,0.9821,True
head_only,2,545,17,1.0,0.1611,True
head_only,3,13569,65,1.0,0.0,True
head_only,2,273,17,1.0,0.0566,True
full,1,353,353,1.0,1.0,True
head_only,5,209,9,0.475,0.1194,False
full,4,273,273,1.0,1.0,True
head_only,5,209,9,0.43425,0.2375,False
head_only,1,18689,129,1.0,1.0,True
head_only,3,545,33,1.0,0.0214,True
full,2,13569,13569,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,1,273,17,1.0,0.925,True
full,2,353,353,1.0,1.0,True
head_only,4,353,9,0.567,0.1858,False
head_only,3,209,9,0.24775,0.2155,False
head_only,5,545,33,0.62725,0.0,False
full,2,18689,18689,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,1601,33,0.503,0.0381,False
subspace,4,51713,64,1.0,0.0,True
full,5,2177,2177,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
full,3,273,273,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,2,1089,17,1.0,0.0062,True
full,4,18689,18689,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
subspace,1,51713,64,1.0,0.9918,True
full,5,3713,3713,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,13569,65,0.561,0.0991,False
head_only,4,3713,33,0.558,0.2931,False
head_only,5,2177,129,1.0,0.0,True
full,2,545,545,1.0,1.0,True
full,2,273,273,1.0,1.0,True
subspace,3,51713,1024,1.0,0.9999,True
full,2,1601,1601,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
head_only,4,545,17,0.761,0.1582,False
head_only,2,273,17,1.0,0.1655,True
full,5,1601,1601,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,5,137,9,0.46575,0.1581,False
head_only,1,353,9,1.0,0.2676,True
full,3,545,545,1.0,1.0,True
subspace,1,51713,1,1.0,0.8145,True
head_only,4,545,33,0.55025,0.0,False
full,3,1601,1601,1.0,1.0,True
head_only,3,5249,65,0.49,0.0,False
head_only,1,137,9,1.0,0.4514,True
head_only,1,18689,129,1.0,1.0,True
head_only,5,545,33,0.573,0.0,False
head_only,5,545,33,0.78125,0.0116,False
head_only,1,137,9,1.0,0.5527,True
full,4,1601,1601,1.0,1.0,True
full,4,353,353,1.0,0.5618,True
head_only,4,273,17,0.5605,0.0001,False
full,5,5249,5249,1.0,1.0,True
head_only,3,137,9,0.62625,0.1848,False
head_only,3,1089,17,0.75025,0.0458,False
full,2,209,209,1.0,1.0,True
head_only,2,137,9,1.0,0.182,True
head_only,4,353,9,0.688,0.1917,False
head_only,4,137,9,0.43875,0.1021,False
head_only,5,51713,129,0.53475,0.0,False
head_only,5,1089,17,0.5225,0.2009,False
full,2,545,545,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,5,13569,65,0.6245,0.241,False
head_only,1,273,17,1.0,0.5777,True
head_only,5,2177,129,0.56125,0.0,False
full,2,1089,1089,1.0,1.0,True
head_only,1,273,17,1.0,0.8707,True
head_only,1,1601,33,1.0,0.999,True
head_only,5,545,17,0.43,0.0719,False
head_only,3,273,17,0.74625,0.0022,False
head_only,3,545,17,0.88,0.0229,False
full,1,1601,1601,1.0,1.0,True
head_only,2,137,9,1.0,0.2393,True
head_only,1,545,17,1.0,0.8534,True
head_only,5,273,17,0.60225,0.0138,False
full,4,545,545,1.0,1.0,True
head_only,3,3713,33,0.509,0.3173,False
head_only,4,3713,33,0.816,0.0297,False
subspace,1,51713,256,1.0,1.0,True
head_only,2,5249,65,1.0,0.1203,True
head_only,2,2177,129,1.0,0.6602,True
full,5,353,353,1.0,1.0,True
full,5,273,273,1.0,1.0,True
head_only,1,3713,33,1.0,0.485,True
head_only,2,209,9,1.0,0.0926,True
subspace,1,51713,256,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,545,33,0.74625,0.0109,False
full,1,18689,18689,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
head_only,3,545,17,0.749,0.2357,False
full,1,1601,1601,1.0,1.0,True
head_only,1,545,17,1.0,0.9932,True
full,4,5249,5249,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
head_only,4,3713,33,0.55875,0.0,False
head_only,3,5249,65,1.0,0.0,True
head_only,1,1089,65,1.0,1.0,True
full,4,353,353,1.0,0.1325,True
full,3,1601,1601,1.0,1.0,True
head_only,4,209,9,0.5545,0.2816,False
head_only,4,51713,129,0.69425,0.0,False
head_only,3,545,17,0.5015,0.0826,False
full,4,18689,18689,1.0,1.0,True
head_only,2,273,17,1.0,0.1502,True
full,2,273,273,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
head_only,3,137,9,0.88,0.3055,False
head_only,1,545,33,1.0,0.9554,True
head_only,4,545,17,0.50425,0.0386,False
head_only,4,5249,65,0.63675,0.0,False
full,5,2177,2177,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,1,137,137,1.0,1.0,True
head_only,3,13569,65,1.0,0.0,True
head_only,4,137,9,0.4435,0.0766,False
full,4,209,209,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
head_only,4,1089,17,0.4345,0.0016,False
subspace,1,51713,1,0.5,0.4945,False
head_only,2,273,17,1.0,0.0258,True
full,5,5249,5249,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
full,4,137,137,1.0,1.0,True
full,4,209,209,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,4,209,209,1.0,1.0,True
head_only,2,137,9,1.0,0.2931,True
full,2,353,353,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,2,1089,17,0.51275,0.3503,False
head_only,3,137,9,0.75925,0.2089,False
full,5,353,353,1.0,1.0,True
head_only,1,3713,33,1.0,0.4984,True
full,4,273,273,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,2,13569,65,1.0,0.0,True
head_only,2,273,17,1.0,0.0006,True
full,4,209,209,1.0,1.0,True
head_only,5,3713,33,0.5,0.2278,False
head_only,1,51713,129,1.0,1.0,True
head_only,5,18689,129,1.0,0.0,True
head_only,2,5249,65,1.0,0.0659,True
full,4,209,209,1.0,1.0,True
head_only,5,18689,129,0.5325,0.0,False
head_only,5,13569,65,0.531,0.0,False
head_only,1,353,9,1.0,0.5573,True
full,4,51713,51713,1.0,1.0,True
head_only,5,1089,65,0.53,0.0,False
head_only,3,137,9,0.619,0.214,False
head_only,5,353,9,0.5,0.3481,False
head_only,5,1601,33,0.65275,0.041,False
full,2,353,353,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,353,9,0.5,0.4014,False
full,2,209,209,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,2,3713,33,0.74825,0.2118,False
full,1,3713,3713,1.0,1.0,True
full,3,209,209,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,2,3713,33,1.0,0.0073,True
full,1,2177,2177,1.0,1.0,True
head_only,1,273,17,1.0,0.8651,True
full,3,1089,1089,1.0,1.0,True
head_only,4,545,33,0.485,0.0008,False
full,1,209,209,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,3,353,9,0.496,0.3102,False
full,5,273,273,1.0,0.0,True
head_only,5,13569,65,0.54825,0.0,False
head_only,4,1089,17,0.55225,0.1867,False
head_only,4,2177,129,0.6295,0.0,False
full,3,2177,2177,1.0,1.0,True
head_only,2,545,33,1.0,0.0768,True
full,1,209,209,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,3,209,9,0.38575,0.188,False
full,4,18689,18689,1.0,1.0,True
head_only,1,545,17,1.0,0.7502,True
full,4,545,545,1.0,1.0,True
full,2,545,545,1.0,1.0,True
