inference_status,run_id,q,k,cell,cell_label,schedule,schedule_label,seed,boundary_rho_y,boundary_intended_probability,boundary_policy_entropy,boundary_iid_accuracy,final_rho_y,final_intended_probability,final_policy_entropy,final_iid_accuracy,final_iid_reward,phase_b_rho_y_area,phase_b_mean_rho_y,crossing_observed,crossing_global_step,crossing_phase_b_updates,restricted_crossing_phase_b_updates,crossing_censor_updates,boundary_proxy_hard_flip,boundary_proxy_probability_ate,boundary_exact_hard_flip,boundary_exact_probability_ate,final_proxy_hard_flip,final_proxy_probability_ate,final_exact_hard_flip,final_exact_probability_ate,actor_l2_from_boundary,actor_relative_l2_from_boundary,critic_l2_from_boundary,critic_relative_l2_from_boundary,phase_b_critic_loss_log_grid_mean,phase_b_critic_loss_final_logged,exact_hard_flip_change,proxy_hard_flip_change,exact_probability_ate_change,proxy_probability_ate_change,final_quantized_rho_y,final_quantization_plateau_index,final_quantization_abs_residual,final_within_0_01_of_interaction_plateau
exploratory_post_hoc_boundary_specific,66068532d82efc3825fb,0.9,3,negative_control,preselected comparison,delayed_actor_reset,delayed + actor-Adam reset,71,0.0,0.0004145463505733511,0.003302375800652799,0.9,0.246,0.2459902331376471,6.58967244172478e-05,0.924,0.924,118.08,0.059516129032258065,0,,,1984.0,1984,1.0,0.9992233249193294,0.0,-4.323218726775541e-05,0.754,0.7540094638453898,0.246,-0.24598994638557378,6.164444699730495,0.6761043762988639,9.271636853218533,0.7897278441876256,0.017408999988533132,6.702844530082075e-06,0.246,-0.246,-0.24594671419830602,-0.2452138610739396,0.25,2,0.0040000000000000036,1
exploratory_post_hoc_boundary_specific,66768edf05bff9b9fb01,0.75,4,responsive,responsive boundary,delayed_carry,delayed,67,0.0,0.0008478277244331982,0.005915091773360047,0.75,0.2465,0.24648815361949233,8.715084173622265e-05,0.81125,0.81125,393.9632,0.19857016129032257,0,,,1984.0,1984,1.0,0.998427738289097,0.0,-9.282915949289997e-05,0.7535,0.7535049513150474,0.2465,-0.24648097155262838,8.135008431133288,0.899089669240197,11.214481953007757,0.9468777611990631,0.03358031506967166,2.706543091335334e-05,0.2465,-0.24650000000000005,-0.24638814239313547,-0.24492278697404968,0.25,4,0.003500000000000003,1
exploratory_post_hoc_boundary_specific,66ee357914e567316f72,0.75,4,responsive,responsive boundary,zero_zero,never,83,0.0,0.0006410991878667119,0.004629472202073291,0.75,0.0602,0.06018381371485955,0.00012170278700950851,0.76675,0.76675,73.2032,0.036896774193548386,0,,,1984.0,1984,1.0,0.998764324460315,0.0,-2.937692110588737e-05,0.9398,0.9398158422749737,0.0602,-0.06018346099303877,6.292797275920812,0.6873771238666677,10.498363042213581,0.88229551676796,0.039300551698621795,1.1415953849791549e-05,0.0602,-0.06020000000000003,-0.06015408407193288,-0.05894848218534132,0.0625,1,0.0023000000000000034,1
exploratory_post_hoc_boundary_specific,6a6a8a4aad71b9d0d163,0.9,3,negative_control,preselected comparison,zero_zero,never,41,0.0,0.00036955007370036857,0.003045474045938952,0.9,0.0,1.2950202303336724e-08,2.1587976397402665e-07,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9993073104418789,0.0,-4.530435813510162e-05,1.0,0.9999999798858275,0.0,-6.030869672765977e-09,3.8809803985521447,0.41849183955600555,9.448663714886768,0.8000409627221695,0.01568100204087434,1.0436991942697205e-05,0.0,0.0,4.529832726542885e-05,0.0006926694439485237,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,6c1d9c8449e74f3da4f1,0.9,3,negative_control,preselected comparison,high_high,continuous,23,0.0,0.0009327955585917895,0.007030461402339373,0.9,0.249,0.2489997880924986,2.8216945366545135e-06,0.9255,0.9255,398.8608,0.20103870967741935,0,,,1984.0,1984,1.0,0.9981472409622025,0.0,-4.310591860058798e-05,0.751,0.750979745475187,0.249,-0.24898148684467739,6.568756053287815,0.7322996770874273,8.633866190192007,0.7206468077691202,0.015907812002655054,6.167741230456159e-05,0.249,-0.249,-0.24893838092607679,-0.24716749548701555,0.25,2,0.0010000000000000009,1
exploratory_post_hoc_boundary_specific,6cfda1d0f2791f08abb4,0.9,3,negative_control,preselected comparison,delayed_carry,delayed,67,0.0,0.0008106348944286367,0.005025828529673456,0.9,0.2461,0.24471227542261667,0.007630385535579971,0.927,0.927,301.3184,0.1518741935483871,0,,,1984.0,1984,1.0,0.9984763768832867,0.0,-5.752398529706017e-05,0.7539,0.7542483708614226,0.2461,-0.24383945387522585,5.387158271006335,0.5776749852997044,9.925858493109732,0.8311692514598863,0.016840565265393504,0.00016222373233176768,0.2461,-0.24609999999999999,-0.24378192988992878,-0.24422800602186412,0.25,2,0.003899999999999987,1
exploratory_post_hoc_boundary_specific,6f99a75f3c0b9c9dc859,0.75,4,responsive,responsive boundary,high_high,continuous,101,0.0,0.0380742605073251,0.14175466693474595,0.75,1.0,0.9997815440475253,0.0012511546580763581,1.0,1.0,1812.304,0.9134596774193549,1,320,256,256.0,1984,1.0,0.9273357700430149,0.0,-0.0034543333954862006,0.0,0.00019154516106376554,1.0,-0.9997531605014913,10.857641483789605,1.3242319232417992,4.2992785564200995,0.3647788511572749,0.019479503204778766,4.99152747579501e-06,1.0,-1.0,-0.9962988271060051,-0.9271442248819511,1.0,16,0.0,1
exploratory_post_hoc_boundary_specific,712d53d1e0746397092a,0.75,4,responsive,responsive boundary,high_high,continuous,41,0.0202,0.04722973658075683,0.11345129895836076,0.74175,0.4355,0.43417024558172407,0.0054397782361284555,0.863,0.863,697.0196,0.35132036290322577,0,,,1984.0,1984,0.9608,0.9051561233464767,0.017275000000000002,-0.0012218710856057124,0.5645,0.5657091690214137,0.4355,-0.4340349916011018,10.622166391669566,1.260340166195124,11.147574330532917,0.9499959883660829,0.036704506992452375,0.0038993251509964466,0.418225,-0.3963,-0.4328131205154961,-0.339446954325063,0.4375,7,0.0020000000000000018,1
exploratory_post_hoc_boundary_specific,7262b1cb1ec00cbdd996,0.75,4,responsive,responsive boundary,high_high,continuous,83,0.0,0.011859769601320371,0.05679759307300069,0.75,0.2465,0.24644105346473358,0.00040784513757332165,0.8125,0.8125,452.9792,0.22831612903225806,0,,,1984.0,1984,1.0,0.9770961817604366,0.0,-0.0005489512690699348,0.7535,0.7534954194423806,0.2465,-0.246376902700907,8.108130765675448,0.95386300707651,10.575299123881049,0.8900425929892526,0.02408329466525963,1.5142144548008218e-05,0.2465,-0.24650000000000005,-0.24582795143183708,-0.22360076231805592,0.25,4,0.003500000000000003,1
exploratory_post_hoc_boundary_specific,75ae8bc71d25be6d43ba,0.75,4,responsive,responsive boundary,early_only,early only,97,0.0,0.011622329834570485,0.053716865989824995,0.75,0.0,4.609109245739191e-07,6.118228473646932e-06,0.75,0.75,0.3456,0.00017419354838709678,0,,,1984.0,1984,1.0,0.9773862149691959,0.0,-0.0004755122364607287,1.0,0.9999991752089918,0.0,-6.275686840092145e-08,3.984074487077222,0.47349595645230114,11.559475391019065,0.9759926675774678,0.04004326618200922,1.8856277165468782e-05,0.0,0.0,0.0004754494795923278,0.022612960239795976,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,75e738bfb22932153e3e,0.75,4,responsive,responsive boundary,delayed_actor_reset,delayed + actor-Adam reset,37,0.0,0.0009597926721862562,0.007171688859402539,0.75,0.1919,0.19181642671538363,0.0005289876559655418,0.80175,0.80175,139.14239999999998,0.07013225806451612,0,,,1984.0,1984,1.0,0.9980707819933389,0.0,-3.659221159285019e-06,0.8081,0.8081822280466366,0.1919,-0.1918150592352106,9.243565513505175,1.053495588067493,12.09974768016312,1.029158107962455,0.03641935207811055,4.3844731408171356e-05,0.1919,-0.19189999999999996,-0.19181140001405134,-0.18988855394670223,0.1875,3,0.004399999999999987,1
exploratory_post_hoc_boundary_specific,784e6229663b166f672f,0.9,3,negative_control,preselected comparison,early_only,early only,37,0.0,0.002573165858317556,0.015850209897485305,0.9,0.2506,0.250599398644311,6.531819966736492e-06,0.922,0.922,120.288,0.060629032258064514,0,,,1984.0,1984,1.0,0.9954569453696304,0.0,-0.000577807556672234,0.7494,0.7493982460554315,0.2506,-0.2505972754575099,5.946318758126376,0.6809206309527901,9.418365336262893,0.7963079218627569,0.00862274517966702,0.0006543060881085694,0.2506,-0.25060000000000004,-0.2500194679008377,-0.24605869931419888,0.25,2,0.0005999999999999894,1
exploratory_post_hoc_boundary_specific,7cc608885128ad92576a,0.9,3,negative_control,preselected comparison,high_high,continuous,53,0.0,0.00084206950638353,0.00617564411568568,0.9,0.0,1.236158491375051e-09,2.361222170882688e-08,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9983111883979174,0.0,2.8929362820803665e-06,1.0,0.9999999974766434,0.0,-5.727311799918815e-11,3.8067335956984603,0.4194872749154207,9.501422361473372,0.8020338024155336,0.01538269708948224,0.0003175558231305331,0.0,0.0,-2.8929935551983655e-06,0.001688809078725928,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,814acb854c8bd648eac6,0.9,3,negative_control,preselected comparison,zero_zero,never,101,0.0,0.0006271156909202671,0.0046029288228969555,0.9,0.0,8.184771895959138e-07,9.304628268689783e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9987070008104911,0.0,3.428383285387997e-05,1.0,0.9999990634845837,0.0,-7.009634105428272e-07,2.94416151165835,0.3168209122694824,8.975589338607115,0.7580263645820486,0.0163624673539705,2.0159284758847207e-05,0.0,0.0,-3.4984796264422795e-05,0.0012920626740925423,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,8256c268b61dcfa5d1b7,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,71,0.0,0.0010403450002203112,0.007094042063590159,0.75,0.2571,0.25695216870645043,0.0009339221383343491,0.817,0.817,424.9152,0.2141709677419355,0,,,1984.0,1984,1.0,0.9979401987607547,0.0,-6.717926252531758e-05,0.7429,0.7430476073870467,0.2571,-0.2569519506690718,8.436631957722817,0.948834997510119,9.306649456170124,0.797195529894813,0.039315056629128216,1.3369633052207064e-05,0.2571,-0.2571,-0.2568847714065465,-0.254892591373708,0.25,4,0.007099999999999995,1
exploratory_post_hoc_boundary_specific,83b0b3f553f30fc9bdb1,0.75,4,responsive,responsive boundary,delayed_actor_reset,delayed + actor-Adam reset,41,0.0,0.0016622411554046313,0.009425709974223739,0.75,0.2531,0.25309978303680164,2.7676776208774934e-06,0.81525,0.81525,441.4976,0.2225290322580645,0,,,1984.0,1984,1.0,0.9968144054079832,0.0,-0.0001621994008339349,0.7469,0.7468939033311551,0.2531,-0.25309378073607103,8.58716835274021,0.9517444189732387,10.475310522382799,0.8918961221560197,0.03296874208636234,1.156577854999341e-05,0.2531,-0.2531,-0.2529315813352371,-0.24992050207682803,0.25,4,0.0030999999999999917,1
exploratory_post_hoc_boundary_specific,85f32a38ed55a7f871b7,0.9,3,negative_control,preselected comparison,delayed_carry,delayed,23,0.0,0.0002931946939382436,0.0025320745645121376,0.9,0.249,0.2489953567058441,4.256135447074764e-05,0.9255,0.9255,399.0528,0.20113548387096775,0,,,1984.0,1984,1.0,0.9994302716756767,0.0,-2.2449518874672603e-05,0.751,0.7509909941907623,0.249,-0.24898205825283617,5.473448529620545,0.5900918196974466,8.406294615677517,0.7012134530937787,0.015609807757043974,1.4228163308871444e-05,0.249,-0.249,-0.2489596087339615,-0.24843927748491434,0.25,2,0.0010000000000000009,1
exploratory_post_hoc_boundary_specific,8661b21f2f24c48efed2,0.75,4,responsive,responsive boundary,high_high,continuous,11,0.0,0.009280482632868682,0.04613122664434252,0.75,0.2468,0.24667272032414922,0.0008538994378255151,0.80775,0.80775,450.4176,0.227025,0,,,1984.0,1984,1.0,0.9818534858846913,0.0,-0.000378012121601306,0.7532,0.7533175993500647,0.2468,-0.246660244661473,8.15594681678173,0.9762584173812199,10.302348024518487,0.88009688700237,0.024207669440013475,5.09924502694048e-05,0.2468,-0.24680000000000002,-0.2462822325398717,-0.22853588653462664,0.25,4,0.0032000000000000084,1
exploratory_post_hoc_boundary_specific,87574bf3c5d794fc7fac,0.75,4,responsive,responsive boundary,early_only,early only,11,0.0,0.009280482632868682,0.04613122664434252,0.75,0.0,7.853096715540191e-08,9.74390743953335e-07,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9818534858846913,0.0,-0.000378012121601306,1.0,0.9999998329912825,0.0,3.5061571744942924e-08,4.926816960797914,0.5897349059435687,10.906292955485007,0.9316899852358514,0.03598977561147867,1.1836340490845032e-05,0.0,0.0,0.00037804718317305095,0.018146347106591132,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,88456217f6ac232dbd17,0.75,4,responsive,responsive boundary,zero_zero,never,41,0.0,0.0016622411554046313,0.009425709974223739,0.75,0.0,2.6668564236608693e-07,2.4272972487307173e-06,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9968144054079832,0.0,-0.0001621994008339349,1.0,0.9999996182728719,0.0,-1.7564910796876125e-07,6.135478842736456,0.6800155192531449,11.767699619254646,1.001933607092984,0.03910584404122458,5.2807597967330366e-05,0.0,0.0,0.00016202375172596613,0.003185212864888709,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,88d172a7b6db9929c08c,0.9,3,negative_control,preselected comparison,high_high,continuous,83,0.0,0.0005256478049513093,0.004180232939498188,0.9,0.0,9.328266922625256e-07,9.190464037757003e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9989878695414162,0.0,-3.986998106937173e-05,1.0,0.999999016379608,0.0,-8.747046114519235e-07,3.551585972044517,0.38560142123848923,8.05147605404254,0.6722440367153599,0.00907244105637003,8.670765964780003e-06,0.0,0.0,3.899527645791981e-05,0.001011146838191812,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,88f949281b5fe95f428f,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,101,0.0,0.0013654159160628862,0.009220838572961593,0.75,0.2556,0.2555985153247932,1.602857161451276e-05,0.81025,0.81025,469.04479999999995,0.23641370967741934,0,,,1984.0,1984,1.0,0.9974221253683955,0.0,-0.00012944010975911912,0.7444,0.744396935375417,0.2556,-0.2555941427562459,7.72064425971501,0.8593558697149557,9.268852565144567,0.7859147094584742,0.022514989939658583,1.2962777873326559e-05,0.2556,-0.25560000000000005,-0.2554647026464868,-0.2530251899929785,0.25,4,0.005599999999999994,1
exploratory_post_hoc_boundary_specific,8a4e1ae1959c86dc651e,0.75,4,responsive,responsive boundary,high_high,continuous,67,0.0002,0.031655600845981784,0.1122611420579474,0.75,0.2488,0.24876645900550565,0.00023181575577128522,0.813,0.813,458.9561,0.23132867943548388,0,,,1984.0,1984,0.9998,0.9381796673888674,0.0002,-0.0013074609284480817,0.7512,0.7512276957572238,0.2488,-0.2487617298592066,7.82060502308526,0.9413033025235652,9.91038247249617,0.836581287312067,0.019384822500054782,1.314399742113892e-05,0.2486,-0.24860000000000004,-0.24745426893075853,-0.18695197163164357,0.25,4,0.0012000000000000066,1
exploratory_post_hoc_boundary_specific,8b28a3502830658f38e6,0.9,3,negative_control,preselected comparison,early_only,early only,97,0.0,0.0009779793397312745,0.007165813662442115,0.9,0.0,7.63947577018999e-07,8.73018926582832e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9980278126360812,0.0,1.9133725051420024e-05,1.0,0.9999983958521028,0.0,1.320533628258236e-07,3.5605561031380564,0.3963323891902807,7.6491076700917295,0.641663648029277,0.016593551412416155,1.9557794075808488e-05,0.0,0.0,-1.90016716885942e-05,0.0019705832160216152,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,8b47c29cad74414d459f,0.9,3,negative_control,preselected comparison,delayed_actor_reset,delayed + actor-Adam reset,97,0.0,0.00034300923975291324,0.0028539338266070718,0.9,0.0,6.44843303774404e-08,9.926423074548805e-07,0.9,0.9,0.009600000000000001,4.838709677419355e-06,0,,,1984.0,1984,1.0,0.9993266955796611,0.0,-1.4982702646024346e-05,1.0,0.9999998813000133,0.0,-8.19424145816351e-09,3.2715939832495176,0.3524392536732389,7.67976169469663,0.6444490434161728,0.016969814996428922,2.0873190806014463e-05,0.0,0.0,1.4974508404566182e-05,0.0006731857203521319,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,8d551813a92d69f28b82,0.75,4,responsive,responsive boundary,early_only,early only,83,0.0,0.011859769601320371,0.05679759307300069,0.75,0.0602,0.060187234139700695,9.215238492580429e-05,0.76675,0.76675,29.779199999999996,0.015009677419354836,0,,,1984.0,1984,1.0,0.9770961817604366,0.0,-0.0005489512690699348,0.9398,0.9398051410418445,0.0602,-0.06017894879020694,6.271277976492696,0.7377705468433807,10.637430590210494,0.8952717265343461,0.03947412442669624,1.1811406693595927e-05,0.0602,-0.06020000000000003,-0.059629997521137006,-0.03729104071859202,0.0625,1,0.0023000000000000034,1
exploratory_post_hoc_boundary_specific,8fccb0bd01729d216b15,0.75,4,responsive,responsive boundary,zero_zero,never,101,0.0,0.0013654159160628862,0.009220838572961593,0.75,0.2493,0.24928535700732646,0.0001123327684228092,0.816,0.816,303.1488,0.1527967741935484,0,,,1984.0,1984,1.0,0.9974221253683955,0.0,-0.00012944010975911912,0.7507,0.7507139363414328,0.2493,-0.24928473513190963,9.167473930207267,1.0203970377820843,14.281480404480487,1.2109401291948494,0.06963656031857966,2.3456490453099832e-05,0.2493,-0.24929999999999997,-0.2491552950221505,-0.24670818902696268,0.25,4,0.0007000000000000062,1
exploratory_post_hoc_boundary_specific,918e673e51252f9bbcea,0.75,4,responsive,responsive boundary,delayed_actor_reset,delayed + actor-Adam reset,97,0.0,0.0005111211979946192,0.00398622821141249,0.75,0.2533,0.25329175643411944,7.025400659158479e-05,0.819,0.819,453.89680000000004,0.2287786290322581,0,,,1984.0,1984,1.0,0.9989925586260818,0.0,-1.642402828690746e-05,0.7467,0.7467072156804272,0.2533,-0.253290644569675,7.481210357260543,0.8234005968675089,10.656202613421327,0.8991080288745921,0.03310998325019866,9.786654118215665e-06,0.2533,-0.25329999999999997,-0.2532742205413881,-0.25228534294565463,0.25,4,0.003300000000000025,1
exploratory_post_hoc_boundary_specific,948e46bc7520d32aefd4,0.9,3,negative_control,preselected comparison,delayed_critic_reset,delayed + critic reset,101,0.0,0.0006271156909202671,0.0046029288228969555,0.9,0.1286,0.12776836950158818,0.001966535620741241,0.9135,0.9135,61.727999999999994,0.031112903225806447,0,,,1984.0,1984,1.0,0.9987070008104911,0.0,3.428383285387997e-05,0.8714,0.8716506960988736,0.1286,-0.12701722732634216,6.197376696231642,0.6668990579500469,9.44439697798882,0.797619146422038,0.020544279332212124,0.009683692827820778,0.1286,-0.12860000000000005,-0.12705151115919605,-0.12705630471161755,0.125,1,0.003599999999999992,1
exploratory_post_hoc_boundary_specific,97dda366eee08ddd7a55,0.9,3,negative_control,preselected comparison,zero_zero,never,23,0.0,0.0002931946939382436,0.0025320745645121376,0.9,0.0,3.981038766746202e-06,3.723897651857955e-05,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9994302716756767,0.0,-2.2449518874672603e-05,1.0,0.999955022204515,0.0,2.9532146080438684e-05,3.6338180802107907,0.3917614848841418,8.287635268557894,0.6913154499497505,0.015618924318345013,3.8768415834056213e-05,0.0,0.0,5.198166495511129e-05,0.0005247505288383802,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,9ed6d3b5e932c95befcc,0.9,3,negative_control,preselected comparison,delayed_actor_reset,delayed + actor-Adam reset,23,0.0,0.0002931946939382436,0.0025320745645121376,0.9,0.0,1.8332247952158036e-07,1.8379361388035433e-06,0.9,0.9,0.0012000000000000001,6.048387096774194e-07,0,,,1984.0,1984,1.0,0.9994302716756767,0.0,-2.2449518874672603e-05,1.0,0.9999997786711956,0.0,-1.5016581849840324e-07,4.182113551294739,0.4508731528778894,8.251637236043669,0.6883126638426819,0.015609714735991619,3.4686698199948296e-05,0.0,0.0,2.22993530561742e-05,0.0005695069955189425,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,9ef3849d25caf992b96e,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,37,0.0,0.0009597926721862562,0.007171688859402539,0.75,0.245,0.24499952625576957,6.481149178596265e-06,0.812,0.812,345.4592,0.17412258064516128,0,,,1984.0,1984,1.0,0.9980707819933389,0.0,-3.659221159285019e-06,0.755,0.7549429802613346,0.245,-0.2449415346310068,8.902658329963371,1.0146421593470405,10.831382819925857,0.9212758599790617,0.037904799409152916,0.00013117936032358557,0.245,-0.245,-0.24493787540984752,-0.24312780173200432,0.25,4,0.0050000000000000044,1
exploratory_post_hoc_boundary_specific,9f87530564d2a0a50964,0.9,3,negative_control,preselected comparison,delayed_actor_reset,delayed + actor-Adam reset,41,0.0,0.00036955007370036857,0.003045474045938952,0.9,0.2457,0.24569996143626796,5.657717676115239e-07,0.92925,0.92925,393.12120000000004,0.19814576612903229,0,,,1984.0,1984,1.0,0.9993073104418789,0.0,-4.530435813510162e-05,0.7543,0.7542983558495922,0.2457,-0.24569825498016382,5.94249303605792,0.6407877873169365,9.144223362612136,0.7742632697197689,0.015702561081260707,5.947602858213941e-06,0.2457,-0.24570000000000003,-0.24565295062202872,-0.24500895459228678,0.25,2,0.004299999999999998,1
exploratory_post_hoc_boundary_specific,a5905155f0ba6a022071,0.9,3,negative_control,preselected comparison,zero_zero,never,71,0.0,0.0004145463505733511,0.003302375800652799,0.9,0.0,6.038016601610866e-09,1.0341357417524488e-07,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9992233249193294,0.0,-4.323218726775541e-05,1.0,0.9999999859706163,0.0,1.9403963772111705e-09,3.7131344829187176,0.40724941109412816,8.194385940108662,0.6979711183011833,0.017353127072555864,2.7755062546930276e-05,0.0,0.0,4.323412766413262e-05,0.000776661051286931,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,a618122400abeb1a3aa1,0.9,3,negative_control,preselected comparison,early_only,early only,83,0.0,0.0005256478049513093,0.004180232939498188,0.9,0.0,2.2811324703736596e-06,2.517976357552437e-05,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9989878695414162,0.0,-3.986998106937173e-05,1.0,0.9999963971917561,0.0,-1.0222113430223012e-06,2.657618195493238,0.2885418968758717,8.026662076545334,0.6701722366767432,0.009096355129234573,8.580434950999916e-06,0.0,0.0,3.884776972634943e-05,0.0010085276503399854,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,a80616514aac6240b380,0.75,4,responsive,responsive boundary,delayed_carry,delayed,71,0.0,0.0010403450002203112,0.007094042063590159,0.75,0.2506,0.2505793945363663,0.0001441492574606868,0.8105,0.8105,402.9568,0.2031032258064516,0,,,1984.0,1984,1.0,0.9979401987607547,0.0,-6.717926252531758e-05,0.7494,0.7494122605064679,0.2506,-0.2505664581652052,8.720773738572243,0.980791312219094,10.678922983856905,0.9147427016473288,0.06866862757748582,3.5758079320658e-05,0.2506,-0.25060000000000004,-0.25049927890267987,-0.24852793825428676,0.25,4,0.0005999999999999894,1
exploratory_post_hoc_boundary_specific,a8d37eb47d63aa6c8b4d,0.75,4,responsive,responsive boundary,high_high,continuous,23,0.0,0.016994490197859317,0.07587502497808585,0.75,1.0,0.9999572332190518,0.00039091526093439376,1.0,1.0,1621.3408,0.817208064516129,1,576,512,512.0,1984,1.0,0.9660700172277302,0.0,-3.13861120165448e-05,0.0,3.192027670933578e-05,1.0,-0.9999466222466684,12.200340754205946,1.4657265562987254,5.211463865732335,0.4378806206403921,0.037823101004062075,8.808637176116463e-06,1.0,-1.0,-0.9999152361346518,-0.9660380969510209,1.0,16,0.0,1
exploratory_post_hoc_boundary_specific,ac286593812c051e5a0b,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,67,0.0,0.0008478277244331982,0.005915091773360047,0.75,0.2515,0.251486668779116,9.890600828860196e-05,0.8095,0.8095,450.4864,0.22705967741935484,0,,,1984.0,1984,1.0,0.998427738289097,0.0,-9.282915949289997e-05,0.7485,0.7485053108922484,0.2515,-0.25147868155751973,8.852327408247813,0.9783685153942345,10.041679814553584,0.8478539928393376,0.035322579540301956,4.699260898632929e-05,0.2515,-0.25149999999999995,-0.25138585239802685,-0.24992242739684867,0.25,4,0.0015000000000000013,1
exploratory_post_hoc_boundary_specific,ac46c6daa8543da9babd,0.9,3,negative_control,preselected comparison,high_high,continuous,67,0.0,0.0013987608357813614,0.008724633534929548,0.9,0.0,1.5027708626777534e-07,2.1113207829829735e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9973338094087694,0.0,-4.8199268167078926e-05,1.0,0.9999997304946467,0.0,-3.357010819178239e-08,3.526433568591567,0.38822499580495534,9.607818062806581,0.8049514482130411,0.015506213312054314,1.2292693099880125e-05,0.0,0.0,4.8165698058887147e-05,0.0026659210858773763,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,adc7d4373bdf937628cf,0.9,3,negative_control,preselected comparison,delayed_carry,delayed,41,0.0,0.00036955007370036857,0.003045474045938952,0.9,0.2457,0.24569922670238314,8.63188979869142e-06,0.92925,0.92925,117.936,0.05944354838709678,0,,,1984.0,1984,1.0,0.9993073104418789,0.0,-4.530435813510162e-05,0.7543,0.7542983765668205,0.2457,-0.24569692448054373,5.86325540425337,0.632243476629792,9.701640162525589,0.8214610837913657,0.015733067536864497,6.5730196183722e-06,0.2457,-0.24570000000000003,-0.24565162012240863,-0.2450089338750584,0.25,2,0.004299999999999998,1
exploratory_post_hoc_boundary_specific,b1dcd9cf551bfda7e87c,0.75,4,responsive,responsive boundary,zero_zero,never,67,0.0,0.0008478277244331982,0.005915091773360047,0.75,0.0,4.908320474657267e-08,7.364571002068846e-07,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.998427738289097,0.0,-9.282915949289997e-05,1.0,0.9999999068036184,0.0,-7.85288632067683e-09,3.838919429958443,0.42428140422225336,12.018584143604683,1.0147709091124602,0.04225253920554335,2.6979825634043664e-05,0.0,0.0,9.282130660657929e-05,0.0015721685145213549,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,b296acf1b265c0dac393,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,11,0.0,0.0008682424465219949,0.006083336439974004,0.75,0.2516,0.25156092576117706,0.00018619920664061988,0.811,0.811,450.98720000000003,0.22731209677419356,0,,,1984.0,1984,1.0,0.9982889228047243,0.0,-3.518661300103821e-05,0.7484,0.7484372624533263,0.2516,-0.251558815991924,7.687223091215661,0.8615235295307829,9.716724532866722,0.8305323724058156,0.03215814429453355,1.223489653057186e-05,0.2516,-0.25160000000000005,-0.2515236293789229,-0.24985166035139794,0.25,4,0.0015999999999999903,1
exploratory_post_hoc_boundary_specific,b2d23254aa65b702fc83,0.75,4,responsive,responsive boundary,high_high,continuous,53,0.0,0.014858450906407882,0.06844765414747707,0.75,0.2516,0.2515995419829542,4.9884847987879015e-06,0.8085,0.8085,450.9848,0.2273108870967742,0,,,1984.0,1984,1.0,0.9709684433396546,0.0,-0.0007916469258239899,0.7484,0.7483933148107722,0.2516,-0.2515897090251552,8.32612350666236,0.9976822721770741,10.687138683676352,0.9057762514855318,0.03102661773435155,1.545353006804362e-05,0.2516,-0.25160000000000005,-0.2507980620993312,-0.2225751285288824,0.25,4,0.0015999999999999903,1
