inference_status,run_id,q,k,cell,cell_label,schedule,schedule_label,seed,boundary_rho_y,boundary_intended_probability,boundary_policy_entropy,boundary_iid_accuracy,final_rho_y,final_intended_probability,final_policy_entropy,final_iid_accuracy,final_iid_reward,phase_b_rho_y_area,phase_b_mean_rho_y,crossing_observed,crossing_global_step,crossing_phase_b_updates,restricted_crossing_phase_b_updates,crossing_censor_updates,boundary_proxy_hard_flip,boundary_proxy_probability_ate,boundary_exact_hard_flip,boundary_exact_probability_ate,final_proxy_hard_flip,final_proxy_probability_ate,final_exact_hard_flip,final_exact_probability_ate,actor_l2_from_boundary,actor_relative_l2_from_boundary,critic_l2_from_boundary,critic_relative_l2_from_boundary,phase_b_critic_loss_log_grid_mean,phase_b_critic_loss_final_logged,exact_hard_flip_change,proxy_hard_flip_change,exact_probability_ate_change,proxy_probability_ate_change,final_quantized_rho_y,final_quantization_plateau_index,final_quantization_abs_residual,final_within_0_01_of_interaction_plateau
exploratory_post_hoc_boundary_specific,44e1fd6f90689b804040,0.9,3,negative_control,preselected comparison,delayed_carry,delayed,71,0.0,0.0004145463505733511,0.003302375800652799,0.9,0.2511,0.2510791687577487,0.00012348279200085304,0.92575,0.92575,305.33759999999995,0.15389999999999998,0,,,1984.0,1984,1.0,0.9992233249193294,0.0,-4.323218726775541e-05,0.7489,0.748920683311648,0.2511,-0.2510789805739557,5.908955547125758,0.6480828200051553,8.08625248891518,0.6887606629471266,0.017361322175382048,3.7367908589658327e-06,0.2511,-0.2511,-0.25103574838668796,-0.25030264160768145,0.25,2,0.0010999999999999899,1
exploratory_post_hoc_boundary_specific,454f386eba0a502c7ae2,0.75,4,responsive,responsive boundary,zero_zero,never,53,0.0,0.0006671996052446947,0.005154120923420611,0.75,0.0662,0.06615447585661985,0.00034887716428745624,0.77,0.77,80.72959999999999,0.04069032258064516,0,,,1984.0,1984,1.0,0.9986572642895671,0.0,-9.780390162871847e-06,0.9338,0.9338450090554022,0.0662,-0.06615401830419178,5.895918617231296,0.6555692347101688,12.661760549325763,1.0736737920406894,0.03847117964152493,8.312757563544437e-05,0.0662,-0.06620000000000004,-0.0661442379140289,-0.0648122552341649,0.0625,1,0.003699999999999995,1
exploratory_post_hoc_boundary_specific,478cbdeeaf4a02eede50,0.75,4,responsive,responsive boundary,delayed_critic_reset,delayed + critic reset,97,0.0,0.0005111211979946192,0.00398622821141249,0.75,0.3747,0.3746930413064598,7.710955169928701e-05,0.84,0.84,599.4431999999999,0.30213870967741935,0,,,1984.0,1984,1.0,0.9989925586260818,0.0,-1.642402828690746e-05,0.6253,0.6252828425847481,0.3747,-0.3746708919601348,9.500334460462515,1.0456304116076556,11.059457195269292,0.9331322911163142,0.0578303084488248,8.645890920888633e-05,0.3747,-0.37470000000000003,-0.3746544679318479,-0.37370971604133374,0.375,6,0.00030000000000002247,1
exploratory_post_hoc_boundary_specific,4961ff3ca0d7ed5cf6f6,0.75,4,responsive,responsive boundary,early_only,early only,53,0.0,0.014858450906407882,0.06844765414747707,0.75,0.0,7.334893775127021e-08,1.0196351518162103e-06,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9709684433396546,0.0,-0.0007916469258239899,1.0,0.9999998876405851,0.0,-3.223929687943291e-08,4.916227381406552,0.5890896166140352,12.050024694059626,1.021286101055705,0.03502724988928954,6.629011477343738e-05,0.0,0.0,0.0007916146865271104,0.02903144430093052,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,4daec09ebdb45e023fe1,0.9,3,negative_control,preselected comparison,zero_zero,never,53,0.0,0.00030774625126520316,0.002589745335572371,0.9,0.0,6.92212605501318e-09,1.243759398294465e-07,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9993982823974796,0.0,-1.5271097113664763e-05,1.0,0.9999999862232114,0.0,2.246609547133185e-10,3.3710260258614526,0.3636571885409994,9.563363516717402,0.8070501495079279,0.015308853065122677,9.864151252259035e-06,0.0,0.0,1.5271321774619475e-05,0.0006017038257317697,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,4dd307bc90176b036f66,0.9,3,negative_control,preselected comparison,early_only,early only,53,0.0,0.00084206950638353,0.00617564411568568,0.9,0.0,2.3019930134689789e-07,3.222456337449017e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9983111883979174,0.0,2.8929362820803665e-06,1.0,0.9999993593572614,0.0,8.891563607737359e-08,3.0249541227198526,0.3333382097233664,9.431877087167562,0.7961633486382456,0.015322031478796577,7.001777248660801e-06,0.0,0.0,-2.804020646002993e-06,0.0016881709593439265,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,4eaf9eb94a1dd3112af8,0.75,4,responsive,responsive boundary,zero_zero,never,71,0.0,0.0010403450002203112,0.007094042063590159,0.75,0.0,3.197098033993261e-06,3.226393395300411e-05,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9979401987607547,0.0,-6.717926252531758e-05,1.0,0.9999944052507581,0.0,-5.595346045253119e-07,4.167280551470924,0.4686777438548056,13.333860569305202,1.142161214103056,0.07473151859544021,1.8968474250868894e-05,0.0,0.0,6.661972792079227e-05,0.0020542064900034296,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,4ee43ebc88ab0307f6a8,0.9,3,negative_control,preselected comparison,delayed_carry,delayed,97,0.0,0.00034300923975291324,0.0028539338266070718,0.9,0.0,2.458392024392318e-06,2.755176054176732e-05,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9993266955796611,0.0,-1.4982702646024346e-05,1.0,0.9999932434755286,0.0,9.614975226346038e-07,2.699515374004809,0.290810897857409,7.672703872008001,0.6438567845335269,0.016955745377579837,2.150560248992406e-05,0.0,0.0,1.594420016865895e-05,0.0006665478958675086,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,5021b2ec7f0241e832b8,0.9,3,negative_control,preselected comparison,delayed_critic_reset,delayed + critic reset,41,0.0,0.00036955007370036857,0.003045474045938952,0.9,0.2457,0.24569219831976716,5.9936848279879184e-05,0.92925,0.92925,392.7744,0.19797096774193548,0,,,1984.0,1984,1.0,0.9993073104418789,0.0,-4.530435813510162e-05,0.7543,0.7542893373249119,0.2457,-0.24567556983666297,6.0998306077770135,0.6577537296970017,8.765441598498388,0.7421909115146915,0.019572462116604586,1.5574829376419075e-05,0.2457,-0.24570000000000003,-0.24563026547852787,-0.24501797311696705,0.25,2,0.004299999999999998,1
exploratory_post_hoc_boundary_specific,502722ceb495343b4a81,0.75,4,responsive,responsive boundary,early_only,early only,41,0.0202,0.04722973658075683,0.11345129895836076,0.74175,0.0,2.8355934776972428e-08,4.359264426019168e-07,0.75,0.75,0.05955,3.0015120967741933e-05,0,,,1984.0,1984,0.9608,0.9051561233464767,0.017275000000000002,-0.0012218710856057124,1.0,0.9999999486205288,0.0,-4.334049028505959e-09,4.510315058342555,0.5351574265191251,11.095221615240725,0.9455344913593815,0.0372538440219144,5.365259130485356e-05,-0.017275000000000002,0.03920000000000001,0.001221866751556684,0.09484382527405211,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,534d44502add4f05875a,0.9,3,negative_control,preselected comparison,delayed_actor_reset,delayed + actor-Adam reset,101,0.0,0.0006271156909202671,0.0046029288228969555,0.9,0.0,1.087473222754045e-06,9.974269502049244e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9987070008104911,0.0,3.428383285387997e-05,1.0,0.9999933397808074,0.0,6.151937461086589e-06,3.359152581428029,0.3614780578735837,9.032631698509562,0.7628438323908803,0.01628742615376006,2.0277757357689552e-05,0.0,0.0,-2.813189539279338e-05,0.0012863389703162698,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,56fd664328194b2176ca,0.75,4,responsive,responsive boundary,early_only,early only,71,0.0,0.017531710396996733,0.08232298065324814,0.75,0.0,2.2589792684791075e-09,4.1282610888386745e-08,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9650591539356388,0.0,-0.0003207349847705004,1.0,0.9999999948247159,0.0,3.178103404842768e-10,5.4287070219371065,0.6648571725207054,12.88545952125703,1.1039312077250418,0.07470068087594338,2.1368852685554884e-05,0.0,0.0,0.0003207353025808409,0.03494084088907712,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,5a502a24fc980f3f1227,0.9,3,negative_control,preselected comparison,delayed_critic_reset,delayed + critic reset,67,0.0,0.0008106348944286367,0.005025828529673456,0.9,0.0,1.7258923535333065e-07,2.355610282666532e-06,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.9984763768832867,0.0,-5.752398529706017e-05,1.0,0.9999996547765583,0.0,6.887019061319978e-10,3.8457948542904856,0.41239172382862455,8.711337938178556,0.7294680090710752,0.01901787097147075,9.363849130750168e-06,0.0,0.0,5.7524673998966305e-05,0.0015232778932715574,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,6253cbcaa037b5f67174,0.75,4,responsive,responsive boundary,delayed_carry,delayed,41,0.0,0.0016622411554046313,0.009425709974223739,0.75,0.2448,0.24479274810410134,6.545865750902925e-05,0.81125,0.81125,393.5376,0.1983556451612903,0,,,1984.0,1984,1.0,0.9968144054079832,0.0,-0.0001621994008339349,0.7552,0.7551947039516502,0.2448,-0.24477921513295162,7.761542494508886,0.8602375600817502,11.181416429978915,0.9520158789375284,0.0362508523569006,2.31768426601775e-05,0.2448,-0.24480000000000002,-0.2446170157321177,-0.24161970145633294,0.25,4,0.00520000000000001,1
exploratory_post_hoc_boundary_specific,6302c9b23456ddb12eef,0.75,4,responsive,responsive boundary,high_high,continuous,71,0.0,0.017531710396996733,0.08232298065324814,0.75,1.0,0.9997247047197932,0.0014903963452796273,1.0,1.0,1576.8832,0.7948,1,576,512,512.0,1984,1.0,0.9650591539356388,0.0,-0.0003207349847705004,0.0,0.00022569661217266884,1.0,-0.9996710758100686,12.397414163538896,1.5183191308779582,10.16791320749855,0.8711118675030586,0.04582814534004382,1.0513132110645529e-05,1.0,-1.0,-0.9993503408252982,-0.9648334573234661,1.0,16,0.0,1
exploratory_post_hoc_boundary_specific,649995d97d45dba8a151,0.9,3,negative_control,preselected comparison,delayed_critic_reset,delayed + critic reset,11,0.0,0.0004696653970298965,0.003696263002345033,0.9,0.0,3.860779393230395e-06,4.677613815724786e-05,0.9,0.9,0.0,0.0,0,,,1984.0,1984,1.0,0.999073178308792,0.0,-1.0920504107329948e-05,1.0,0.9999923723670392,0.0,-3.106686264644682e-07,2.52575972600422,0.277174536103056,7.730764994446657,0.6570247955923753,0.017605857446649904,1.0947259397653397e-05,0.0,0.0,1.060983548086548e-05,0.0009191940582471414,0.0,0,0.0,1
exploratory_post_hoc_boundary_specific,65c4584198ecc5181af2,0.75,4,responsive,responsive boundary,zero_zero,never,37,0.0,0.0009597926721862562,0.007171688859402539,0.75,0.0,1.879772191455313e-07,2.685128267043684e-06,0.75,0.75,0.0,0.0,0,,,1984.0,1984,1.0,0.9980707819933389,0.0,-3.659221159285019e-06,1.0,0.9999996068802524,0.0,2.409392359144717e-09,3.2859881361991854,0.3745063524318827,10.758021599705994,0.9150360360922323,0.03571236334217217,2.2342868760460988e-05,0.0,0.0,3.6616305516441637e-06,0.0019288248869134828,0.0,0,0.0,1
